publication_number,patent_citation,publication_date,assignee,title
EP3922431A1,WO2010042490A1,2010-04-15,Boston Medical Center Corporation,A single lentiviral vector system for induced pluripotent (ips) stem cells derivation
EP3922431A1,WO2010077955A1,2010-07-08,The Scripps Research Institute,Generation and maintenance of stem cells
EP3922431A1,US20100184227A1,2010-07-22,James Thomson,Pluripotent stem cells obtained by non-viral reprogramming
EP3922431A1,WO2010138132A1,2010-12-02,The Board Of Trustees Of The University Of Illinois,Casting microstructures into stiff and durable materials from a flexible and reusable mold
EP3922431A1,US8058065B2,2011-11-15,Kyoto University,"Oct3/4, Klf4, c-Myc and Sox2 produce induced pluripotent stem cells"
EP3922431A1,US8129187B2,2012-03-06,Kyoto University,"Somatic cell reprogramming by retroviral vectors encoding Oct3/4. Klf4, c-Myc and Sox2"
EP3922431A1,US8211697B2,2012-07-03,Kyoto University,Induced pluripotent stem cells produced using reprogramming factors and a rho kinase inhibitor or a histone deacetylase inhibitor
EP3922431A1,US20130029866A1,2013-01-31,Ning Sun,Cardiomyocytes from induced pluripotent stem cells from patients and methods of use thereof
EP3922431A1,US20130040302A1,2013-02-14,Thomas J. Burke,Methods for cell reprogramming and genome engineering
EP3922431A1,US20130130387A1,2013-05-23,Technion Research & Development Foundation Limited,Method for generating induced pluripotent stem cells from keratinocytes derived from plucked hair follicles
EP3922431A1,US8546140B2,2013-10-01,"Cellular Dynamics International, Inc.",Methods for the production of iPS cells using non-viral approach
EP3922431A1,US8791248B2,2014-07-29,Kyoto University,Nuclear reprogramming factor comprising miRNA and a protein factor
EP3922431A1,US20140220555A1,2014-08-07,The Trustees Of The University Of Pennsylvania,In vitro microphysiological system for high throughput 3d tissue organization and biological function
EP3922431A1,US9175268B2,2015-11-03,"Cellular Dynamics International, Inc.",Methods for the production of iPS cells
EP3922431A1,WO2017196175A1,2017-11-16,Erasmus University Medical Center Rotterdam,"A method for culturing myogenic cells, cultures obtained therefrom, screening methods, and cell culture medium."
EP3927432A2,US3773919A,1973-11-20,Du Pont,Polylactide-drug mixtures
EP3927432A2,US4485045A,1984-11-27,Research Corporation,Synthetic phosphatidyl cholines useful in forming liposomes
EP3927432A2,US4522811A,1985-06-11,Syntex (U.S.A.) Inc.,Serial injection of muramyldipeptides and liposomes enhances the anti-infective activity of muramyldipeptides
EP3927432A2,US4816567A,1989-03-28,"Genentech, Inc.",Recombinant immunoglobin preparations
EP3927432A2,US4544545A,1985-10-01,Trustees University Of Massachusetts,Liposomes containing modified cholesterol for organ targeting
EP3927432A2,US4676980A,1987-06-30,The United States Of America As Represented By The Secretary Of The Department Of Health And Human Services,Target specific cross-linked heteroantibodies
EP3927432A2,DE3788058T2,1994-04-21,Teijin Ltd,CELL TOXIC ANTIBODY COMPLEX AND METHOD FOR THE PRODUCTION THEREOF.
EP3927432A2,US5013556A,1991-05-07,"Liposome Technology, Inc.",Liposomes with enhanced circulation time
EP3927432A2,DE69329503T2,2001-05-03,Idec Pharma Corp,"Therapeutic use of chimeric and labeled antibodies directed against a differentiation antigen, the expression of which is restricted to human B lymphocyte, for the treatment of B cell lymphoma"
EP3927432A2,WO1995022618A1,1995-08-24,Dana-Farber Cancer Institute,"Nucleic acid delivery system, method of synthesis and uses thereof"
EP3927432A2,US5916771A,1999-06-29,"Abgenix, Inc.",Production of a multimeric protein by cell fusion method
EP3927432A2,US20020029391A1,2002-03-07,Claude Geoffrey Davis,Epitope-driven human antibody production and gene expression profiling
EP3927432A2,US7850962B2,2010-12-14,Genmab A/S,Human monoclonal antibodies against CD20
EP3927432A2,KR101422286B1,2014-07-23,에라스무스 유니버시티 메디컬 센터 로테르담,Binding molecules
EP3927432A2,TWI404727B,2013-08-11,Univ Erasmus Medical Ct,Allelic exclusion
EP3927432A2,SG172176A1,2011-07-28,Univ Erasmus Medical Ct,Non-human transgenic animals expressing humanised antibodies and use therof
EP3927432A2,GB0905023D0,2009-05-06,Univ Erasmus Medical Ct,Binding molecules
EP3927432A2,WO2014141189A1,2014-09-18,Erasmus University Medical Center,Transgenic non-human mammal for antibody production
EP3927432A2,US10993420B2,2021-05-04,Erasmus University Medical Center,Production of heavy chain only antibodies in transgenic mammals
EP3927432A2,US9111624B2,2015-08-18,Katsuyuki Fujita,Semiconductor memory device
EP3927432A2,WO2015017953A1,2015-02-12,广东壮丽彩印股份有限公司,Folding box
EP3927432A2,US10131704B2,2018-11-20,"Dana-Farber Cancer Institute, Inc.",Middle east respiratory syndrome coronavirus neutralizing antibodies and methods of use thereof
EP3927432A2,JO3701B1,2021-01-31,Regeneron Pharma,Human antibodies to middle east respiratory syndrome – coronavirus spike protein
EP3927432A2,EP3261665A1,2018-01-03,"The United States of America, as represented by The Secretary, Department of Health and Human Services","Middle east respiratory syndrome coronavirus immunogens, antibodies, and their use"
EP3754993A1,US20130051768A1,2013-02-28,Rovi Corp.,Systems and Methods for Encoding Alternative Streams of Video for Playback on Playback Devices having Predetermined Display Aspect Ratios and Network Con-nection Maximum Data Rates
EP3754993A1,US20160165309A1,2016-06-09,Koninklijke Kpn N.V.,Providing tile video streams to a client
EP3754993A1,WO2018049321A1,2018-03-15,"Vid Scale, Inc.",Method and systems for displaying a portion of a video stream with partial zoom ratios
EP3754993A1,WO2018050606A1,2018-03-22,Koninklijke Kpn N.V.,Streaming virtual reality video
EP3809545A1,FR1572299A,1969-06-27,,
EP3809545A1,SE441048B,1985-09-02,Allan J E Holmgren,Device for locating blockage in a pipe
EP3809545A1,GB2353098A,2001-02-14,Cary Knapton,Cable installation aid
EP3809545A1,US7150448B1,2006-12-19,Swift Richard C,Fish tape having electrical box locator circuit and method therefor
EP3825138A1,GB2128581A,1984-05-02,Bdk Ind Prod Ltd,Self-adhesive transparent film
EP3825138A1,GB2548643A,2017-09-27,De La Rue Int Ltd,A security document comprising a polymer substrate
EP3825138A1,EP3400826A1,2018-11-14,Undercover B.V.,Passport cover for securely covering a passport
EP3872146A1,US6251303B1,2001-06-26,Massachusetts Institute Of Technology,Water-soluble fluorescent nanocrystals
EP3872146A1,US20070174939A1,2007-07-26,Edward Sargent,Methods of making quantum dot films
EP3872146A1,US20170029693A1,2017-02-02,Koninklijke Philips N.V.,Oxo- and hydroxo-based composite inorganic ligands for quantum dots
EP3872146A1,US20170362255A1,2017-12-21,"Alliance For Sustainable Energy, Llc",Ligand-exchangeable nanoparticles and methods of making the same
EP3872146A1,WO2019203240A1,2019-10-24,昭栄化学工業株式会社,"Method for producing nanoparticles, nanoparticles, system for producing nanoparticles, and method for producing nanoparticle ink blend"
EP3901677A1,US20060110096A1,2006-05-25,Fujitsu Limited,Optical module
EP3901677A1,US20090097802A1,2009-04-16,"Sumitomo Electric Industries, Ltd.",Optical module and method for making the same
EP3901677A1,US20150318924A1,2015-11-05,Olympus Corporation,Optical transmission module and imaging device
EP3901677A1,US20180011263A1,2018-01-11,Olympus Corporation,Optical transmission module and endoscope
EP3930932A1,KR100335528B1,2002-05-09,규 재 유,Organic nutritional agent for plants and the preparation method thereof
EP3939225A1,EP2695352A4,2014-12-31,Intel Corp,Cross-layer optimized adaptive http streaming
EP3939225A1,US9712570B1,2017-07-18,Atlassian Pty Ltd,Dynamic adaptation to increased SFU load by disabling video streams
EP3953778A1,US1024227A,1912-04-23,Ivan Rocic,Caster-wheel.
EP3953778A1,FR2848538A1,2004-06-18,Neopost Nbg,SYSTEM FOR THE AUTOMATIC COLLECTION AND VERIFICATION OF ORDERS OF OBJECTS
EP3953778A1,CA2558626C,2008-05-20,Tenxc Wireless Inc.,Highly-accurate radio location of beacons in a warehouse
EP3953778A1,US8538577B2,2013-09-17,Crown Equipment Limited,"Method and apparatus for sensing object load engagement, transportation and disengagement by automated vehicles"
EP3953778A1,US20130177379A1,2013-07-11,Kuka Systems Corporation North America,Automated layer picking and storage system
EP3953778A1,US8965561B2,2015-02-24,Cybernet Systems Corporation,Automated warehousing using robotic forklifts
EP3953778A1,JP2015225450A,2015-12-14,村田機械株式会社,"Autonomous traveling vehicle, and object recognition method in autonomous traveling vehicle"
EP3953778A1,US9440727B2,2016-09-13,"B/E Aerospace, Inc.",Telescoping aircraft panel door
EP3953778A1,DE102014113271A1,2016-03-17,Dematic Gmbh,Replenishment process for palletizers in distribution centers
EP3953778A1,US10214354B2,2019-02-26,"Nextshift Robotics, Inc.",Method and system for automated transport of items
EP3953778A1,US9561941B1,2017-02-07,X Development Llc,Autonomous approach and object pickup
EP3953778A1,US9487357B1,2016-11-08,Genco,Method and apparatus for picking products
EP3953778A1,WO2018187689A1,2018-10-11,Eckman Christopher,Automated warehouse design and simulations
EP3953778A1,IT201700073088A1,2018-12-29,Simec S R L,METHOD AND SYSTEM FOR THE CONTROL AND HANDLING OF AN AUTOMATIC DRIVEN VEHICLE (AGV)
EP3953778A1,US10242273B1,2019-03-26,"Lineage Logistics, LLC",Tracking vehicles in a warehouse environment
EP3953778A1,US10399778B1,2019-09-03,Grey Orange Pte. Ltd.,Identification and planning system and method for fulfillment of orders
EP3736393A1,US20030037497A1,2003-02-27,Kirby Mark E.,Apparatus and method for making a sloped floor
EP3736393A1,AU2009208105A1,2010-02-25,James Demetriou,Shower base system and method of installation
EP3736393A1,EP2905396A1,2015-08-12,Easy Sanitary Solutions B.V.,Method for providing a slope in a cast floor
EP3736393A1,EP3215693A1,2017-09-13,Red White And Blue I Lund AB,"A procedure for manufacturing a device for casting a slope of a floor, a device and a method for casting a slope"
EP3741203A1,EP1568265A2,2005-08-31,"Van den Top, Hendrik","Harvesting device, device for performing a bed and/or crop treatment, culture bed construction conveyor and harvesting method"
EP3741203A1,NL1027511C2,2006-05-16,Havatec B V,Installation for gathering mushrooms which permits two-handed picking and placing them in containers accommodated in cassette
EP3741203A1,CN102238477A,2011-11-09,华为终端有限公司,Method for triggering group of MTC (Machine Type Communication) devices to communicate with MTC server and MTC device
EP3741203A1,JP2012055234A,2012-03-22,Japan Carlit Co Ltd:The,Plant cultivation device of which tilt angle of cultivation bed is changeable
EP3741203A1,JP2012110285A,2012-06-14,Tsubakimoto Chain Co,Plant cultivation device
EP3741203A1,CN203985152U,2014-12-10,连云港国鑫食用菌成套设备有限公司,A kind of bedstead that is applicable to edible mushroom cultivation
EP3741203A1,CN107691121A,2018-02-16,福州市凯达生态农业有限公司,A kind of edible mushroom harvesting Mobile elevator apparatus
EP3741203A1,CN207040404U,2018-02-27,天津有茂食用菌开发有限公司,Golden mushroom cultivating rack
EP3741203A1,CN207040403U,2018-02-27,天津有茂食用菌开发有限公司,The controllable golden mushroom cultivating rack of illumination
EP3741203A1,EP3469889A1,2019-04-17,Eurochampignon bvba,Plant cultivation apparatus
EP3741203A1,NL2021053B1,2019-12-11,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3741203A1,NL2024214A,2019-12-13,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3741203A1,NL2024215A,2019-12-20,Gerardus Maria Van Doremaele Marcus,Device for growing mushrooms
EP3741203A1,NL2021456B1,2020-02-20,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3741204A1,NL1000270C2,1996-02-02,Petrus Cornelius Maria Verbrug,Mechanism for sorting mushrooms - has endless conveyor belt with openings of different sizes for mushrooms
EP3741204A1,GB2298597A,1996-09-11,Patrick Owens,A mushroom grading and sorting apparatus
EP3741204A1,CN107647455A,2018-02-02,湖南瑭桥科技发展有限公司,A kind of mushroom canopy umbrella handle separating one-piece for cutting of classifying
EP3741204A1,CN107736637A,2018-02-27,湖南瑭桥科技发展有限公司,A kind of mushroom canopy umbrella handle separator
EP3741204B1,IES950180A2,1995-09-20,Patrick Owens,"""A Mushroom harvesting aid"""
EP3741204B1,NL1000270C2,1996-02-02,Petrus Cornelius Maria Verbrug,Mechanism for sorting mushrooms - has endless conveyor belt with openings of different sizes for mushrooms
EP3741204B1,CN107647455A,2018-02-02,湖南瑭桥科技发展有限公司,A kind of mushroom canopy umbrella handle separating one-piece for cutting of classifying
EP3741204B1,CN107736637A,2018-02-27,湖南瑭桥科技发展有限公司,A kind of mushroom canopy umbrella handle separator
EP3786756A1,US9151626B1,2015-10-06,"Nissan North America, Inc.",Vehicle position estimation system
EP3786756A1,US20180045519A1,2018-02-15,"Nauto, Inc.",System and method for precision localization and mapping
EP3786756A1,NL2019756B1,2019-04-25,Johannes Smit Stephan,"System for controlling an autonomous driving vehicle that can be controlled on the basis of steering and acceleration values, autonomously driving vehicle provided with such a system and method for training such a system."
EP3786756A1,US20190234745A1,2019-08-01,"ThorDrive, Inc.",Method for estimating position of ego vehicle for autonomous driving and autonomous driving apparatus
EP3831197A1,EP1568265A2,2005-08-31,"Van den Top, Hendrik","Harvesting device, device for performing a bed and/or crop treatment, culture bed construction conveyor and harvesting method"
EP3831197A1,NL1027511C2,2006-05-16,Havatec B V,Installation for gathering mushrooms which permits two-handed picking and placing them in containers accommodated in cassette
EP3831197A1,CN102238477A,2011-11-09,华为终端有限公司,Method for triggering group of MTC (Machine Type Communication) devices to communicate with MTC server and MTC device
EP3831197A1,JP2012055234A,2012-03-22,Japan Carlit Co Ltd:The,Plant cultivation device of which tilt angle of cultivation bed is changeable
EP3831197A1,JP2012110285A,2012-06-14,Tsubakimoto Chain Co,Plant cultivation device
EP3831197A1,CN103238477A,2013-08-14,苏州绿点园艺技术有限公司,Cultivation frame
EP3831197A1,CN203985152U,2014-12-10,连云港国鑫食用菌成套设备有限公司,A kind of bedstead that is applicable to edible mushroom cultivation
EP3831197A1,CN107691121A,2018-02-16,福州市凯达生态农业有限公司,A kind of edible mushroom harvesting Mobile elevator apparatus
EP3831197A1,CN207040404U,2018-02-27,天津有茂食用菌开发有限公司,Golden mushroom cultivating rack
EP3831197A1,CN207040403U,2018-02-27,天津有茂食用菌开发有限公司,The controllable golden mushroom cultivating rack of illumination
EP3831197A1,CN108184552A,2018-06-22,湖南农业大学,A kind of culture shelf for edible fungi
EP3831197A1,EP3387896A2,2018-10-17,Eurochampignon bvba,"Apparatus for cultivating plants, preferably mushrooms"
EP3831197A1,CN209151824U,2019-07-26,扬州奥吉特生物科技有限公司,The biological culture frame of automatic turning
EP3831197A1,NL2021053B1,2019-12-11,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3831197A1,NL2024214A,2019-12-13,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3831197A1,NL2024215A,2019-12-20,Gerardus Maria Van Doremaele Marcus,Device for growing mushrooms
EP3831197A1,NL2021456B1,2020-02-20,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3831197A1,NL2022318B1,2020-07-23,Alexander Jozef Lemmen Jacobus,System for growing mushrooms
EP3831197A1,NL2022703B1,2020-09-17,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3890454A1,US20170005077A1,2017-01-05,Apple Inc.,Electronic Devices With Soft Input-Output Components
EP3890454A1,US20190021168A1,2019-01-17,Tactotek Oy,Multi-material structure with embedded electronics
EP3935803A1,CN101247367B,2011-03-23,中国电信股份有限公司,Content providing method and system based on content distribution network and peer-to-peer network
EP3935803A1,US20120290650A1,2012-11-15,"Futurewei Technologies, Inc.",System and Method for Peer to Peer Communications in Cellular Communications Systems
EP3935803A1,WO2013162196A1,2013-10-31,Lg Electronics Inc.,Method and apparatus for establishing device-to-device connection in wireless communication system
EP3935803A1,GB2537623A,2016-10-26,Fujitsu Ltd,Content delivery over D2D links
EP3936480A1,KR20180070015A,2018-06-26,한국세라믹기술원,Manufacturing method of vanadium dioxide powder having thermochromic properties and optical properties and manufacturing method of vanadium dioxide thin film using the vanadium dioxide powder
EP3936480A1,WO2019006151A1,2019-01-03,The Texas A & M University System,Thermochromic fenestration films containing vanadium dioxide nanocrystals
EP3936480A1,WO2019180645A1,2019-09-26,King Abdullah University Of Science And Technology,Vanadium oxide nanoparticle-based ink compositions
EP3938336A1,NZ524883A,2004-06-25,Green Farm Energy As,Concept for slurry separation and biogas production
EP3938336A1,WO2008068829A1,2008-06-12,Incorporated Administrative Agency National Agriculture And Food Research Organization,Method for producing biomineral-containing substance and organic hydroponics method
EP3938336A1,JP5388096B2,2014-01-15,独立行政法人農業・食品産業技術総合研究機構,Method for producing inoculum of microorganism group optimized as catalyst for parallel double mineralization reaction
EP3938336A1,JP5414090B2,2014-02-12,独立行政法人農業・食品産業技術総合研究機構,"Solid support on which microorganism group performing parallel dual mineralization reaction is immobilized, catalyst column, and method for producing solid medium for plant cultivation"
EP3938336A1,JP6156821B2,2017-07-05,国立研究開発法人農業・食品産業技術総合研究機構,Manufacturing method of inorganic fertilizer
EP3948901A1,US4280918A,1981-07-28,International Business Machines Corporation,Magnetic particle dispersions
EP3948901A1,US4997533A,1991-03-05,Board Of Control Of Michigan Technological University,Process for the extracting oxygen and iron from iron oxide-containing ores
EP3948901A1,US6770249B1,2004-08-03,Chester W. Whitman,"Process to selectively recover metals from waste dusts, sludges and ores"
EP3948901A1,NL1030761C2,2007-06-29,Bakker Holding Son Bv,Method and device for separating solid particles based on density difference.
EP3948901A1,AT512384A1,2013-07-15,Sms Siemag Process Technologies Gmbh,Process for the concentration and separation of metal chlorides in / from an iron (III) chloride-containing hydrochloric acid solution
EP3948901A1,NL2010515C2,2014-09-29,Univ Delft Tech,Magnet and device for magnetic density separation including magnetic field correction.
EP3948901A1,EP2805920B1,2019-05-01,Tessenderlo Group NV,Continuous Fe(III) production at atmospheric pressures
EP3948901A1,NL2011559C2,2015-04-09,Delft Urban Mining Company B V,Improved magnetic density separation device and method.
EP3950524A1,US6290084B1,2001-09-18,Chun Chiu Louie,Rotary protective cover attachment for beverage container
EP3950524A1,DE102017009922A1,2019-04-25,CMT - Vision UG (haftungsbeschränkt),Beverage can with cap element
EP3950524A1,EP3689772A1,2020-08-05,Kyung Man Kim,Safety opening cap
EP3716207A1,WO2001022741A2,2001-03-29,Nadeau Richard G,Medical applications of orthogonal polarization spectral imaging
EP3716207A1,US20120089031A1,2012-04-12,Can Ince,Systems and methods for sidesstream dark field imaging
EP3716207A1,US20120269420A1,2012-10-25,Kayvan Najarian,Image Processing and Machine Learning for Diagnostic Analysis of Microcirculation
EP3716207A1,GB2510176A,2014-07-30,Univ Oslo Hf,Determining patient prognosis by microcirculation analysis
EP3716207A1,WO2014114814A1,2014-07-31,Oslo Universitetssykehus Hf,Assessing circulatory failure
EP3716207A1,US20140369588A1,2014-12-18,Quorum Technologies Inc.,Darkfield imaging system and methods for automated screening of calls
EP3731417A1,US8456182B2,2013-06-04,"Biosense Webster, Inc.",Current localization tracker
EP3731417A1,KR101526774B1,2015-06-10,광운대학교 산학협력단,A method for transmitting an electrocardiography signal using compressed sensing and a monitoring system using thereof
EP3815518A2,JPS57117413A,1982-07-21,Matsushita Electric Ind Co Ltd,Equipment for conveyance with floating
EP3815518A2,JPS57154993U,1982-09-29,,
EP3815518A2,US5463858A,1995-11-07,Ciuffetelli; Andrew J.,Mushroom harvester and method
EP3815518A2,IES950180A2,1995-09-20,Patrick Owens,"""A Mushroom harvesting aid"""
EP3815518A2,NL1008841C2,1999-10-11,Tno,Orientation mechanism.
EP3815518A2,CN101596977A,2009-12-09,大山合集团有限公司,A kind of champignon arrangement machine
EP3815518A3,JPS57117413A,1982-07-21,Matsushita Electric Ind Co Ltd,Equipment for conveyance with floating
EP3815518A3,JPS57154993U,1982-09-29,,
EP3815518A3,CN101596977A,2009-12-09,大山合集团有限公司,A kind of champignon arrangement machine
EP3815518A3,US5463858A,1995-11-07,Ciuffetelli; Andrew J.,Mushroom harvester and method
EP3815518A3,IES950180A2,1995-09-20,Patrick Owens,"""A Mushroom harvesting aid"""
EP3815518A3,NL1008841C2,1999-10-11,Tno,Orientation mechanism.
EP3875249A1,WO2016133759A1,2016-08-25,"Carbon3D, Inc.",Methods and apparatus for continuous liquid interface printing with electrochemically supported dead zone
EP3875249A1,US20180072630A1,2018-03-15,"Board Of Regents, The University Of Texas System",Systems and methods for additive manufacturing of ceramics
EP3875249A1,US20200055251A1,2020-02-20,NEXA3D Inc.,Methods and systems for photo-curing photo-sensitive material for printing and other applications
EP3878630A1,WO2014153535A2,2014-09-25,Gregory Thomas Mark,Three dimensional printing
EP3878630A1,EP3338919A1,2018-06-27,Hamilton Sundstrand Corporation,Component with embedded sensor
EP3878630A1,US10562226B1,2020-02-18,Southern Methodist University,"Additive manufacturing of active devices using dielectric, conductive, and magnetic materials"
EP3914560A1,US6156209A,2000-12-05,Kim; Jason,Protein skimmer
EP3914560A1,US7077967B2,2006-07-18,Zentox Corporation,Poultry processing water recovery and re-use process
EP3914560A1,US6719911B2,2004-04-13,"Clrpro, Inc.",Apparatus and method for the treatment of a contaminated fluid
EP3914560A1,US20040217058A1,2004-11-04,Jason Cadera,Integrated dissolved air flotation and immersed membrane filtration apparatus and method for using same
EP3914560A1,WO2016050802A1,2016-04-07,Veolia Water Solutions & Technologies Support,Water treatment process employing dissolved air flotation to remove suspended solids
EP3914560A1,EP3434375A3,2019-05-01,"Pentair Aquatic Eco-Systems, Inc.",System and method for foam fractionation
EP3914560A1,US20200131051A1,2020-04-30,Water Envirornmental Technology,"System for recovering fat, oil and grease from wastewater"
EP3929094A1,DE2010447A1,1971-09-16,"Hybrid Turkeys Ltd , Guelph, Ontario (Kanada)",Apparatus and method for closing bags
EP3929094A1,GB1328146A,1973-08-30,Hybrid Turkeys Ltd,Method and means for applying bad closures
EP3929094A1,EP0018205A1,1980-10-29,Canadian Bakers Equipment Limited,Apparatus for applying bag closures
EP3929094A1,US6453640B1,2002-09-24,"Max Co., Ltd.",Bag binding machine
EP3942116A1,US3228350A,1966-01-11,Willis T Cox,Guiding apparatus for operating highway vehicles on railroad tracks
EP3942116A1,DE1455203A1,1969-05-08,H Weyhausen Kg Maschf,"Rail road vehicle, especially in the form of a hydraulic excavator"
