publication_number,patent_citation,publication_date,assignee,title
EP3731417A1,0,0,0,"M. MANGIA ET AL.: ""Rakeness in the Design of Analog-to-Information Conversion of Sparse and Localized Signals"", IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS-I: REGULAR PAPERS, vol. 59, no. 5, May 2012 (2012-05-01), XP011443378, DOI: 10.1109/TCSI.2012.2191312"
EP3731417A1,0,0,0,"MAURO MANGIA ET AL: ""Rakeness in the Design of Analog-to-Information Conversion of Sparse and Localized Signals"", IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I: REGULAR PAPERS, IEEE, US, vol. 59, no. 5, 1 May 2012 (2012-05-01), pages 1001 - 1014, XP011443378, ISSN: 1549-8328, DOI: 10.1109/TCSI.2012.2191312"
EP3731417A1,0,0,0,"SINGH ANURAG ET AL: ""Block sparsity-based joint compressed sensing recovery of multi-channel ECG signals"", HEALTHCARE TECHNOLOGY LETTERS, vol. 4, no. 2, 1 May 2017 (2017-05-01), pages 50 - 56, XP006076185, DOI: 10.1049/HTL.2016.0049"
EP3731417A1,0,0,0,"SINGH ANURAG ET AL: ""Weighted mixed-norm minimization based joint compressed sensing recovery of multi-channel electrocardiogram signals"", COMPUTERS & ELECTRICAL ENGINEERING, PERGAMON PRESS, GB, vol. 53, 19 February 2016 (2016-02-19), pages 203 - 218, XP029760644, ISSN: 0045-7906, DOI: 10.1016/J.COMPELECENG.2016.01.027"
EP3815518A2,0,0,0,0
EP3815518A3,0,0,0,0
EP3875249A1,0,0,0,0
EP3878630A1,0,0,0,0
EP3914560A1,0,0,0,0
EP3929094A1,0,0,0,0
EP3942116A1,0,0,0,0
EP3942738A1,0,0,0,0
EP3956682A1,0,0,0,0
EP3678051A1,0,0,0,"CHEN CHEN ET AL: ""City-Scale Map Creation and Updating using GPS Collections"", PROCEEDINGS OF THE 22ND ACM SIGKDD INTERNATIONAL CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING, KDD '16, ACM PRESS, NEW YORK, NEW YORK, USA, 13 August 2016 (2016-08-13), pages 1465 - 1474, XP058276961, ISBN: 978-1-4503-4232-2, DOI: 10.1145/2939672.2939833"
EP3678051A1,0,0,0,"YIHUA CHEN ET AL: ""Probabilistic modeling of traffic lanes from GPS traces"", ADVANCES IN GEOGRAPHIC INFORMATION SYSTEMS, 2010, 2 Penn Plaza, Suite 701 New York NY 10121-0701 USA, pages 81, XP055688110, ISBN: 978-1-4503-0428-3, DOI: 10.1145/1869790.1869805"
EP3680196A1,0,0,0,0
EP3680392A1,0,0,0,0
EP3680758A1,0,0,0,0
EP3683157A1,0,0,0,0
EP3683973A1,0,0,0,0
EP3686364A1,0,0,0,0
EP3686494B1,0,0,0,0
EP3686583A1,0,0,0,0
EP3689729A1,0,0,0,0
