publication_number,patent_citation,publication_date,assignee,title
EP2064294A2,EP1529820A1,2005-05-11,Nederlandse Organisatie voor toegepast-natuurwetenschappelijk Onderzoek TNO,Biopolymer-based binders
EP2064294A2,US7052540B2,2006-05-30,Eastman Chemical Company,"Aqueous dispersions of carboxylated cellulose esters, and methods of making them"
EP1992905A1,JPS61140809A,1986-06-27,Hitachi Ltd,Optical measuring instrument for surface shape having tilt angle corrected
EP1992905A1,US4660970A,1987-04-28,Carl-Zeiss-Stiftung,Method and apparatus for the contact-less measuring of objects
EP1992905A1,DE4211875A1,1993-10-14,Zeiss Carl Fa,Optical rangefinder with electronic correction for spot eccentricity - evaluates measurement error due to e.g. inclination of object surface in terms of spot displacement at second photodetector.
EP1992905A1,US5424834A,1995-06-13,"Agency Of Industrial Science & Technology, Ministry Of International Trade & Industry",Optical displacement sensor for measurement of shape and coarseness of a target workpiece surface
EP1992905A1,US3847485A,1974-11-12,Zygo Corp,Optical noncontacting surface sensor for measuring distance and angle of a test surface
EP1992905A1,US5033856A,1991-07-23,Canon Kabushiki Kaisha,Three-dimensional shape measuring apparatus
EP1992905A1,EP0620458A4,1995-02-01,Nippon Kogaku Kk,Optical waveguide device and optical instrument using the same.
EP1992905A1,CH693968A5,2004-05-14,Fraunhofer Ges Forschung,Method and apparatus for the Topographiepruefung of surfaces.
EP1992905A1,DE19963345A1,2001-07-05,Leica Microsystems,Optical measuring arrangement and method for inclination measurement
EP1992905A1,JP2005509147A,2005-04-07,ザイゴ　コーポレーション,Interference period error compensation
EP1992905A1,JP2004212205A,2004-07-29,Olympus Corp,"Angle detecting apparatus, light signal switching system, and information recording and reproducing system"
EP1992905A1,DE502004002547D1,2007-02-15,Polytec Gmbh,Device for optically measuring an object
EP1992905A1,US7791727B2,2010-09-07,Asml Netherlands B.V.,Method and apparatus for angular-resolved spectroscopic lithography characterization
EP1992905A1,GB0616974D0,2006-10-04,Univ Heriot Watt,Optical characteristic mapping instrument
EP1992905A1,US7889355B2,2011-02-15,Zygo Corporation,Interferometry for lateral metrology
EP2016522A2,JP4310879B2,2009-08-12,ソニー株式会社,"Content playback system, content playback method, content playback requesting device, and temporary playback device"
EP2016522A2,US20020157002A1,2002-10-24,Messerges Thomas S.,System and method for secure and convenient management of digital electronic content
EP2016522A2,US7725945B2,2010-05-25,Intel Corporation,Discouraging unauthorized redistribution of protected content by cryptographically binding the content to individual authorized recipients
EP2016522A2,US20050265550A1,2005-12-01,Koninklijke Philips Electronics N.V.,Polynomial-based multi-user key generation and authentication method and system
EP2016522A2,US7627753B2,2009-12-01,Microsoft Corporation,Secure digital data format and code enforced policy
EP2016522A2,AU2003228007A1,2003-12-02,Koninklijke Philips Electronics N.V.,Digital rights management method and system
EP2016522A2,JP3864249B2,2006-12-27,インターナショナル・ビジネス・マシーンズ・コーポレーション,"Cryptographic communication system, terminal device and server thereof"
EP2016522A2,KR20050033628A,2005-04-12,코닌클리케 필립스 일렉트로닉스 엔.브이.,Security system for apparatuses in a network
EP2016522A2,JP2006500652A,2006-01-05,コーニンクレッカ　フィリップス　エレクトロニクス　エヌ　ヴィ,Certificate-based authentication domain
EP2016522A2,AU2003267764A1,2004-05-13,Koninklijke Philips Electronics N.V.,Method and device for authorizing content operations
EP2016522A2,US20040088541A1,2004-05-06,Thomas Messerges,Digital-rights management system
EP2016522A2,JP4367002B2,2009-11-18,株式会社日立製作所,"Network device, network system, and group management method"
EP2016522A2,JP4663992B2,2011-04-06,パナソニック株式会社,Terminal device and data protection system including the same
EP2016522A2,US20060092938A1,2006-05-04,Koninklijke Philips Electronics N.V.,System for broadcasting multimedia content
EP2016522A2,NZ544910A,2007-06-29,Konink Philips Electronics N,Hybrid device and person based authorized domain architecture
EP2016522A2,TWI322608B,2010-03-21,Accton Technology Corp,Methods and apparatus for distribution of global encryption key in a wireless transport network
EP2016522A2,EP1690370B1,2017-02-22,"Samsung Electronics Co., Ltd.",Home network system and method therefor
EP2016522A2,WO2005088896A1,2005-09-22,Koninklijke Philips Electronics N.V.,Improved domain manager and domain device
EP2016522A2,UA91975C2,2010-09-27,Конинлийке Филипс Электроникс Н.В.,Method and system of generating authorized domain (ai)
EP2016522A2,US7477749B2,2009-01-13,Nokia Corporation,Integrity protection of streamed content
EP2016522A2,KR20070028546A,2007-03-12,코닌클리케 필립스 일렉트로닉스 엔.브이.,System for covertly storing control information
EP2016522A2,US20060080740A1,2006-04-13,Nokia Corporation,Adapting protected content for a receiving terminal
EP2016522A2,AT550862T,2012-04-15,Koninkl Philips Electronics Nv,IMPROVED ACCESS TO THE DOMAIN
EP2016522A2,WO2006051494A1,2006-05-18,Koninklijke Philips Electronics N.V.,Improved revocation in authorized domain
EP2016522A2,WO2006117555A2,2006-11-09,Vodafone Group Plc,Digital rights management
EP2016522A2,US8893302B2,2014-11-18,Motorola Mobility Llc,Method for managing security keys utilized by media devices in a local area network
EP1818977A2,US5328810A,1994-07-12,"Micron Technology, Inc.","Method for reducing, by a factor or 2-N, the minimum masking pitch of a photolithographic process"
EP1818977A2,US20030203320A1,2003-10-30,"Brewer Science, Inc.",Lithography pattern shrink process and articles
EP1818977A2,US4496216A,1985-01-29,Polaroid Corporation,Method and apparatus for exposing photosensitive material
EP1818977A2,US5420067A,1995-05-30,The United States Of America As Represented By The Secretary Of The Navy,Method of fabricatring sub-half-micron trenches and holes
EP1818977A2,US6042998A,2000-03-28,The University Of New Mexico,Method and apparatus for extending spatial frequencies in photolithography images
EP1818977A2,JPH07230942A,1995-08-29,Hitachi Ltd,Multichamber system and its control method
EP1818977A2,US5618383A,1997-04-08,Texas Instruments Incorporated,Narrow lateral dimensioned microelectronic structures and method of forming the same
EP1818977A2,US5759744A,1998-06-02,University Of New Mexico,Methods and apparatus for lithography of sparse arrays of sub-micrometer features
EP1818977A2,US5795830A,1998-08-18,International Business Machines Corporation,Reducing pitch with continuously adjustable line and space dimensions
EP1818977A2,KR0166836B1,1999-01-15,문정환,Phase shift mask and a method of producing it
EP1818977A2,US5998256A,1999-12-07,"Micron Technology, Inc.","Semiconductor processing methods of forming devices on a substrate, forming device arrays on a substrate, forming conductive lines on a substrate, and forming capacitor arrays on a substrate, and integrated circuitry"
EP1818977A2,US6063688A,2000-05-16,Intel Corporation,Fabrication of deep submicron structures and quantum wire transistors using hard-mask transistor width definition
EP1818977A2,TW358236B,1999-05-11,Nanya Technology Corp,Improved local silicon oxidization method in the manufacture of semiconductor isolation
EP1818977A2,JP3363799B2,2003-01-08,キヤノン株式会社,Method of arranging structural part of device and device
EP1818977A2,US6204187B1,2001-03-20,"Infineon Technologies North America, Corp.",Contact and deep trench patterning
EP1818977A2,US6395613B1,2002-05-28,"Micron Technology, Inc.","Semiconductor processing methods of forming a plurality of capacitors on a substrate, bit line contacts and method of forming bit line contacts"
EP1818977A2,US6589713B1,2003-07-08,"Advanced Micro Devices, Inc.","Process for reducing the pitch of contact holes, vias, and trench structures in integrated circuits"
EP1818977A2,US6638441B2,2003-10-28,"Macronix International Co., Ltd.",Method for pitch reduction
EP1818977A2,DE10207131B4,2007-12-20,Infineon Technologies Ag,Process for forming a hardmask in a layer on a flat disk
EP1818977A2,KR100632889B1,2006-10-13,에이에스엠엘 네델란즈 비.브이.,Alignment system and methods for lithographic systems using at least two wavelengths
EP1818977A2,KR20040061972A,2004-07-07,동부전자 주식회사,Method for fabricating flash memory device
EP1818977A2,JP4619839B2,2011-01-26,株式会社東芝,Pattern formation method
EP1818977A2,JP2006351861A,2006-12-28,Toshiba Corp,Manufacturing method of semiconductor device
EP1818977A2,US7358140B2,2008-04-15,International Business Machines Corporation,Pattern density control using edge printing processes
EP1818977A2,KR100714305B1,2007-05-02,삼성전자주식회사,Method of forming self aligned double pattern
EP1818977A2,US7476933B2,2009-01-13,"Micron Technology, Inc.",Vertical gated access transistor
EP1843274A2,US20020157002A1,2002-10-24,Messerges Thomas S.,System and method for secure and convenient management of digital electronic content
EP1843274A2,US7487363B2,2009-02-03,Nokia Corporation,System and method for controlled copying and moving of content between devices and domains based on conditional encryption of content key depending on usage
EP1843274A2,US7464265B2,2008-12-09,Microsoft Corporation,Methods for iteratively deriving security keys for communications sessions
EP1843274A2,US8037202B2,2011-10-11,"Oracle America, Inc.",Presence detection using mobile agents in peer-to-peer networks
EP1862606A1,DE1267405B,1968-05-02,Franz Litzka,Box girder using at least one honeycomb girder half
EP1862606A1,DE1271350B,1968-06-27,Hoesch Ag,Steel beams of different strengths
EP1862606A1,GB2167463A,1986-05-29,Nord Plan Staalreoler As,A thin plate structure
EP1862606A1,EP0292449A2,1988-11-23,Jörgen Thor,Fire resistant steel beam coacting with concrete
EP1862606A1,EP0440567A1,1991-08-07,Profilcometube,"Simple and double girders and posts constituted by the connection of Z-shaped profiles, and permitting in particular the realization of a frame or a bracket, for use in a building's construction"
EP1862606A1,WO2002092414A1,2002-11-21,Simo-Pekka Sainio,Vehicle frame
EP1862606A1,DE202004018655U1,2005-04-21,Velthorst Beheer B.V.,Steel composite beam with fire-protected support for ceiling elements
EP1862606A1,EP1624127A1,2006-02-08,Sipag,Pillar with a rectangular section to be used in a storage system and storage system comprising at least one of said pillar
EP1918474A1,GB538101A,1941-07-21,Alfred George Rowse,Improvements in the construction of concrete floor or roofing structures
EP1918474A1,FR2383283A2,1978-10-06,Saret,"Lightweight composite floor panel - consists of section with girders of concrete, with cellular filling material and reinforcements"
EP1918474A1,FR2540161A1,1984-08-03,Bouygues Sa,Method and elements for constructing a reinforced concrete building floor
EP1918474A1,US20050204671A1,2005-09-22,"The Cretex Companies, Inc.",Concrete section joint apparatus and method
EP1930674A1,US1922456A,1933-08-15,Edwin L Powell,Refrigerator
EP1930674A1,US3166916A,1965-01-26,Burrows Sumner,Refrigerated cartons and refrigerating means for use therewith
EP1930674A1,US3184275A,1965-05-18,Colin D Gardner,Forced air cooling of electronic equipment
EP1930674A1,GB2066441A,1981-07-08,Sankyo Electric Co,Automatic Vending Machines
EP1930674A1,US4662186A,1987-05-05,Joon Park,Refrigerator apparatus
EP1930674A1,US5657639A,1997-08-19,Lidbeck; Ulf,Convection refrigeration process and apparatus
EP1930674A1,US20030131541A1,2003-07-17,"Lg Electronics, Inc.",Apparatus and method for controlling cool air in refrigerator
EP1930674A1,US6901768B1,2005-06-07,Robert J. Windecker,Environmentally controlled storage and ripening apparatus
EP1930674A1,US20060225452A1,2006-10-12,Lg Electronics Inc.,Cold air supply and control device for refrigerator
EP1930674A1,WO2007023470A2,2007-03-01,Arcelik Anonim Sirketi,A cooling device
EP1930674A1,JP3412280B2,2003-06-03,日産自動車株式会社,Cooling cup holder
EP1930674A1,JPH0924759A,1997-01-28,Suzuki Motor Corp,Cup holder
EP1930674A1,US5924303A,1999-07-20,California Innovations Inc.,Insulated soft-sided portable case having externally accessible receptacle
EP1930674A1,JP2003211941A,2003-07-30,Gac Corp,Device for retaining vessel
EP1930674A1,DE20216677U1,2003-03-13,Trw Automotive Electron & Comp,Air vents with cup holders
EP1930674A1,JP2005119376A,2005-05-12,Sumitomo (Shi) Construction Machinery Manufacturing Co Ltd,Cup holder for construction machine
EP1930674A1,FR2875177A1,2006-03-17,Faurecia Interieur Ind Snc,"Air conditioning system for motor vehicle, has auxiliary air circuit with inlet opening in air circuit to prevent air from evaporator from traversing air heater core, and accessories connected in removable and fluidic manner on outlets"
EP1939391A3,JP2005113577A,2005-04-28,Kyowa Kogyo:Kk,Externally attached roll screen
EP1939391A3,US3152354A,1964-10-13,Arthur G Diack,Adjustable framing assembly
EP1939391A3,US3493032A,1970-02-03,William S Brown Jr,Guide track for movable partitions
EP1939391A3,US4583706A,1986-04-22,Byrne & Davidson Doors (N.S.W.) Pty. Limited,Mounting and stowing arrangements for rolling doors
EP1939391A3,US5445209A,1995-08-29,Lichy; Dale M.,Guide system for vertically moveable flexible door
EP1939391A3,US6532625B1,2003-03-18,Pam Stone,Universal mounting track
EP1939391A3,US6715529B2,2004-04-06,Humayoun Farooq,Rolling shutter assembly
EP1939391A3,US6722416B2,2004-04-20,Overhead Door Corporation,Flexible curtain rollup door with combination stiffening struts and windlocks
EP1939391A3,US7743557B2,2010-06-29,Good Credit Corporation,Sliding track coupling structure for sliding doors
EP1956541A1,WO1998042173A2,1998-10-01,Fd Finanssidata Oy,Use of banking services in a digital cellular radio system
EP1956541A1,EP1180748A1,2002-02-20,Siemens Aktiengesellschaft,Method and system for transmitting an amount of electronic money from a credit memory by WAP
EP1956541A1,EP1180756A1,2002-02-20,Siemens Aktiengesellschaft,Method and arrangement for the transaction of electronic money from a prepaid account
EP1956541A1,EP1282087A1,2003-02-05,Alcatel,Method for executing electronic money transactions between terminals of participants in a communication network; associated transaction server and program module
EP1956541A1,US20030233318A1,2003-12-18,King Douglas W.,Systems and methods for fund transfers
EP1956541A1,NL1022704C2,2004-08-19,Digipay Nederland N V,"Banking method using central transaction server, has accounts on server linked with separate identifying telephone numbers"
EP1956541A1,WO2004075086A1,2004-09-02,Wang Soo Ryu,Method for providing finance service using phone number and account balance
EP1956541A1,WO2005124621A1,2005-12-29,Paysetter Pte Ltd,System and method for transferring credit between subscribers of differing telecommunications carriers
EP1956541A1,US20060147014A1,2006-07-06,Michael Smith,Telephone call handling list for multiple users
EP1956541A1,WO2008097075A1,2008-08-14,Dlb Finance & Consultancy B.V.,Method and system for reducing the proliferation of electronic messages
EP1956541A1,CA2048306A1,1992-04-03,Steven P. Miller,Distributed configuration profile for computing system
EP1956541A1,US5870473A,1999-02-09,"Cybercash, Inc.",Electronic transfer system and method
EP1956541A1,US6453327B1,2002-09-17,"Sun Microsystems, Inc.",Method and apparatus for identifying and discarding junk electronic mail
EP1956541A1,US6205482B1,2001-03-20,Ameritech Corporation,System and method for executing a request from a client application
EP1956541A1,JPH11313105A,1999-11-09,Canon Inc,"Server, client, server control method, client control method, client-server system and storage medium"
EP1956541A1,US6457060B1,2002-09-24,Openwave Systems Inc.,Method and apparatus for flexibly linking to remotely located content on a network server through use of aliases
EP1956541A1,US6298383B1,2001-10-02,"Cisco Technology, Inc.",Integration of authentication authorization and accounting service and proxy service
EP1956541A1,EP1145507A1,2001-10-17,Tumbleweed Communications Corp.,Web-based delivery of secure e-mail messages
EP1956541A1,US6889325B1,2005-05-03,Unicate Bv,"Transaction method and system for data networks, like internet"
EP1956541A1,US6615231B1,2003-09-02,Microsoft Corporation,System and method for directing requests to specific processing
EP1956541A1,US20010026609A1,2001-10-04,Lee Weinstein,"Method and apparatus facilitating the placing, receiving, and billing of telephone calls"
EP1956541A1,AU2001249239A1,2001-10-03,"America Online, Inc.",Shared groups rostering system
EP1956541A1,WO2001077877A2,2001-10-18,Honeywell International Inc.,In-flight e-mail system
EP1956541A1,US6952769B1,2005-10-04,International Business Machines Corporation,Protocols for anonymous electronic communication and double-blind transactions
EP1956541A1,US20020095488A1,2002-07-18,Leonard Primak,"System and method for discovering, advertising, and finding networked services using dynamic directory"
EP1956541A1,US7882555B2,2011-02-01,"Kavado, Inc.",Application layer security method and system
EP1956541A1,US7313822B2,2007-12-25,Protegrity Corporation,Application-layer security method and system
EP1956541A1,US7020687B2,2006-03-28,Nortel Networks Limited,Providing access to a plurality of e-mail and voice message accounts from a single web-based interface
EP1956541A1,US20030018721A1,2003-01-23,Virad Gupta,Unified messaging with separate media component storage
EP1956541A1,GB2378781B,2005-06-01,Sun Microsystems Inc,Message brokering
EP1956541A1,US7155001B2,2006-12-26,"Sbc Properties, L.P.",System and method for restricting and monitoring telephone calls
EP1956541A1,JP3693951B2,2005-09-14,日本電気株式会社,E-mail system and spam mail prevention method
EP1956541A1,US20030112948A1,2003-06-19,Wendell Brown,System and method for establishing a connection between parties based on their availability
EP1956541A1,WO2003061213A1,2003-07-24,Tae-Joon Kim,Method for electronic mail notice and download
EP1956541A1,US6944663B2,2005-09-13,"Sun Microsystems, Inc.",Method and apparatus for using client puzzles to protect against denial-of-service attacks
EP1956541A1,JP2003348162A,2003-12-05,Nec Corp,Spam mail prevention method and spam mail prevention system
EP1956541A1,US20040019651A1,2004-01-29,Andaker Kristian L. M.,Categorizing electronic messages based on collaborative feedback
EP1956541A1,US7305430B2,2007-12-04,International Business Machines Corporation,Reducing data storage requirements on mail servers
EP1956541A1,AU2003282030A1,2004-05-04,Mobile Cohesion Limited,A service access gateway
EP1956541A1,US20040176072A1,2004-09-09,Gellens Randall C.,"Simplified handling of, blocking of, and credit for undesired messaging"
EP1956541A1,FR2851834A1,2004-09-03,France Telecom,Appointment booking system uses client stations linked by network to server offering limited access for patients to make reservations
EP1956541A1,US7676546B2,2010-03-09,"Verisign, Inc.",Control and management of electronic messaging
EP1956541A1,US6990187B2,2006-01-24,Lucent Technologies Inc.,Methods for blocking repeated occurrences of nuisance calls
EP1956541A1,US7711779B2,2010-05-04,Microsoft Corporation,Prevention of outgoing spam
EP1956541A1,US20050081051A1,2005-04-14,International Business Machines Corporation,Mitigating self-propagating e-mail viruses
EP1956541A1,US7344787B2,2008-03-18,General Motors Corporation,Two-stage compression for air supply of a fuel cell system
EP1956541A1,US20050111648A1,2005-05-26,Roome William D.,Multi-stage telephone number dialing system and method for providing limited access to a telephone subscriber
EP1956541A1,MXPA06006882A,2006-08-23,Veritas Mobile Solutions Pte L,System and method for facilitating payment via a communications network using value accredited to a customer of the communications network.
EP1956541A1,US7500108B2,2009-03-03,Microsoft Corporation,Metered execution of code
EP1956541A1,US20050249214A1,2005-11-10,Tao Peng,System and process for managing network traffic
EP1956541A1,US8074277B2,2011-12-06,"Check Point Software Technologies, Inc.",System and methodology for intrusion detection and prevention
EP1956541A1,US7509422B2,2009-03-24,Microsoft Corporation,System and method for locating web services
EP1956541A1,US7610344B2,2009-10-27,Microsoft Corporation,Sender reputations for spam prevention
EP1956541A1,US20060187901A1,2006-08-24,Lucent Technologies Inc.,"Concurrent dual-state proxy server, method of providing a proxy and SIP network employing the same"
EP1956541A1,JP2008532133A,2008-08-14,アールエスエイ  セキュリティー  インコーポレーテッド,System and method for detecting and mitigating DNS camouflaged Trojans
EP1956541A1,US20060224681A1,2006-10-05,Wurster Charles S,Mobile communications device e-mail message delivery
EP1956541A1,US20060239190A1,2006-10-26,"Matsushita Electric Industrial Co., Ltd.",Policy-based device/service discovery and dissemination of device profile and capability information for P2P networking
EP1956541A1,US20060253597A1,2006-11-09,Mujica Technologies Inc.,E-mail system
EP1956541A1,US7783711B2,2010-08-24,0733660 B.C. Ltd.,Electronic mail system with functionally for senders to control actions performed by message recipients
EP1956541A1,US8335723B2,2012-12-18,"Walker Digital, Llc","Apparatus, systems and methods for facilitating commerce"
EP1956541A1,US9455844B2,2016-09-27,Qualcomm Incorporated,Distributed processing system and method
EP1956541A1,JP4789569B2,2011-10-12,キヤノン株式会社,Wireless communication device
EP1956541A1,US20070106734A1,2007-05-10,"Motorola, Inc.",Incentive driven subscriber assisted spam reduction
EP1956541A1,US20070180039A1,2007-08-02,David Sutidze,Anonymous disposable email addressing system and method of use thereo
EP1956541A1,US8151116B2,2012-04-03,Brigham Young University,Multi-channel user authentication apparatus system and method
EP1956541A1,US20080107101A1,2008-05-08,Mitac Technology Corp.,Multi-dialing-number VOIP phone call connection method
EP1956541A1,US9148431B2,2015-09-29,Qualcomm Incorporated,Systems and methods for caller identification customization and remote management of communication devices
EP1956541A1,US20070124226A1,2007-05-31,"Global Personals, Llc","Method for Verifying Data in a Dating Service, Dating-Service Database including Verified Member Data, and Method for Prioritizing Search Results Including Verified Data, and Methods for Verifying Data"
EP1956541A1,US20080192918A1,2008-08-14,Dlb Finance & Consultancy B.V.,Method and system for establishing a telephone connection
EP1956541A1,US7865598B2,2011-01-04,Ticketmaster Llc,Systems and methods for providing resource allocation in a networked environment
EP1956541A1,US20090158403A1,2009-06-18,Dirk Leonard Benschop,Method and system for permitting or denying service
EP1956541A1,US8239921B2,2012-08-07,Dlb Finance & Consultancy B.V.,System and method of retrieving a service contact identifier
EP1956541A1,US8463921B2,2013-06-11,Scipioo Holding B.V.,Method and system for controlling a computer application program
EP1956776A3,WO2000042748A1,2000-07-20,Tumbleweed Communications Corp.,Web-based delivery of secure e-mail messages
EP1956776A3,US20020174194A1,2002-11-21,Eoin Mooney,Providing access to a plurality of message accounts from a single web-based interface
EP1956776A3,WO2003003234A1,2003-01-09,Ip Unity,Unified messaging with separate media component storage
EP1956776A3,WO2003061213A1,2003-07-24,Tae-Joon Kim,Method for electronic mail notice and download
EP1956776A3,WO2004071035A1,2004-08-19,Qualcomm Incorporated,"Simplified handling of, blocking of, and credit for undesired messaging"
EP1956776A3,EP1496655A2,2005-01-12,Microsoft Corporation,Prevention of outgoing spam
EP1956776A3,JPH02220544A,1990-09-03,Nec Corp,Automatic exchange with incoming call rejecting function
EP1956776A3,US6453327B1,2002-09-17,"Sun Microsystems, Inc.",Method and apparatus for identifying and discarding junk electronic mail
EP1956776A3,FI109505B,2002-08-15,Fd Finanssidata Oy,Use of banking services in a digital cellular radio system
EP1956776A3,US6868498B1,2005-03-15,Peter L. Katsikas,System for eliminating unauthorized electronic mail
EP1956776A3,JP2004523012A,2004-07-29,ピーター，  エル． カツィカス，,A system to filter out unauthorized email
EP1956776A3,AU2001249239A1,2001-10-03,"America Online, Inc.",Shared groups rostering system
EP1956776A3,WO2001077877A2,2001-10-18,Honeywell International Inc.,In-flight e-mail system
EP1956776A3,EP1180756A1,2002-02-20,Siemens Aktiengesellschaft,Method and arrangement for the transaction of electronic money from a prepaid account
EP1956776A3,EP1180748A1,2002-02-20,Siemens Aktiengesellschaft,Method and system for transmitting an amount of electronic money from a credit memory by WAP
EP1956776A3,EP1282087A1,2003-02-05,Alcatel,Method for executing electronic money transactions between terminals of participants in a communication network; associated transaction server and program module
EP1956776A3,JP3804510B2,2006-08-02,日本電気株式会社,"E-mail reception rejection system and method, and control program"
EP1956776A3,CN1608267A,2005-04-20,埃帕西菲克公司,Systems and methods for fund transfers
EP1956776A3,JP3693951B2,2005-09-14,日本電気株式会社,E-mail system and spam mail prevention method
EP1956776A3,CN1350247A,2002-05-22,上海交通大学,E-mail content monitoring system
EP1956776A3,US20030112948A1,2003-06-19,Wendell Brown,System and method for establishing a connection between parties based on their availability
EP1956776A3,JP2003348162A,2003-12-05,Nec Corp,Spam mail prevention method and spam mail prevention system
EP1956776A3,NL1022704C2,2004-08-19,Digipay Nederland N V,"Banking method using central transaction server, has accounts on server linked with separate identifying telephone numbers"
EP1956776A3,WO2004075086A1,2004-09-02,Wang Soo Ryu,Method for providing finance service using phone number and account balance
EP1956776A3,US7676546B2,2010-03-09,"Verisign, Inc.",Control and management of electronic messaging
EP1956776A3,US20050081051A1,2005-04-14,International Business Machines Corporation,Mitigating self-propagating e-mail viruses
EP1956776A3,US20050111648A1,2005-05-26,Roome William D.,Multi-stage telephone number dialing system and method for providing limited access to a telephone subscriber
EP1956776A3,JP2005184076A,2005-07-07,Hitachi Ltd,Mobile phone system and mobile phone used for the same
EP1956776A3,JP2005244420A,2005-09-08,Nippon Telegr & Teleph Corp <Ntt>,Communication service providing method and incoming call rejection collecting apparatus
EP1956776A3,US20080219421A1,2008-09-11,Paysetter Pte Ltd,System and Method for Transferring Credit Between Subscribers of Differing Telecommunications Carriers
EP1956776A3,US7610344B2,2009-10-27,Microsoft Corporation,Sender reputations for spam prevention
EP1956776A3,US7894588B2,2011-02-22,Aol Inc.,Telephone call handling list for multiple users
EP1956776A3,JP2006203750A,2006-08-03,Kiyoshi Aso,Reception rejection system of unknown crank call
EP1956776A3,US20070106734A1,2007-05-10,"Motorola, Inc.",Incentive driven subscriber assisted spam reduction
EP1956776A3,JP2008141419A,2008-06-19,Fujitsu Ltd,"Communication system, management device and telephone device"
