publication_number,patent_citation,publication_date,assignee,title
EP1992905A1,US10112262B2,2018-10-30,General Electric Company,System and methods for real-time enhancement of build parameters of a component
EP1992905A1,JP6415948B2,2018-10-31,Ntn株式会社,Shape measuring device
EP1992905A1,DE102016006107A1,2017-11-23,Technische Universität Ilmenau,Device and method for confocal measurement of a surface topography
EP1992905A1,CN106017440B,2018-05-15,哈尔滨工业大学,The big working distance autocollimation of portable combined zeroing high frequency sound and method
EP1992905A1,CN106017441B,2018-05-15,哈尔滨工业大学,A kind of big working distance autocollimation of portable high-accuracy laser and method
EP1992905A1,US10916462B2,2021-02-09,Kla-Tencor Corporation,"Laser marking focus feedback system having an intensity indication of reflected radiation passed through an objective lens, a beam splitter and a pinhole"
EP1992905A1,JP2019168314A,2019-10-03,株式会社日立エルジーデータストレージ,Optical module for optical height measurement
EP1992905A1,CN109990733B,2020-02-14,北京理工大学,Bilateral dislocation differential confocal curvature radius measuring method
EP1992905A1,CN110068290B,2020-08-11,北京理工大学,Bilateral dislocation differential confocal measuring method for super-large curvature radius
EP1992905A1,CN113050379A,2021-06-29,上海微电子装备（集团）股份有限公司,Focus detection signal modulation device and method
EP1992905A1,CN111307063B,2021-08-24,江南大学,Method for eliminating symbol ambiguity problem in single-amplitude interference fringe wave surface recovery
EP1992905A1,JP2021047211A,2021-03-25,株式会社東京精密,Device and method for measuring surface profile
EP2016522A2,KR101319491B1,2013-10-17,삼성전자주식회사,Apparatus and method for setting up domain information
EP2016522A2,US8571211B2,2013-10-29,"Samsung Electronics Co., Ltd",Method and apparatus for generating security key in a mobile communication system
EP2016522A2,TW200908740A,2009-02-16,Koninkl Philips Electronics Nv,Vouching for source authorization
EP2016522A2,KR100911556B1,2009-08-10,현대자동차주식회사,Method for Transmission and Playback of DRM Content
EP2016522A2,US7870273B2,2011-01-11,"Disney Enterprises, Inc.",Method and system for indentifying a device implementing a digital rights management protocol
EP2016522A2,CN101267668B,2015-11-25,中兴通讯股份有限公司,"Key generation method, Apparatus and system"
EP2016522A2,US8434093B2,2013-04-30,Code Systems Corporation,Method and system for virtualization of software applications
EP2016522A2,US8776038B2,2014-07-08,Code Systems Corporation,Method and system for configuration of virtualized software applications
EP2016522A2,US9094721B2,2015-07-28,"Rakuten, Inc.",Systems and methods for providing a network link between broadcast content and content located on a computer network
EP2016522A2,US8160064B2,2012-04-17,Backchannelmedia Inc.,Systems and methods for providing a network link between broadcast content and content located on a computer network
EP2016522A2,US8407483B2,2013-03-26,Electronics And Telecommunications Research Institute,Apparatus and method for authenticating personal use of contents by using portable storage
EP2016522A2,US8925096B2,2014-12-30,Google Technology Holdings LLC,System and method for securing the life-cycle of user domain rights objects
EP2016522A2,CN102473210A,2012-05-23,芒达·帕蒂尔,Method for remotely controlling and monitoring the data produced on desktop on desktop software
EP2016522A2,US8954958B2,2015-02-10,Code Systems Corporation,Method of configuring a virtual application
EP2016522A2,US9104517B2,2015-08-11,Code Systems Corporation,System for downloading and executing a virtual application
EP2016522A2,US8959183B2,2015-02-17,Code Systems Corporation,System for downloading and executing a virtual application
EP2016522A2,US9229748B2,2016-01-05,Code Systems Corporation,Method and system for improving startup performance and interoperability of a virtual application
EP2016522A2,US8763009B2,2014-06-24,Code Systems Corporation,Method of hosting a first application in a second application
EP2016522A2,US9218359B2,2015-12-22,Code Systems Corporation,Method and system for profiling virtual application resource utilization patterns by executing virtualized application
EP2016522A2,US9021015B2,2015-04-28,Code Systems Corporation,Method and system for publishing virtual applications to a web server
EP2016522A2,US9209976B2,2015-12-08,Code Systems Corporation,Method and system for restricting execution of virtual applications to a  managed process environment
EP2016522A2,WO2012140477A1,2012-10-18,Nokia Corporation,Method and apparatus for providing secret delegation
EP2016522A2,CN103797811B,2017-12-12,乐天株式会社,The system and method for the control contacted for consumer to interactive television
EP2016522A2,US9495552B2,2016-11-15,"Microsoft Technology Licensing, Llc",Integrated data deduplication and encryption
EP2016522A2,CN103747051A,2014-04-23,深圳市领华卫通数码科技有限公司,Service platform of vehicle-mounted terminal
EP2016522A2,US9716716B2,2017-07-25,"Microsoft Technology Licensing, Llc",Establishing trust between two devices
EP2016522A2,US10205598B2,2019-02-12,"Ronald Francis Sulpizio, JR.",Temporal key generation and PKI gateway
EP2016522A2,CN112166586A,2021-01-01,谷歌有限责任公司,Self-authenticating domain-specific browser identifier
EP1818977A2,WO2009016438A1,2009-02-05,"Freescale Semiconductor, Inc.",Method of forming openings in a semiconductor device and semiconductor device
EP1818977A2,WO2009134323A1,2009-11-05,Sandisk 3D Llc,Method for fabricating self-aligned complimentary pillar structures and wiring
EP1818977A2,US7713818B2,2010-05-11,"Sandisk 3D, Llc",Double patterning method
EP1818977A2,US7732235B2,2010-06-08,Sandisk 3D Llc,Method for fabricating high density pillar structures by double patterning using positive photoresist
EP1818977A2,US7759201B2,2010-07-20,Sandisk 3D Llc,Method for fabricating pitch-doubling pillar structures
EP1818977A2,US7781269B2,2010-08-24,Sandisk 3D Llc,Triangle two dimensional complementary patterning of pillars
EP1818977A2,US7923305B1,2011-04-12,Sandisk 3D Llc,Patterning method for high density pillar structures
EP1818977A2,US7981592B2,2011-07-19,Sandisk 3D Llc,Double patterning method
EP1818977A2,US8026178B2,2011-09-27,Sandisk 3D Llc,Patterning method for high density pillar structures
EP1818977A2,US8076056B2,2011-12-13,Sandisk 3D Llc,Method of making sub-resolution pillar structures using undercutting technique
EP1818977A2,US20170011929A1,2017-01-12,Intel Corporation,Vertical channel transistors fabrication process by selective subtraction of a regular grid
EP1818977A2,EP2206142B1,2018-07-18,"Micron Technology, Inc.",Spacer process for on pitch contacts and related structures
EP1818977A2,US10838309B2,2020-11-17,Asml Netherlands B.V.,Device manufacturing method and patterning devices for use in device manufacturing method
EP1818977A2,KR100720115B1,2007-05-18,삼성전자주식회사,Three dimensional scaffold and method for fabrication thereof
EP1818977A2,US7923373B2,2011-04-12,"Micron Technology, Inc.",Pitch multiplication using self-assembling materials
EP1818977A2,JP2009004535A,2009-01-08,Toshiba Corp,Pattern forming method
EP1818977A2,NL1036886A1,2009-11-16,Asml Netherlands Bv,"A method of measuring a target, an inspection apparatus, a scatterometer, a lithographic apparatus and a data processor."
EP1818977A2,US8084310B2,2011-12-27,"Applied Materials, Inc.",Self-aligned multi-patterning for advanced critical dimension contacts
EP1818977A2,US8461038B2,2013-06-11,Texas Instruments Incorporated,Two-track cross-connects in double-patterned metal layers using a forbidden zone
EP1818977A2,US8575020B2,2013-11-05,Texas Instruments Incorporated,Pattern-split decomposition strategy for double-patterned lithography process
EP1818977A2,JP5738786B2,2015-06-24,株式会社東芝,Semiconductor device and manufacturing method of semiconductor device
EP1818977A2,KR102015568B1,2019-08-28,삼성전자주식회사,A method for forming a semiconductor memory device
EP1818977A2,KR102314664B1,2021-10-20,인텔 코포레이션,Multi-pass patterning using non-reflecting radiation lithography on an underlying grating
EP1818977A2,JP6993982B2,2022-02-04,インプリア・コーポレイション,"Pre-patterned lithography templates, radiation patterning based processes using the templates, and processes for forming the templates."
EP1818977A2,US11289493B2,2022-03-29,Winbond Electronics Corp.,Patterning method
EP1843274A2,WO2009091459A1,2009-07-23,Microsoft Corporation,Cloud-based movable-component binding
EP1843274A2,US8949935B2,2015-02-03,Apple Inc.,Secure account creation
EP1843274A2,US20150052583A1,2015-02-19,Motorola Mobility Llc,Method and system for providing extended authentication
EP1843274A2,CN104462877A,2015-03-25,北大方正集团有限公司,Digital resource acquisition method and system under copyright protection
EP1843274A2,CN104462874A,2015-03-25,北大方正集团有限公司,DRM (digital rights management) method and system supporting offline sharing of digital resources
EP1843274A2,CN110024348A,2019-07-16,迈克菲公司,The distributed authentication carried out in IoT equipment with threshold value
EP1843274A2,WO2019139595A1,2019-07-18,Visa International Service Association,Offline authorization of interactions and controlled tasks
EP1862606A1,WO2012010157A1,2012-01-26,Alexander Wien,Hat profile beam
EP1862606A1,IT201600078034A1,2018-01-26,Pasquale Impero,"ELEMENT IN REINFORCED CONCRETE, RELATED CONCRETE BEAM AND CONCRETE FLOOR"
EP1862606A1,US20180291626A1,2018-10-11,Pfeifer Holding Gmbh & Co. Kg,"Supporting beam for ceiling systems, ceiling system and method for the production thereof"
EP1918474A1,0,0,0,0
EP1930674A1,WO2010076156A1,2010-07-08,Arcelik Anonim Sirketi,A refrigerator comprising rapid cooling mechanism
EP1939391A3,0,0,0,0
EP1956541A1,CN101859426A,2010-10-13,深圳市安捷信联科技有限公司,Electronic ticket service system and realizing method thereof
EP1956541A1,CN104506743A,2015-04-08,百度在线网络技术（北京）有限公司,Method and device for dynamically intercepting call
EP1956541A1,US11037114B2,2021-06-15,"Diebold Nixdorf, Incorporated",System and method for financial transactions
EP1956541A1,US7398550B2,2008-07-08,Microsoft Corporation,Enhanced shared secret provisioning protocol
EP1956541A1,US8874477B2,2014-10-28,Steven Mark Hoffberg,Multifactorial optimization system and method
EP1956541A1,US20080192918A1,2008-08-14,Dlb Finance & Consultancy B.V.,Method and system for establishing a telephone connection
EP1956541A1,US20090158403A1,2009-06-18,Dirk Leonard Benschop,Method and system for permitting or denying service
EP1956541A1,US9733811B2,2017-08-15,"Tinder, Inc.",Matching process system and method
EP1956541A1,US8239921B2,2012-08-07,Dlb Finance & Consultancy B.V.,System and method of retrieving a service contact identifier
EP1956541A1,US8463921B2,2013-06-11,Scipioo Holding B.V.,Method and system for controlling a computer application program
EP1956541A1,US8752169B2,2014-06-10,Intel Corporation,Botnet spam detection and filtration on the source machine
EP1956541A1,US9704177B2,2017-07-11,International Business Machines Corporation,Identifying spam avatars in a virtual universe (VU) based upon turing tests
EP1956541A1,US9697535B2,2017-07-04,International Business Machines Corporation,System and method in a virtual universe for identifying spam avatars based upon avatar multimedia characteristics
EP1956541A1,US20100185739A1,2010-07-22,Gary Stephen Shuster,Differentiated spam filtering for multiplexed message receiving devices
EP1956541A1,WO2010099243A1,2010-09-02,"Doxo, Inc.",Provider relationship management system that facilitates interaction between an individual and organizations
EP1956541A1,US8537219B2,2013-09-17,International Business Machines Corporation,Identifying spatial locations of events within video image data
EP1956541A1,US8553778B2,2013-10-08,International Business Machines Corporation,Coding scheme for identifying spatial locations of events within video image data
EP1956541A1,US8656476B2,2014-02-18,International Business Machines Corporation,Providing notification of spam avatars
EP1956541A1,US8832204B1,2014-09-09,Sprint Communication Company L.P.,Text message spam solutions
EP1956541A1,WO2011109404A2,2011-09-09,Ivy Corp.,Automated communications system
EP1956541A1,US9294308B2,2016-03-22,Mimecast North America Inc.,Enhancing communication
EP1956541A1,US9553860B2,2017-01-24,"Intralinks, Inc.",Email effectivity facility in a networked secure collaborative exchange environment
EP1956541A1,US9251360B2,2016-02-02,"Intralinks, Inc.",Computerized method and system for managing secure mobile device content viewing in a networked secure collaborative exchange environment
EP1956541A1,US9253176B2,2016-02-02,"Intralinks, Inc.",Computerized method and system for managing secure content sharing in a networked secure collaborative exchange environment
EP1956541A1,AU2013251304B2,2018-12-20,"Intralinks, Inc.",Computerized method and system for managing networked secure collaborative exchange
EP1956541A1,US20140279031A1,2014-09-18,Randy Mersky,Mobile in-store loyalty advertising and marketing system and method
EP1956541A1,US9514327B2,2016-12-06,"Intralinks, Inc.",Litigation support in cloud-hosted file sharing and collaboration
EP1956541A1,US9613190B2,2017-04-04,"Intralinks, Inc.",Systems and methods of secure data exchange
EP1956541A1,US10033702B2,2018-07-24,"Intralinks, Inc.",Systems and methods of secure data exchange
EP1956541A1,US9911134B2,2018-03-06,"Zipstorm, Inc.",Recipient centric messaging system and protocols to implement it over data networks
EP1956541A1,USD854025S1,2019-07-16,"Match Group, Llc",Display screen or portion thereof with a graphical user interface of an electronic device
EP1956541A1,USD780775S1,2017-03-07,"Tinder, Inc.",Display screen or portion thereof with a graphical user interface of an electronic device
EP1956541A1,USD852809S1,2019-07-02,"Match Group, Llc",Display screen or portion thereof with a graphical user interface of an electronic device
EP1956541A1,USD781311S1,2017-03-14,"Tinder, Inc.",Display screen or portion thereof with a graphical user interface
EP1956541A1,USD781882S1,2017-03-21,"Tinder, Inc.",Display screen or portion thereof with a graphical user interface of an electronic device
EP1956541A1,US10505871B1,2019-12-10,Sandeep Jain,Future messaging maximizing contextual relevancy and minimizing information overload based distractions
EP1956541A1,US10977722B2,2021-04-13,IM Pro Makeup NY LP,"System, method and user interfaces and data structures in a cross-platform facility for providing content generation tools and consumer experience"
EP1956776A3,US20080192918A1,2008-08-14,Dlb Finance & Consultancy B.V.,Method and system for establishing a telephone connection
EP1956776A3,US8122488B2,2012-02-21,"Yangaroo, Inc.",Media file distribution system and method
EP1956776A3,EP2339820A1,2011-06-29,Econoteam,"Method for filtering and routing telephone calls, in particular calls to premium-rate numbers"
EP1956776A3,CN102137070A,2011-07-27,腾讯科技（深圳）有限公司,"Method, system and device for restricting user from logging in chat room"
EP1956776A3,CN101859426B,2013-04-10,深圳市国民电子商务有限公司,Electronic ticket service system and realizing method thereof
EP1956776A3,TWI423636B,2014-01-11,Chunghwa Telecom Co Ltd,System and method for instant inspection of mail packets
EP1956776A3,CN102546165B,2015-11-25,中国银联股份有限公司,"Dynamic URL maker, generation method, based on the Verification System of dynamic URL and method"
EP1956776A3,CN104735228A,2015-06-24,联想(北京)有限公司,"Information processing method, first electronic equipment and second electronic equipment"
EP1956776A3,US9485653B2,2016-11-01,Nagravision S.A.,Secure smartcard pairing
EP1956776A3,LT3190767T,2019-01-10,Retarus Gmbh,Technique for detecting malicious electronic messages
EP1956776A3,US20200293583A1,2020-09-17,"Huawei Technologies Co., Ltd.","Information search method, terminal, network device, and system"
EP1956776A3,CN110442066A,2019-11-12,佳源科技有限公司,A kind of Internet of things system based on cloud collaboration
EP1956776A3,TWI746238B,2021-11-11,遊戲橘子數位科技股份有限公司,A method of the customized personal exclusive photo album of chat room
EP1956777A2,CN102137070A,2011-07-27,腾讯科技（深圳）有限公司,"Method, system and device for restricting user from logging in chat room"
EP1956777A2,CN111357245A,2020-06-30,华为技术有限公司,"Information searching method, terminal, network equipment and system"
EP1956777A2,TWI746238B,2021-11-11,遊戲橘子數位科技股份有限公司,A method of the customized personal exclusive photo album of chat room
EP1956777A2,US20080192918A1,2008-08-14,Dlb Finance & Consultancy B.V.,Method and system for establishing a telephone connection
EP1956777A2,US8122488B2,2012-02-21,"Yangaroo, Inc.",Media file distribution system and method
EP1956777A2,EP2339820A1,2011-06-29,Econoteam,"Method for filtering and routing telephone calls, in particular calls to premium-rate numbers"
EP1956777A2,CN101859426B,2013-04-10,深圳市国民电子商务有限公司,Electronic ticket service system and realizing method thereof
EP1956777A2,TWI423636B,2014-01-11,Chunghwa Telecom Co Ltd,System and method for instant inspection of mail packets
EP1956777A2,CN102546165B,2015-11-25,中国银联股份有限公司,"Dynamic URL maker, generation method, based on the Verification System of dynamic URL and method"
EP1956777A2,CN104735228A,2015-06-24,联想(北京)有限公司,"Information processing method, first electronic equipment and second electronic equipment"
EP1956777A2,US9485653B2,2016-11-01,Nagravision S.A.,Secure smartcard pairing
EP1956777A2,LT3190767T,2019-01-10,Retarus Gmbh,Technique for detecting malicious electronic messages
EP1956777A2,CN110442066A,2019-11-12,佳源科技有限公司,A kind of Internet of things system based on cloud collaboration
EP1956816A1,CN101859426A,2010-10-13,深圳市安捷信联科技有限公司,Electronic ticket service system and realizing method thereof
EP1956816A1,US20080192918A1,2008-08-14,Dlb Finance & Consultancy B.V.,Method and system for establishing a telephone connection
EP1956816A1,US8122488B2,2012-02-21,"Yangaroo, Inc.",Media file distribution system and method
EP1956816A1,EP2339820A1,2011-06-29,Econoteam,"Method for filtering and routing telephone calls, in particular calls to premium-rate numbers"
EP1956816A1,CN102137070A,2011-07-27,腾讯科技（深圳）有限公司,"Method, system and device for restricting user from logging in chat room"
EP1956816A1,TWI423636B,2014-01-11,Chunghwa Telecom Co Ltd,System and method for instant inspection of mail packets
EP1956816A1,CN102546165B,2015-11-25,中国银联股份有限公司,"Dynamic URL maker, generation method, based on the Verification System of dynamic URL and method"
EP1956816A1,CN104735228A,2015-06-24,联想(北京)有限公司,"Information processing method, first electronic equipment and second electronic equipment"
EP1956816A1,US9485653B2,2016-11-01,Nagravision S.A.,Secure smartcard pairing
EP1956816A1,LT3190767T,2019-01-10,Retarus Gmbh,Technique for detecting malicious electronic messages
EP1956816A1,US20200293583A1,2020-09-17,"Huawei Technologies Co., Ltd.","Information search method, terminal, network device, and system"
EP1956816A1,CN110442066A,2019-11-12,佳源科技有限公司,A kind of Internet of things system based on cloud collaboration
EP1956816A1,TWI746238B,2021-11-11,遊戲橘子數位科技股份有限公司,A method of the customized personal exclusive photo album of chat room
EP1967384B1,US10016999B2,2018-07-10,Nilesh Dhirajlal Parmar,Machine and process for binding of books for lay flat look
EP1967780A1,DE202013011836U1,2014-08-08,Gewie Automotive Gmbh,Arrangement for detachable fluid-tight connection of at least one corrugated tube with a sleeve
EP1967780B1,DE202013011836U1,2014-08-08,Gewie Automotive Gmbh,Arrangement for detachable fluid-tight connection of at least one corrugated tube with a sleeve
EP1975924A1,WO2011018428A1,2011-02-17,Koninklijke Kpn N.V.,Method and system for determining a perceived quality of an audio system
EP1975924A1,WO2011018430A1,2011-02-17,Koninklijke Kpn N.V.,Method and system for determining a perceived quality of an audio system
EP1975924A1,CN105139860A,2015-12-09,宝马股份公司,Communication equipment and running method thereof
EP1975924A1,CN107134283A,2017-09-05,中国移动通信集团公司,"A kind of information processing method and high in the clouds, terminal called"
EP1975924A1,AT470931T,2010-06-15,Koninkl Kpn Nv,METHOD AND SYSTEM FOR MEASURING THE LANGUAGE COMPARABILITY OF A TONE TRANSMISSION SYSTEM
EP1975924A1,JP5606764B2,2014-10-15,クラリオン株式会社,Sound quality evaluation device and program therefor
EP1975924A1,US9014279B2,2015-04-21,Avigdor Steinberg,"Method, system and apparatus for enhanced video transcoding"
EP1994686B1,WO2009104121A2,2009-08-27,Koninklijke Philips Electronics N. V.,Localization of luminaires
EP1994686B1,EP3361833A3,2018-10-31,Digital Lumens Incorporated,Modular lighting systems
EP1994686B1,WO2010010493A2,2010-01-28,Koninklijke Philips Electronics N.V.,Method of setting up a luminaire and luminaire to apply the method
EP1994686B1,BRPI1005921A2,2019-09-24,Koninl Philips Electronics Nv,"automatic commissioning of devices from a networked control system, computer program, record holder, computer, system for automatic commissioning of devices from a networked control system and device"
EP1994686B1,EP2401894B1,2015-04-08,Koninklijke Philips N.V.,Routing messages over a network of interconnected devices of a networked control system
EP1994686B1,WO2011010270A1,2011-01-27,Koninklijke Philips Electronics N.V.,Inteconnecting grids of devices of networked control systems
EP1994686B1,CA2779584C,2017-12-05,Koninklijke Philips Electronics N.V.,Object-sensing lighting network and control system therefor
EP1994686B1,US9572228B2,2017-02-14,"Redwood Systems, Inc.",Commissioning lighting systems
EP1994686B1,US8981913B2,2015-03-17,"Redwood Systems, Inc.",Commissioning lighting systems
EP1994686B1,IT1401630B1,2013-07-26,St Microelectronics Srl,LOCALIZATION SYSTEM FOR THE MONITORING OF STREET LIGHTING
EP1994686B1,EP3734143A3,2020-12-02,Digital Lumens Incorporated,"Methods, apparatus and systems for providing occupancy-based variable lighting"
EP1994686B1,WO2012168859A2,2012-12-13,Koninklijke Philips Electronics N.V.,Automatically commissioning of devices of a networked control system
EP1994686B1,RU2599201C2,2016-10-10,Конинклейке Филипс Н.В.,Method and system for locating on a dc lighting and power grid
EP1994686B1,WO2013057646A1,2013-04-25,Koninklijke Philips Electronics N.V.,Commissioning lighting systems
EP1994686B1,US9171455B1,2015-10-27,Gary K. MART,Multi-modal wireless controller for controlling an LED lighting system
EP1994686B1,US9839102B2,2017-12-05,"Lg Innotek Co., Ltd.",Lighting control method and lighting control system
EP1994686B1,EP2685793B1,2019-09-04,"LG Innotek Co., Ltd.",Lighting control method and lighting control system
EP1994686B1,US9609723B2,2017-03-28,Philips Lighting Holding B.V.,Automatic grouping via light and sound
EP1994686B1,JP6502329B2,2019-04-17,シグニファイ ホールディング ビー ヴィ,System including control device and controlled device
EP1994686B1,US10797944B2,2020-10-06,Signify Holding B.V.,Zigbee light link network commissioning
EP1994686B1,WO2016023733A1,2016-02-18,Philips Lighting Holding B.V.,A commissioning system for a lighting system
EP1994686B1,US10271409B2,2019-04-23,Signify Holding B.V.,Wireless-communication enabled lamps
EP1994686B1,US10021758B2,2018-07-10,Gooee Limited,Sensor board for luminaire/lighting system
EP1994686B1,JP6837255B2,2021-03-03,Ｎｅｃソリューションイノベータ株式会社,"How to set the light emission control of each light emission tool in the area, and how to control the light emission"
EP1994686B1,US9992838B1,2018-06-05,Gooee Limited,"Automated luminaire identification and group assignment devices, systems, and methods using dimming function"
EP1994686B1,US9949331B1,2018-04-17,Gooee Limited,Automated luminaire identification and group assignment
EP1994686B1,US10045415B1,2018-08-07,Gooee Limited,Automated luminaire location identification and group assignment using light based communication for commissioning a lighting control system
EP1994686B1,US10122455B1,2018-11-06,Gooee Limited,VLC/DLC Sectorized communication
EP1994686B1,US9980337B1,2018-05-22,Gooee Limited,Automated luminaire location identification and group assignment using light based sectorized communication for commissioning a lighting control system
EP1999747B1,US9711153B2,2017-07-18,"The Nielsen Company (Us), Llc",Activating functions in processing devices using encoded audio and detecting audio signatures
EP1999747B1,US8959016B2,2015-02-17,"The Nielsen Company (Us), Llc",Activating functions in processing devices using start codes embedded in audio
EP1999747B1,US9667365B2,2017-05-30,"The Nielsen Company (Us), Llc",Methods and apparatus to perform audio watermarking and watermark detection and extraction
