publication_number,patent_citation,publication_date,assignee,title
EP2095819A1,EP0165904A2,1985-12-27,Ciba-Geigy Ag,Substituted bicycle compounds
EP2095819A1,US4937250A,1990-06-26,Ciba-Geigy Corporation,Alpha-heterocycle substituted tolunitriles
EP2095819A1,WO1996004275A1,1996-02-15,Roussel Uclaf,"Novel imidazole derivatives, method for preparing same, novel intermediates thus obtained, medicinal applications of same and pharmaceutical compositions containing same"
EP2095819A1,WO1997027752A1,1997-08-07,"Merck & Co., Inc.",Inhibitors of farnesyl-protein transferase
EP2095819A1,WO1999012912A1,1999-03-18,Yuhan Corporation,Thiourea derivatives or non-toxic salts thereof for inhibitng ras-transformed cell growth
EP2095819A1,WO1999028315A1,1999-06-10,Lg Chemical Ltd.,Imidazole derivatives having an inhibitory activity for farnesyl transferase and process for preparation thereof
EP2095819A1,WO2001009128A1,2001-02-08,Yuhan Corporation,Thiourea and isothiourea derivatives for inhibiting ras-transformed cell growth
EP2095819A1,WO2001076574A2,2001-10-18,Novartis Ag,Novel medical use of aldosterone synthase inhibitors alone or in combination with at1-receptor antagonists
EP2095819A1,WO2001079179A2,2001-10-25,Warner-Lambert Company,Dihydro-2h-naphthalene-1-one inhibitors of ras farnesyl transferase
EP2095819A1,EP1422218A1,2004-05-26,"Shionogi & Co., Ltd.",Antiviral agent
EP2095819A1,WO2004046145A1,2004-06-03,Novartis Ag,"Imidazo[1, 5a]pyridine derivatives and methods for treating aldosterone mediated diseases"
EP2095819A1,WO2007024945A1,2007-03-01,Novartis Ag,Condensed imidazolo derivatives for the inhibition of aldosterone synthase and aromatase
EP2095819A1,WO2007117982A2,2007-10-18,Novartis Ag,Organic compounds
EP2095819A1,US4978672A,1990-12-18,Ciba-Geigy Corporation,Alpha-heterocyclc substituted tolunitriles
EP2095819A1,GB2210875B,1991-05-29,Farmos Oy,Aromatase inhibiting 4(5)-imidazoles
EP2095819A1,US5859035A,1999-01-12,"Merck & Co., Inc.",Arylheteroaryl inhibitors of farnesyl-protein transferase
EP2095819A1,US5780488A,1998-07-14,"Merck & Co., Inc.",Inhibitors of farnesyl-protein transferase
EP2095819A1,WO2001022963A1,2001-04-05,"Merck & Co., Inc.",Method of preventing osteoporosis
EP2095819A1,WO2002039997A2,2002-05-23,"Millennium Pharmaceuticals, Inc.",Ace-2 modulating compounds and use thereof
EP2095819A1,DK2059234T3,2011-11-28,Ore Pharmaceuticals Inc,Method of relieving inflammation of the digestive tract
EP2127666A1,WO2001072330A2,2001-10-04,"Medarex, Inc.",Method for immunostimulation using binding agents for the fc rec eptor of immunoglobulin a and for cancer cells or infections antigen
EP2127666A1,WO2002064634A2,2002-08-22,"Medarex, Inc.",Human monoclonal antibodies to fc alpha receptor (cd89)
EP2127666A1,WO2005089798A1,2005-09-29,Institut National De La Sante Et De La Recherche Medicale (Inserm),Monovalent ligand of the fcalphari receptor as an anti-inflammatory agent
EP2127666A1,US6018031A,2000-01-25,Trustees Of Dartmouth College,Binding agents specific for IgA receptor
EP2127666A1,WO1991005805A1,1991-05-02,Trustees Of Dartmouth College,MONOCLONAL ANTIBODY SPECIFIC FOR IgA RECEPTOR
EP2127666A1,US20060165675A1,2006-07-27,Richman-Eisenstat Janice Beth,Modulation of mesenchymal cells via iga-receptors
EP2127666A1,WO2007061936A2,2007-05-31,"New England Medical Center Hospitals, Inc.",Clearance of abnormal iga1 in iga1 deposition diseases
EP2150770A2,US3847485A,1974-11-12,Zygo Corp,Optical noncontacting surface sensor for measuring distance and angle of a test surface
EP2150770A2,DE3342675A1,1985-06-05,"Fa. Carl Zeiss, 7920 Heidenheim",METHOD AND DEVICE FOR CONTACTLESS MEASUREMENT OF OBJECTS
EP2150770A2,US5033856A,1991-07-23,Canon Kabushiki Kaisha,Three-dimensional shape measuring apparatus
EP2150770A2,JPS61140809A,1986-06-27,Hitachi Ltd,Optical measuring instrument for surface shape having tilt angle corrected
EP2150770A2,DE4211875A1,1993-10-14,Zeiss Carl Fa,Optical rangefinder with electronic correction for spot eccentricity - evaluates measurement error due to e.g. inclination of object surface in terms of spot displacement at second photodetector.
EP2150770A2,JPH0743251B2,1995-05-15,工業技術院長,Optical displacement meter
EP2150770A2,EP0620458A4,1995-02-01,Nippon Kogaku Kk,Optical waveguide device and optical instrument using the same.
EP2150770A2,CH693968A5,2004-05-14,Fraunhofer Ges Forschung,Method and apparatus for the Topographiepruefung of surfaces.
EP2150770A2,DE19963345A1,2001-07-05,Leica Microsystems,Optical measuring arrangement and method for inclination measurement
EP2150770A2,JP2005509147A,2005-04-07,ザイゴ　コーポレーション,Interference period error compensation
EP2150770A2,JP2004212205A,2004-07-29,Olympus Corp,"Angle detecting apparatus, light signal switching system, and information recording and reproducing system"
EP2150770A2,DE502004002547D1,2007-02-15,Polytec Gmbh,Device for optically measuring an object
EP2150770A2,US7791727B2,2010-09-07,Asml Netherlands B.V.,Method and apparatus for angular-resolved spectroscopic lithography characterization
EP2150770A2,GB0616974D0,2006-10-04,Univ Heriot Watt,Optical characteristic mapping instrument
EP2150770A2,US7889355B2,2011-02-15,Zygo Corporation,Interferometry for lateral metrology
EP2150770B1,US3847485A,1974-11-12,Zygo Corp,Optical noncontacting surface sensor for measuring distance and angle of a test surface
EP2150770B1,DE3342675A1,1985-06-05,"Fa. Carl Zeiss, 7920 Heidenheim",METHOD AND DEVICE FOR CONTACTLESS MEASUREMENT OF OBJECTS
EP2150770B1,US5033856A,1991-07-23,Canon Kabushiki Kaisha,Three-dimensional shape measuring apparatus
EP2150770B1,JPS61140809A,1986-06-27,Hitachi Ltd,Optical measuring instrument for surface shape having tilt angle corrected
EP2150770B1,DE4211875A1,1993-10-14,Zeiss Carl Fa,Optical rangefinder with electronic correction for spot eccentricity - evaluates measurement error due to e.g. inclination of object surface in terms of spot displacement at second photodetector.
EP2150770B1,JPH0743251B2,1995-05-15,工業技術院長,Optical displacement meter
EP2150770B1,EP0620458A4,1995-02-01,Nippon Kogaku Kk,Optical waveguide device and optical instrument using the same.
EP2150770B1,CH693968A5,2004-05-14,Fraunhofer Ges Forschung,Method and apparatus for the Topographiepruefung of surfaces.
EP2150770B1,DE19963345A1,2001-07-05,Leica Microsystems,Optical measuring arrangement and method for inclination measurement
EP2150770B1,JP2005509147A,2005-04-07,ザイゴ　コーポレーション,Interference period error compensation
EP2150770B1,JP2004212205A,2004-07-29,Olympus Corp,"Angle detecting apparatus, light signal switching system, and information recording and reproducing system"
EP2150770B1,DE502004002547D1,2007-02-15,Polytec Gmbh,Device for optically measuring an object
EP2150770B1,US7791727B2,2010-09-07,Asml Netherlands B.V.,Method and apparatus for angular-resolved spectroscopic lithography characterization
EP2150770B1,GB0616974D0,2006-10-04,Univ Heriot Watt,Optical characteristic mapping instrument
EP2150770B1,US7889355B2,2011-02-15,Zygo Corporation,Interferometry for lateral metrology
EP2121976A2,WO2002036824A1,2002-05-10,Michel Alphonse Julien Georges,Marker assisted selection of bovine for improved milk production using diacylglycerol acyltransferase gene dgat1
EP2121976A2,WO2004004450A1,2004-01-15,A2 Corporation Limited,Method for altering fatty acid composition of milk
EP2121976A2,US20040234986A1,2004-11-25,Hans-Rudolf Fries,Method of testing a mammal for its predisposition for fat content of milk and/ or its predisposition for meat marbling
EP2121976A2,US20040254104A1,2004-12-16,Sarah Blott,Marker assisted selection of bovine for improved milk composition
EP2121976A2,JP3619833B2,2005-02-16,財団法人新産業創造研究機構,Method for determining beef flavor and texture based on the genotype of stearoyl-CoA desaturase
EP2156168B1,US6897950B2,2005-05-24,East Carolina University,Laser tweezers and Raman spectroscopy systems and methods for the study of microscopic particles
EP2156168B1,US7079240B2,2006-07-18,California Institute Of Technology,Photonic crystal laser sources for chemical detection
EP2156168B1,US7177021B2,2007-02-13,"Hewlett-Packard Development Company, L.P.","Integrated radiation sources and amplifying structures, and methods of using the same"
EP2156168B1,GB2419940B,2007-03-07,Mesophotonics Ltd,Metal nano-void photonic crystal for enhanced raman spectroscopy
EP2156168B1,US7151599B2,2006-12-19,"Hewlett-Packard Development Company, L.P.",Monolithic system and method for enhanced Raman spectroscopy
EP2156168B1,WO2006130728A2,2006-12-07,The Regents Of The University Of California,"Single-cell raman spectroscopy for the non-destructive, non-invasive analysis of cells and cellular components"
EP2227420A1,US2893167A,1959-07-07,Joe B Davidson,Collapsible plant container
EP2227420A1,US3035623A,1962-05-22,Stylette Plastics Inc,Containers
EP2227420A1,US3329298A,1967-07-04,Demas Perry,Collapsible waste receptacle
EP2227420A1,IT1086606B,1985-05-28,Althouse Victor E,SILICONIC RUBBER CLOSING ELEMENT AND PROCEDURE TO APPLY IT
EP2227420A1,US4456134A,1984-06-26,Leonard Cooper,Apparatus for containment of carbonated beverages
EP2227420A1,US4574969A,1986-03-11,Mays Ralph E,Collapsible pail
EP2227420A1,US4930644A,1990-06-05,Robbins Edward S Iii,Thin film container with removable lid and related process
EP2227420A1,JPH05105A,1993-01-08,Junichi Tomisu,Portable cup
EP2227420A1,US5417337A,1995-05-23,"Robbins, Iii; Edward S.",Reusable and re-collapsible container and associated cap
EP2227420A1,US5226551A,1993-07-13,Robbins Edward S Iii,Reusable and re-collapsible container
EP2227420A1,JPH11342950A,1999-12-14,Inaba Denki Sangyo Co Ltd,Plastic bottle
EP2227420A1,EP1591369A1,2005-11-02,A. Stewart-Stand Theo,Collapsible drinking and storage receptacle
EP2227420A1,AT499983T,2011-03-15,Sunstar Engineering Inc,"STORAGE CONTAINERS, EXTERNAL CONTAINERS FOR KNEADING AND TRANSPORTING THE CONTAINER AND KENTING DEVICE"
EP2227420A1,US20080164264A1,2008-07-10,Fung Duncan C,Foldable stovetop cookware and method of production
EP2156168A1,US6897950B2,2005-05-24,East Carolina University,Laser tweezers and Raman spectroscopy systems and methods for the study of microscopic particles
EP2156168A1,US7079240B2,2006-07-18,California Institute Of Technology,Photonic crystal laser sources for chemical detection
EP2156168A1,US7177021B2,2007-02-13,"Hewlett-Packard Development Company, L.P.","Integrated radiation sources and amplifying structures, and methods of using the same"
EP2156168A1,GB2419940B,2007-03-07,Mesophotonics Ltd,Metal nano-void photonic crystal for enhanced raman spectroscopy
EP2156168A1,US7151599B2,2006-12-19,"Hewlett-Packard Development Company, L.P.",Monolithic system and method for enhanced Raman spectroscopy
EP2156168A1,WO2006130728A2,2006-12-07,The Regents Of The University Of California,"Single-cell raman spectroscopy for the non-destructive, non-invasive analysis of cells and cellular components"
EP2169059A1,WO2005050203A2,2005-06-02,Imperial College Innovations Limited,The methods for screening using ctgf and trka receptor for the identification of compounds for use in treatment of fibrosis
EP2169059A1,WO2008015028A1,2008-02-07,Cesare Peschle,Uses and compositions comprising mirnas
EP2169059A1,WO2008042231A2,2008-04-10,Children's Medical Center Corporation,Compositions and methods for evaluating and treating heart failure
EP1950590A3,FR2688897A1,1993-09-24,Nozice Jacques,Optical connection device
EP1950590A3,EP0938006A1,1999-08-25,Fujitsu Limited,"Structures for optical semiconductor module, optical connector, and shape adapting optical connector"
EP1950590A3,EP1092996A2,2001-04-18,Tyco Electronics Corporation,Fiberoptical device having an integral array interface
EP1950590A3,DE10114144A1,2002-10-02,Infineon Technologies Ag,Retaining device for holding an optical plug coupled in an optical coupling device has an inner retaining part to lock in the plug and an outer retaining part for rotating and sliding the inner retaining part.
EP1950590A3,EP1275993A1,2003-01-15,Lucent Technologies Inc.,Optical fibre connector mechanism
EP1950590A3,US20050185894A1,2005-08-25,Khor Albert Wooi Q.,"Optical fiber receptacle adaptor, optical fiber coupling system, and method for assembling the optical fiber coupling system"
EP1950590A3,JP2000013460A,2000-01-14,Fujitsu Ltd,Line terminating device
EP1950590B1,US6058235A,2000-05-02,Fujitsu Limited,Line terminating device
EP1950590B1,FR2688897B1,1995-01-06,Nozice Jacques,OPTICAL SOCKET.
EP1950590B1,JP3078254B2,2000-08-21,富士通株式会社,"Optical semiconductor module, optical connector, and shape-converting optical connector structure"
EP1950590B1,US6485192B1,2002-11-26,Tyco Electronics Corporation,Optical device having an integral array interface
EP1950590B1,DE10114144C2,2003-11-06,Infineon Technologies Ag,Holding device for holding at least one optical plug
EP1950590B1,US6698937B2,2004-03-02,Lucent Technologies Inc.,Optical connector mechanism
EP1950590B1,US7059779B2,2006-06-13,Albert Wooi Quan Khor,Optical fiber receptacle adaptor
EP1958517A2,US6326212B1,2001-12-04,"Arden Systems, Inc.",Membrane dispensing head apparatus and method for dispensing liquid
EP1958517A2,WO2001093691A1,2001-12-13,B.I.M N.V.,Method and device for applying a viscous material onto the surface of an object
EP1958517A2,ES2191528A1,2003-09-01,Danone Sa,Device for controlled feed of liquids comprises nozzle holder feed conduit coupled dismantably via sealing joints inside chamber into which issues entry conduit for product
EP1958517A2,WO2006041222A2,2006-04-20,Olympus Corporation,Body-insertable apparatus for aspirating and expelling body fluid and manufacturing method thereof
EP1958517A2,US4380018A,1983-04-12,Sanyo Denki Kabushiki Kaisha,Ink droplet projecting device and an ink jet printer
EP1958517A2,US5666141A,1997-09-09,Sharp Kabushiki Kaisha,Ink jet head and a method of manufacturing thereof
EP1958517A2,DE69836836T2,2007-06-28,"Honeywell, Inc., Minneapolis",ELECTROSTATICALLY OPERATED PUMP ARRAY
EP1958517A2,DK1221409T3,2006-06-12,Nestle Sa,Method and apparatus for dosing compound viscous food products
EP1958517A2,DE602005018785D1,2010-02-25,Sensient Imaging Technologies,INK RAY INKS WITH FOOD QUALITY FOR PRINTING ON EDIBLE SUBSTRATES
EP2060209A3,NL8900554A,1990-10-01,Plataan Bv,"Wall suspension for framed pictures - has hook shaped snap-on profile, enclosing wall fitting"
EP2060209A3,GB2263439A,1993-07-28,Acco Rexel Limited,Rail assembly for supporting map or flipchart sheet.
EP2060209A3,NL1011935C1,1999-06-17,Arti Tec B V,"Bracket for hanging items such as wall decorations, pictures or paintings on building walls"
EP2060209A3,ES2234388A1,2005-06-16,Profesional L'art S.L,"Device for suspending tables in vertical and horizontal direction, has profile whose cross-sectional section is provided with rectangular general structure, where profile is equipped with main side of device"
EP2070407A1,DE3739947C1,1988-12-01,Riesselmann & Sohn,Plant support basket
EP2070407A1,EP1216611A1,2002-06-26,Pepinieres Guillaume,Container device for plantlet
EP2070407A1,US20030041576A1,2003-03-06,Georg Jander,Seed collector
EP2070407A1,NL1031049C2,2007-08-03,Handelsonderneming Van Krimpen,"Plant pot for e.g. orchid, has extension piece around its upper edge for allowing leaves and air roots to grow away from pot"
EP2070407B1,DE3739947C1,1988-12-01,Riesselmann & Sohn,Plant support basket
EP2070407B1,FR2818522B1,2003-05-16,Pepinieres Guillaume,CONTAINER DEVICE FOR YOUNG PLANT
EP2070407B1,US6594977B2,2003-07-22,"Monsanto Technology, Llc",Seed collector
EP2070407B1,NL1031049C2,2007-08-03,Handelsonderneming Van Krimpen,"Plant pot for e.g. orchid, has extension piece around its upper edge for allowing leaves and air roots to grow away from pot"
EP2071891A1,US20050193150A1,2005-09-01,"Research In Motion, Ltd.","Apparatus, and associated method, for facilitating network selection by a mobile node pursuant to a packet data communication service"
EP2071891A1,EP1686820A1,2006-08-02,Research In Motion Limited,"Apparatus, and associated method, for facilitating selection by a mobile node of a network portion to communicate to effectuate a selected communication service"
EP2071891A1,EP1841253A1,2007-10-03,Fujitsu Limited,"Information processing device, portable terminal, and its roaming information processing method"
EP2071891A1,US5790952A,1998-08-04,"Bell Atlantic Network Services, Inc.",Beacon system using cellular digital packet data (CDPD) communication for roaming cellular stations
EP2071891A1,US5903832A,1999-05-11,Nokia Mobile Phones Llimited,Mobile terminal having enhanced system selection capability
EP2071891A1,US6148197A,2000-11-14,"Sbc Technology Resources, Inc.",Intelligent roaming system with over the air programming
EP2071891A1,JP4016383B2,2007-12-05,日本電気株式会社,Mobile phone and communication method in the mobile phone
EP2071891A1,DE10354942B3,2005-05-19,Siemens Ag,Mobile communications terminal used with 2 different mobile radio communications systems providing different services with storage of data set for each available service allowing service evaluation
EP2073063A1,US6611316B2,2003-08-26,Asml Holding N.V.,Method and system for dual reticle image exposure
EP2073063A1,WO2006045332A1,2006-05-04,Singulus Mastering B.V.,Mastering process with phase-change materials
EP2073063A1,US20070054493A1,2007-03-08,"Samsung Electronics Co., Ltd.",Methods of forming patterns using phase change material and methods for removing the same
EP2073063A1,US20070212648A1,2007-09-13,Asml Netherlands B.V.,Method and system for enhanced lithographic patterning
EP2073063A1,JPH1097738A,1998-04-14,Matsushita Electric Ind Co Ltd,Production of optical information recording medium and apparatus for production
EP2073063A1,JP2000021031A,2000-01-21,Toshiba Corp,Production of master disk of optical recording medium
EP2073063A1,DE10236422A1,2004-02-26,Infineon Technologies Ag,Method for characterizing an illumination source in an exposure device
EP2073063A1,US7256873B2,2007-08-14,Asml Netherlands B.V.,Enhanced lithographic resolution through double exposure
EP2073063A1,JP2005326508A,2005-11-24,Nikon Corp,"Photomask, exposure method, and method and apparatus for producing the photomask"
EP2073063A1,US20070018286A1,2007-01-25,Asml Netherlands B.V.,"Substrate, lithographic multiple exposure method, machine readable medium"
EP2073063A1,US8023103B2,2011-09-20,Nikon Corporation,"Exposure apparatus, exposure method, and method for producing device"
EP2073063A1,JP4872423B2,2012-02-08,ソニー株式会社,"Optical disc master manufacturing method, optical disc manufacturing method, optical disc master manufacturing apparatus"
EP2073063B1,US20070242249A1,2007-10-18,Nikon Corporation,"Exposure apparatus, exposure method, and method for producing device"
EP2073063B1,JPH1097738A,1998-04-14,Matsushita Electric Ind Co Ltd,Production of optical information recording medium and apparatus for production
EP2073063B1,JP2000021031A,2000-01-21,Toshiba Corp,Production of master disk of optical recording medium
EP2073063B1,US6611316B2,2003-08-26,Asml Holding N.V.,Method and system for dual reticle image exposure
EP2073063B1,DE10236422A1,2004-02-26,Infineon Technologies Ag,Method for characterizing an illumination source in an exposure device
EP2073063B1,US7256873B2,2007-08-14,Asml Netherlands B.V.,Enhanced lithographic resolution through double exposure
EP2073063B1,JP2005326508A,2005-11-24,Nikon Corp,"Photomask, exposure method, and method and apparatus for producing the photomask"
EP2073063B1,WO2006045332A1,2006-05-04,Singulus Mastering B.V.,Mastering process with phase-change materials
EP2073063B1,US20070018286A1,2007-01-25,Asml Netherlands B.V.,"Substrate, lithographic multiple exposure method, machine readable medium"
EP2073063B1,KR100630766B1,2006-10-04,삼성전자주식회사,Method for forming patterns using phase change material and method for rework thereof
EP2073063B1,US20070212649A1,2007-09-13,Asml Netherlands B.V.,Method and system for enhanced lithographic patterning
EP2073063B1,JP4872423B2,2012-02-08,ソニー株式会社,"Optical disc master manufacturing method, optical disc manufacturing method, optical disc master manufacturing apparatus"
EP2075780A1,WO1995023396A1,1995-08-31,Leapfrog Rbt,Talking phonics interactive learning device
EP2075780A1,WO1998035332A1,1998-08-13,"Lulirama International, Inc.",Interactive card reading system
EP2075780A1,US20060032906A1,2006-02-16,Sines Randy D,Financial and similar identification cards read by magnetic swipe card readers and methods relating thereto
EP2091203A1,US20060291472A1,2006-12-28,Lucent Technologies Inc.,Method and apparatus for utilizing network services in a manner substantially transparent to service endpoints
EP2091203A1,WO2007140812A1,2007-12-13,Telefonaktiebolaget Lm Ericsson (Publ),Method and apparatuses for establishing a session between a client terminal and a media supply system to transport a unicast media stream over an ip network
EP2091203A1,US6661785B1,2003-12-09,Bellsouth Intellectual Property Corporation,Method and apparatus for providing internet call waiting with voice over internet protocol
EP2091203A1,AU2001275151A1,2001-12-17,Inrange Technologies Corporation,Message queue server system
EP2091203A1,US7286521B1,2007-10-23,"Tellme Networks, Inc.",Localized voice over internet protocol communication
EP2091203A1,US20020126201A1,2002-09-12,Star-Bak Communication Inc.,Systems and methods for connecting video conferencing to a distributed network
EP2091203A1,JP3826782B2,2006-09-27,ソニー株式会社,"Data transmission system, information processing apparatus and method, recording medium, and program"
EP2091203A1,KR100433629B1,2004-05-31,주식회사 케이티,Method for controlling errors of internet fax data
EP2091203A1,PL370814A1,2005-05-30,Siemens Aktiengesellschaft,Call hold / terminal portability in h.323/isup-bicc-sip networks
EP2091203A1,US6938090B2,2005-08-30,Nokia Corporation,Authentication and protection for IP application protocols based on 3GPP IMS procedures
EP2091203A1,US20060128376A1,2006-06-15,Alexis Glenroy J,Communication systems and methods
EP2091203A1,US7480915B2,2009-01-20,Nokia Corporation,WV-IMS relay and interoperability methods
EP2091203A1,GB0230301D0,2003-02-05,Nokia Corp,Streaming media
EP2091203A1,US20040184432A1,2004-09-23,Ralitsa Gateva,Method for controlling streaming services
EP2091203A1,SE0301053D0,2003-04-07,Ericsson Telefon Ab L M,Method and system in a communications network
EP2091203A1,JP2005160063A,2005-06-16,Alcatel,Personalization module for interactive digital television system
EP2091203A1,US7440440B1,2008-10-21,3Com Corporation,Method and system for device-based call park and pick-up
EP2091203A1,EP1545132A1,2005-06-22,Alcatel,An interactive digital television broadcast system
