publication_number,patent_citation,publication_date,assignee,title
EP1118860A1,0,0,0,"STOLTZE LARS; DICK TOBIAS P; DEEG MARTIN; POEMMERL BEATE; RAMMENSEE HANS-GEORG; SCHILD HANSJOERG: ""Generation of the vesicular stomatitis virus nucleoprotein cytotoxic T lymphocytes epitope requires proteasome-dependent and -independent proteolytic activities"", EUROPEAN JOURNAL OF IMMUNOLOGY, vol. 28, December 1998 (1998-12-01), pages 4029 - 4036, XP000925682"
EP1118860A1,0,0,0,"THEOBALD MATTHIAS; RUPPERT THOMAS; KUCKELKORN ULRIKE; HERNANDEZ JAVIER; ET AL.: ""The sequence alteration associated with a mutational hotspot in p53 protects cells from lysis by cytotoxic T lymphocytes specific for a flanking peptide epitope"", JOURNAL OF EXPERIMENTAL MEDICINE, vol. 188, 21 September 1998 (1998-09-21), pages 1017 - 1028, XP000925673"
EP1118860A1,0,0,0,"VALMORI DANILA; GILEADI UZI; SERVIS CATHERINE; DUNBAR P ROD ET AL.: ""Modulation of proteasomal activity required for the generation of a cytotoxic T lymphocyte-defined peptide derived from the tumor antigen MAGE-3"", JOURNAL OF EXPERIMENTAL MEDICINE, vol. 189, 15 March 1999 (1999-03-15), pages 895 - 905, XP000925674"
EP1118860A1,0,0,0,"VAN BAREN N; CHAMBOST H; FERRANT A; MICHAUX L; IKEDA H; MILLARD I; OLIVE D; BOON T; COULIE P G: ""PRAME, a gene encoding an antigen recognized on a human melanoma by cytotoxic T cells, is expressed in acute leukaemia cells"", BRITISH JOURNAL OF HAEMATOLOGY, vol. 102, September 1998 (1998-09-01), pages 1376 - 1379, XP000925666"
EP1135846B1,0,0,0,None
EP1144201B1,0,0,0,0
EP1152981B1,0,0,0,0
EP1153239A1,0,0,0,See references of WO0140706A1
EP1161253A1,0,0,0,See references of WO0053205A1
EP1166017A1,0,0,0,See references of WO0058670A1
EP1169218A1,0,0,0,See references of WO0048899A1
EP1169218B1,0,0,0,0
EP1173715B1,0,0,0,0
EP1181214A1,0,0,0,See references of WO0071438A1
EP1187958A1,0,0,0,See references of WO0079071A1
EP1188150A1,0,0,0,See references of WO0075877A1
EP1188477A1,0,0,0,"ADSORBENTY, IKH POLUCH., SVOISTVA PRIMEN., TR. VSES. SOVESHCH. ADSORBENTAM, 4TH (1978), MEETING DATE 1976, 132-4. EDITOR(S): PLACHENOV, T. G. PUBLISHER: ""NAUKA"", LENINGR. OTD., LENINGRAD, USSR., 1978"
EP1188477A1,0,0,0,"DATABASE CHEMABS [online] CHEMICAL ABSTRACTS SERVICE, COLUMBUS, OHIO, US; SCHOELLNER, ROLF ET AL: ""Effect of mechanical pressing on the dynamic sorption of C4 hydrocarbons on NaMgA- zeolites"", XP002158140, retrieved from STN Database accession no. 97:115820 CA"
EP1188477A1,0,0,0,"DATABASE CHEMABS [online] CHEMICAL ABSTRACTS SERVICE, COLUMBUS, OHIO, US; SCHOELLNER, ROLF ET AL: ""Effect of the pressing of zeolite on its structure and properties"", XP002158139, retrieved from STN Database accession no. 89:153136 CA"
EP1188477A1,0,0,0,"Z. PHYS. CHEM. (LEIPZIG) (1982), 263(4), 657-64, 1982"
EP1191908A1,0,0,0,See references of WO0101892A1
EP1194141A1,0,0,0,See references of WO0101985A1
EP1194336A1,0,0,0,See references of WO0071428A1
EP1204589B1,0,0,0,0
EP1206227A1,0,0,0,See references of WO0106962A1
EP1206227B1,0,0,0,0
EP1206360A1,0,0,0,See references of WO0107275A1
EP1206360B1,0,0,0,0
EP1206424B1,0,0,0,0
EP1216088A1,0,0,0,See references of WO0123075A1
EP1231928B1,0,0,0,0
EP1343412A1,0,0,0,See references of WO0147406A1
EP1463638B1,0,0,0,0
EP1779863A1,0,0,0,"ANDERSON P A ET AL.: ""Oral glutamine reduces the duration and severity of stomatitis after cancer chemotherapy"", CANCER, vol. 83, no. 7, 1 October 1998 (1998-10-01), pages 1433 - 1439, XP000929455"
EP1779863A1,0,0,0,"BARNARD J A & WARWICK G: ""Butyrate rapidly induces growth inhibition and differentaition in HT-29 cells"", CELL GROWTH & DIFFERENTIATION, vol. 4, no. 6, June 1993 (1993-06-01), pages 495 - 501, XP000929383"
EP1779863A1,0,0,0,"BECK P L & PODOLSKY D K: ""Growth factors in inflammatory bowel disease."", INFLAMMATORY BOWEL DISEASES, vol. 5, no. 1, 1 February 1999 (1999-02-01), pages 44 - 60, XP000929625"
EP1779863A1,0,0,0,"BECK P L & WALLACE J L: ""Cytokines in inflammatory bowel disease."", MEDIATORS OF INFLAMMATION, vol. 6, no. 2, April 1997 (1997-04-01), pages 95 - 103, XP000929627"
EP1779863A1,0,0,0,"GUO Y-S ET AL.: ""Differential regulation by TGF-beta1 and insulin of insulin-like growth factor binding protein-2 in IEC-6 cells"", AMERICAN JOURNAL OF PHYSIOLOGY, vol. 268, no. 6 (1/3), June 1995 (1995-06-01), pages E1199 - E1204, XP000929395"
EP1779863A1,0,0,0,"HOWARTH G S ET AL.: ""Insulin-like growth factor-1 partially attenuates colonic damage in rats with experimental colitis induced by oral dextran sulphate sodium"", SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY, vol. 33, no. 2, 1998, pages 180 - 190, XP000929385"
EP1779863A1,0,0,0,"PAKKANEN R ET AL: ""Growth factors and antimicrobial factors of bovine colostrum."", INTERNATIONAL DAIRY JOURNAL, vol. 7, no. 5, 1997, pages 285 - 297, XP000929616"
EP1779863A1,0,0,0,"WADLEIGH R G ET AL.: ""Vitamin E in the treatment of chemotherapy-induced mucositis"", AMERICAN JOURNAL OF MEDICINE, vol. 92, May 1992 (1992-05-01), pages 481 - 484, XP000929488"
EP1779863A1,0,0,0,"WALKER-SMITH J A: ""Chronic inflammatory bowel disease in children: a complex problem in management"", POSTGRADUATE MEDICAL JOURNAL, vol. 76, no. 898, August 2000 (2000-08-01), pages 469 - 472, XP000971805"
EP1066752A1,0,0,0,0
EP1067364A1,0,0,0,"LI, Y; ZILIASKOPOULUS,AK;WALLER,ST: ""Linear programming formulations for system optimum dynamic traffic assignment with arrival time-based and departure time-based demands."", TRANSPORTATION RESEARCH RECORD 1667, 1999, pages 52 - 59, XP000904726, ISSN: 03611981, ISBN: 0309070627, Retrieved from the Internet <URL:http://www.dcdata.com/scripts/> [retrieved on 20000405]"
EP1115995A1,0,0,0,See references of WO0066926A1
EP1118561A1,0,0,0,0
EP1130105A1,0,0,0,"BEIJERSBERGEN A ET AL: ""CONJUGATIVE TRANSFER BY THE VIRULENCE SYSTEM OF AGROVACTERIUM TUMEFACIENS"", SCIENCE,US,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,, vol. 256, 29 May 1992 (1992-05-29), pages 1324 - 1327, XP000674721, ISSN: 0036-8075"
EP1130105A1,0,0,0,"BUCHANAN-WOLLASTON ET AL: ""The mob and oriT mobilization functions of a bacterial plasmid promote its transfer to plants"", NATURE,GB,MACMILLAN JOURNALS LTD. LONDON, vol. 328, 9 July 1987 (1987-07-09), pages 172 - 175, XP002094285, ISSN: 0028-0836"
EP1130105A1,0,0,0,"CABEZON E ET AL.: ""Genetic evidence of a coupling role for the TraG protein family in bacterial conjungation"", MOLECULAR AND GENERAL GENETICS, vol. 254, 1997, pages 400 - 406, XP002144852"
EP1130105A1,0,0,0,"DE GROOT M J A ET AL.: ""Agrobacterium tumefaciens-mediated transformation of filamentous fungi"", NATURE BIOTECHNOLOGY, vol. 16, September 1998 (1998-09-01), pages 839 - 842, XP002144853"
EP1130105A1,0,0,0,"NOMURA N ET AL: ""Genetic organization of a DNA-processing region required for mobilization of a non-self-transmissible plasmid, pEC3, isolated from Erwinia carotovora subsp. carotovora"", GENE,NL,ELSEVIER BIOMEDICAL PRESS. AMSTERDAM, vol. 170, no. 1, 17 April 1996 (1996-04-17), pages 57 - 62, XP004042870, ISSN: 0378-1119"
EP1130105A1,0,0,0,"WARD J E ET AL.: ""Activity of the Agrobacterium T-DNA transfer machinery is affected by virB gene products"", PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE USA, vol. 88, October 1991 (1991-10-01), pages 9350 - 9354, XP002144851"
EP1134280A1,0,0,0,0
EP1159755B1,0,0,0,0
EP1163210A1,0,0,0,See references of WO0055117A1
EP1163210B1,0,0,0,0
EP1172646A1,0,0,0,"B. E. PADDEN: ""Comparison of solid-state 13C NMR Spectroscopy and Power X-Ray Diffraction for Analyzing Mixtures of Polymorphs of Neotame."", ANALYTICAL CHEMISTRY.A., 1999, AMERICAN CHEMICAL SOCIETY. COLUMBUS., US, pages 3325 - 3331, XP002175928"
EP1172646A1,0,0,0,"CHAYEN N E ET AL: ""AN AUTOMATED SYSTEM FOR MICRO-BATCH PROTEIN CRYSTALLIZATION AND SCREENING"", JOURNAL OF APPLIED CRYSTALLOGRAPHY, COPENHAGEN, DK, vol. 23, 1990, pages 297 - 302, XP000213540, ISSN: 0021-8898"
EP1173715A1,0,0,0,See references of WO0063623A1
EP1176189A1,0,0,0,"C.L. STEWART: ""Oct-4, scene 1: the drama of mouse development"", NATURE GENETICS, vol. 24, no. 4, April 2000 (2000-04-01), pages 328 - 330, XP002155943"
EP1176189A1,0,0,0,"MILES COLIN ET AL: ""Expression of the Ly6E.1 (Sca-1) transgene in adult hematopoietic stem cells and the developing mouse embryo."", DEVELOPMENT (CAMBRIDGE), vol. 124, no. 2, 1997, pages 537 - 547, XP002155940, ISSN: 0950-1991"
EP1176189A1,0,0,0,"NISHIMOTO MASAZUMI ET AL: ""The gene for the embryonic stem cell coactivator UTF1 carries a regulatory element which selectively interacts with a complex composed of Oct-3/4 and Sox-2."", MOLECULAR AND CELLULAR BIOLOGY, vol. 19, no. 8, August 1999 (1999-08-01), pages 5453 - 5465, XP002155941, ISSN: 0270-7306"
EP1176189A1,0,0,0,"NIWA HITOSHI ET AL: ""Quantitative expression of Oct-3/4 defines differentiation, dedifferentiation or self-renewal of ES cells."", NATURE GENETICS, vol. 24, no. 4, April 2000 (2000-04-01), pages 372 - 376, XP002155942, ISSN: 1061-4036"
EP1176189A1,0,0,0,"PESCE M ET AL: ""OCT-4:LESSONS OF TOTIPOTENCY FROM EMBRYONIC STEM CELLS"", CELLS TISSUES ORGANS,CH,KARGER, BASEL, vol. 165, 1999, pages 144 - 152, XP000882174, ISSN: 1422-6405"
EP1176189A1,0,0,0,"SAIJOH YUKIO ET AL: ""Identification of putative downstream genes of Oct-3, a pluripotent cell-specific transcription factor."", GENES TO CELLS, vol. 1, no. 2, 1996, pages 239 - 252, XP000974609, ISSN: 1356-9597"
EP1176189A1,0,0,0,"YEOM Y I ET AL: ""GERMLINE REGULATORY ELEMENT OF OCT-4 SPECIFIC FOR THE TOTIPOTENT CYCLE OF EMBRYONAL CELLS"", DEVELOPMENT,COMPANY OF BIOLOGISTS, CAMBRIDGE,,GB, vol. 122, 1996, pages 881 - 894, XP000199302, ISSN: 0950-1991"
EP1182933A1,0,0,0,See references of WO0070957A1
EP1182933B1,0,0,0,0
EP1183189A1,0,0,0,See references of WO0071427A1
EP1191105A1,0,0,0,"FALLAUX F. ET AL.: ""New helper cells and matched early region 1-deleted adenovirus vectors prevent generation of replication-competent adenoviruses"", HUMAN GENE THERAPY, vol. 9, no. 9, 1 September 1998 (1998-09-01), pages 1909 - 1917, XP002111070, ISSN: 1043-0342"
EP1191105A1,0,0,0,"SEGERMAN A. ET AL.: ""Adenovirus types 11p and 35p show high binding efficiencies for committed hematopoietic cell lines and are infective to these cell lines."", JOURNAL OF VIROLOGY, vol. 74, no. 3, February 2000 (2000-02-01), pages 1457 - 1467, XP002161682, ISSN: 0022-538X"
EP1191105A1,0,0,0,"SHARMA S. ET AL.: ""Efficient infection of a human T-cell line and of human primary peripheral blood leukocytes with a pseudotyped retrovirus vector."", PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES, vol. 93, no. 21, 1996, 1996, pages 11842 - 11847, XP002161681, ISSN: 0027-8424"
EP1191105A1,0,0,0,"SHAYAKHMETOV D. M. ET AL.: ""EFFICIENT GENE TRANSFER INTO HUMAN CD34+ CELLS BY A RETARGETED ADENOVIRUS VECTOR"", JOURNAL OF VIROLOGY, vol. 74, no. 6, March 2000 (2000-03-01), pages 2567 - 2583, XP000938716, ISSN: 0022-538X"
EP1194141B1,0,0,0,0
EP1198559A1,0,0,0,See references of WO0107571A1
EP1210547A1,0,0,0,See references of WO0046546A1
EP1213955A2,0,0,0,See references of WO0122800A2
EP1214361A1,0,0,0,See references of WO0109198A1
EP1216088B1,0,0,0,0
EP1218219A2,0,0,0,See references of WO0112469A2
EP1218219B1,0,0,0,0
EP1227819A1,0,0,0,See references of WO0132187A1
EP1232403A2,0,0,0,See references of WO0138902A2
EP1240310A2,0,0,0,See references of WO0146390A3
EP1242983A1,0,0,0,See references of WO0148716A1
EP1309946A1,0,0,0,See references of WO0115089A1
EP1463638A2,0,0,0,See references of WO0102190A1
EP1006733B1,0,0,0,0
EP1013210A3,0,0,0,0
EP1018585A1,0,0,0,0
EP1018785A1,0,0,0,0
EP1020110A2,0,0,0,None
EP1020145A1,0,0,0,0
EP1020248A3,0,0,0,0
EP1020348A2,0,0,0,0
EP1020380A1,0,0,0,0
EP1020508A2,0,0,0,0
EP1020508A3,0,0,0,0
EP1020509B1,0,0,0,0
EP1020929A1,0,0,0,"HAAN DE S W H ET AL: ""TEST RESULTS OF A 130 AC MODULE;A MODULAR SOLAR AC POWER STATION"", WORLD CONFERENCE ON PHOTOVOLTAIC ENERGY, WAIKOLOA, DEC. 5 - 9, 1994, vol. 1, no. CONF. 1, 5 December 1994 (1994-12-05), INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS, pages 925 - 928, XP000681354"
EP1020929A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 018, no. 671 (M - 1726) 19 December 1994 (1994-12-19)"
EP1021003A3,0,0,0,"A. BÖTTCHER: ""Vielfachzugriffsmethoden in zentralisierten Datenfunknetzen für zeitvariante, gestörte Kanäle"", 1992, VDI-VERLAG GMBH, DÜSSELDORF, XP002256168"
EP1021003A3,0,0,0,"M. MOULY, M.-B. PAUTET: ""The GSM System for Mobile Communications"", 1992, CELL&SYS. CORRESPONDENCE, PALAISEAU, XP002256167"
EP1021003B1,0,0,0,0
EP1022066A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 012, no. 307 (P - 747) 22 August 1988 (1988-08-22)"
EP1022066A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 016, no. 098 (C - 0918) 11 March 1992 (1992-03-11)"
EP1022066B1,0,0,0,0
EP1022141A1,0,0,0,"PATENT ABSTRACTS OF JAPAN vol. 004, no. 108 (M - 024) 5 August 1980 (1980-08-05)"
EP1022220A1,0,0,0,0
EP1022391B1,0,0,0,0
EP1022502A1,0,0,0,0
EP1022617A3,0,0,0,0
EP1022659A2,0,0,0,"DALLAS SEMICONDUCTOR:  ""DS5002FP Description"" WEBARCHIVE.ORG,  [Online] Februar 1998 (1998-02), Seiten 1-10, XP002253631 Gefunden im Internet: <URL:http://web.archive.org/web/1998061005 3242/www.dalsemi.com/DocControl/PDFs/5002f p.pdf> [gefunden am 2003-09-05]"
EP1022659A2,0,0,0,"WEISS R:  ""ENHANCED 8051 DELIVERS SECURE OPERATION AND PROTECTS SOFTWARE"" EDN ELECTRICAL DESIGN NEWS, CAHNERS PUBLISHING CO. NEWTON, MASSACHUSETTS, US, Bd. 37, Nr. 6, 16. M{rz 1992 (1992-03-16), Seite 83 XP000298138 ISSN: 0012-7515"
