publication_number,patent_citation,publication_date,assignee,title
EP3563574A1,US10911508B2,2021-02-02,Telefonaktiebolaget Lm Ericsson (Publ),Adaptive bitrate streaming of live content
EP3563574A1,WO2019148498A1,2019-08-08,Telefonaktiebolaget Lm Ericsson (Publ),"A method, a user equipment and a computer program product for enabling a dynamic adaptive streaming over http, dash, player to fetch media segments from a network"
EP3563574A1,US11039206B2,2021-06-15,"Hulu, LLC",Differential media presentation descriptions for video streaming
EP3563574A1,US10863211B1,2020-12-08,"Amazon Technologies, Inc.",Manifest data for server-side media fragment insertion
EP3563574A1,US11138504B2,2021-10-05,Datalogic Ip Tech S.R.L.,Deployment of deep neural networks (DNN) in embedded devices by means of peer-to-peer routing between computational points
EP3563574A1,US11095684B2,2021-08-17,"Fortanix, Inc.",Providing attributes of a network service
EP3563574A1,US10547915B1,2020-01-28,"Look At Me, Inc.",System and method for optimizing playlist information for ultra low latency live streaming
EP3563574A1,US11202122B1,2021-12-14,Sling Media Pvt. Ltd.,Stale variant handling for adaptive media player
EP3578096A1,USD917704S1,2021-04-27,Masimo Corporation,Patient monitor
EP3578096A1,USD919100S1,2021-05-11,Masimo Corporation,Holder for a patient monitor
EP3578096A1,USD919094S1,2021-05-11,Masimo Corporation,Blood pressure device
EP3578096A1,USD921202S1,2021-06-01,Masimo Corporation,Holder for a blood pressure device
EP3578096A1,WO2021118965A1,2021-06-17,Jabil Inc.,Health and vital signs monitoring patch with display and making of same
EP3578096A1,USD927699S1,2021-08-10,Masimo Corporation,Electrode pad
EP3578096A1,USD933232S1,2021-10-12,Masimo Corporation,Blood pressure monitor
EP3578096A1,USD940330S1,2022-01-04,Emfit Oy,Body sensor
EP3578096A1,GB2596124A,2021-12-22,Prevayl Innovations Ltd,Contact pad assembly
EP3591565A1,WO2022035491A1,2022-02-17,"Microsoft Technology Licensing, Llc",Prevention of ram access pattern attacks via selective data movement
EP3591565A1,US11010479B2,2021-05-18,International Business Machines Corporation,Cyber security for space-switching program calls
EP3591565A1,US10915640B2,2021-02-09,International Business Machines Corporation,Cyber security testing for authorized services
EP3591565A1,US10978171B2,2021-04-13,"Microsoft Technology Licensing, Llc",Identification of susceptibility to induced charge leakage
EP3591565A1,FR3111731A1,2021-12-24,Upmem,Method and circuit for protecting a DRAM memory device from the rank hammering effect
EP3595858A1,0,0,0,0
EP3610482A1,US10860754B2,2020-12-08,"Vektor Medical, Inc.",Calibration of simulated cardiograms
EP3610482A1,CN113286557A,2021-08-20,维克多医疗股份有限公司,Image enhancement with source position
EP3610482A1,US11259871B2,2022-03-01,"Vektor Medical, Inc.",Identify ablation pattern for use in an ablation
EP3610482A1,US11065060B2,2021-07-20,"Vektor Medical, Inc.",Identify ablation pattern for use in an ablation
EP3610482A1,US20190333640A1,2019-10-31,"Vektor Medical, Inc.",User interface for presenting simulated anatomies of an electromagnetic source
EP3610482A1,EP3669758A1,2020-06-24,Koninklijke Philips N.V.,Electrocardiographic imaging system
EP3610482A1,CN109645984A,2019-04-19,深圳市科曼医疗设备有限公司,A kind of calculation method and device of the distribution of vectorcardiographic loop quadrant
EP3610482A1,WO2020154909A1,2020-08-06,深圳市科曼医疗设备有限公司,Method and apparatus for determining rotation direction of vector cardiographic loop
EP3610482A1,WO2020154908A1,2020-08-06,深圳市科曼医疗设备有限公司,Calculation method and device for quadrantal distribution of vectorcardiographic loops
EP3610482A1,WO2021242097A1,2021-12-02,Ecg Excellence B.V.,Ecg based method providing acquired cardiac disease detection
EP3610628B1,0,0,0,0
EP3615549A1,RU2702655C1,2019-10-09,"Федеральное государственное бюджетное учреждение ""Новосибирский научно-исследовательский институт туберкулеза"" Министерства здравоохранения Российской Федерации (ФГБУ ""ННИИТ"" Минздрава России)",Method of treating urogenital tuberculosis
EP3618097A1,WO2021175842A1,2021-09-10,Universiteit Maastricht,Quality control standards for mass spectrometry imaging
EP3622483A1,KR20180059210A,2018-06-04,삼성전자주식회사,Image processing apparatus and method for image processing thereof
EP3622483A1,WO2020009344A1,2020-01-09,엘지전자 주식회사,Sub-picture-based processing method of 360 video data and apparatus therefor
EP3622483A1,US11240497B2,2022-02-01,Telefonaktiebolaget Lm Ericsson (Publ),Deblocking in a video encoder and/or video decoder
EP3622483A1,EP3739880A1,2020-11-18,Axis AB,"Method, device and computer program product for encoding a distorted image frame"
EP3622483A1,CN111464805B,2021-08-10,宁波大学,Three-dimensional panoramic video rapid coding method based on panoramic saliency
EP3622483A1,CN113573058B,2021-11-30,康达洲际医疗器械有限公司,Interframe image coding method based on space-time significance fusion
EP3624113A1,WO2021252873A1,2021-12-16,"Tektronix, Inc.",System and method for separation and classification of signals using cyclic loop images
EP3626838A1,CN112725209B,2021-08-17,中粮营养健康研究院有限公司,Saccharomyces cerevisiae and leaven for efficiently utilizing maltotriose and application of saccharomyces cerevisiae and leaven in fermented grain beverage and malt PYF factor detection
EP3629750A1,0,0,0,0
EP3631114A1,0,0,0,0
EP3655959A1,0,0,0,0
EP3656168A1,0,0,0,0
EP3656414A1,WO2022043161A1,2022-03-03,Xenios Ag,Cannula for conveying bodily fluids
EP3663297A1,0,0,0,0
EP3669937A1,0,0,0,0
EP3676705A1,EP3361681A4,2018-10-24,"Huawei Technologies Co., Ltd.",Gateway configuration method and gateway device
EP3676705A1,WO2019042912A1,2019-03-07,Koninklijke Kpn N.V.,Application function in a network and control thereof
EP3676705A1,WO2021025605A1,2021-02-11,Telefonaktiebolaget Lm Ericsson (Publ),Reducing network traffic
EP3676705A1,WO2021029512A1,2021-02-18,엘지전자 주식회사,Communication related to change of application server
EP3676705A1,WO2021089811A1,2021-05-14,Nokia Technologies Oy,Detection and triggering for ue-to-ue p2p traffic flow routing optimization
EP3676705A1,WO2021138812A1,2021-07-15,Lenovo (Beijing) Limited,Method and apparatus for selecting user plane function
EP3676705A1,WO2021260420A1,2021-12-30,Nokia Solutions And Networks Oy,Application function relocation procedure
EP3676705A1,CN112055307A,2020-12-08,国家计算机网络与信息安全管理中心,"Method, device, equipment and medium for reporting position information and reselecting UPF (user uplink Filter)"
EP3685396A1,US10860754B2,2020-12-08,"Vektor Medical, Inc.",Calibration of simulated cardiograms
EP3685396A1,CN113286557A,2021-08-20,维克多医疗股份有限公司,Image enhancement with source position
EP3685396A1,US11259871B2,2022-03-01,"Vektor Medical, Inc.",Identify ablation pattern for use in an ablation
EP3685396A1,US11065060B2,2021-07-20,"Vektor Medical, Inc.",Identify ablation pattern for use in an ablation
EP3685396A1,US20190333640A1,2019-10-31,"Vektor Medical, Inc.",User interface for presenting simulated anatomies of an electromagnetic source
EP3685396A1,EP3669758A1,2020-06-24,Koninklijke Philips N.V.,Electrocardiographic imaging system
EP3685396A1,CN109645984A,2019-04-19,深圳市科曼医疗设备有限公司,A kind of calculation method and device of the distribution of vectorcardiographic loop quadrant
EP3685396A1,WO2020154909A1,2020-08-06,深圳市科曼医疗设备有限公司,Method and apparatus for determining rotation direction of vector cardiographic loop
EP3685396A1,WO2020154908A1,2020-08-06,深圳市科曼医疗设备有限公司,Calculation method and device for quadrantal distribution of vectorcardiographic loops
EP3685396A1,WO2021242097A1,2021-12-02,Ecg Excellence B.V.,Ecg based method providing acquired cardiac disease detection
EP3707201A1,0,0,0,0
EP3707892A1,CN108370416A,2018-08-03,皇家Kpn公司,Output video is generated from video flowing
EP3707892A1,CN110798377B,2021-07-16,东软集团股份有限公司,"Monitoring image sending method and device, storage medium and electronic equipment"
EP3707892A1,WO2021087848A1,2021-05-14,华为技术有限公司,Image data processing method and apparatus
EP3707892A1,US20220021822A1,2022-01-20,International Business Machines Corporation,Guided multi-spectral inspection
EP3709873A2,0,0,0,0
EP3723641A1,NL2020071B1,2019-06-21,Umc Utrecht Holding Bv,Deformable body and combination of such deformable body and a surgical screw element.
EP3723641A1,NL2023291B1,2021-01-21,Umc Utrecht Holding Bv,Hydrogel for in-vivo release of medication
EP3723641A1,NL2025818B1,2022-02-16,Umc Utrecht Holding Bv,Improved adhesive drug carrier
EP3724721A1,DE102019117964A1,2020-07-23,Asml Netherlands B.V.,Lithography system with a monitoring device for a pellicle
EP3724721A1,WO2021172104A1,2021-09-02,三井化学株式会社,"Pellicle film, pellicle, original plate for exposure, exposure device, method for producing pellicle, and method for producing semiconductor device"
EP3724721A1,WO2021175797A1,2021-09-10,Asml Holding N.V.,End-of-life monitoring of dynamic gas lock membranes and pupil facet mirrors and detection of membrane rupture in lithographic apparatuses
EP3747437A1,US10973878B2,2021-04-13,"Immuneonco Biopharmaceuticals (Shanghai) Co., Ltd.",Recombinant fusion protein containing an anti-PD-L1 antibody
EP3747437A1,KR20220004979A,2022-01-12,유엠씨 우트레크트 홀딩 비.브이.,Engineered IGA Antibodies and Methods of Use
EP3437509A1,0,0,0,0
EP3468215A1,WO2021144025A1,2021-07-22,"Huawei Technologies Co., Ltd.",Representation of media data
EP3468215A1,JP6879479B2,2021-06-02,インターディジタル・シーイー・パテント・ホールディングス・ソシエテ・パ・アクシオンス・シンプリフィエ,"Methods, devices and systems that facilitate navigation in extended scenes"
EP3468215A1,US11115451B2,2021-09-07,Mediatek Singapore Pte. Ltd.,Methods and apparatus for signaling viewports and regions of interest
EP3468215A1,CN110505481B,2021-06-01,杭州亿圣信息技术有限公司,Method for improving low-loss coding efficiency of video POI (point of interest) by eye movement monitoring
EP3468215A1,CN110381383B,2020-09-25,网宿科技股份有限公司,"Method and device for generating interactive audio and video based on mobile terminal, computing equipment and storage medium"
EP3468215A1,US20210099509A1,2021-04-01,Tencent America LLC,Methods and apparatuses for dynamic adaptive streaming over http
EP3473981A1,NL2023628B9,2021-08-20,Wilhelmus Maria Van Bentum Johannes,"System for controlling an autonomous driving vehicle or (air)vehicle, autonomously driving vehicle or (air)vehicle, which can be controlled on the basis of steering and acceleration values, provided with such a system."
EP3564339B1,0,0,0,0
EP3566066A1,WO2021102593A1,2021-06-03,Pontificia Universidad Catolica De Chile,"System and method for determining and quantifying the concentration of an analyte, which comprises an optically active diamond-based sensor, a chamber accommodating the sensor, and means for inserting a sample; and use of said sensor"
EP3566066A1,EP3904897A1,2021-11-03,Technische Universität München,Parallelized magnetic sensing of samples using solid-state spin systems
EP3566066B1,WO2021102593A1,2021-06-03,Pontificia Universidad Catolica De Chile,"System and method for determining and quantifying the concentration of an analyte, which comprises an optically active diamond-based sensor, a chamber accommodating the sensor, and means for inserting a sample; and use of said sensor"
EP3566066B1,EP3904897A1,2021-11-03,Technische Universität München,Parallelized magnetic sensing of samples using solid-state spin systems
EP3576628B1,US10295485B2,2019-05-21,"Sigray, Inc.",X-ray transmission spectrometer system
EP3576628B1,US10845491B2,2020-11-24,"Sigray, Inc.",Energy-resolving x-ray detection system
EP3576628B1,CN112470245A,2021-03-09,斯格瑞公司,High brightness X-ray reflection source
EP3576628B1,CN112823280A,2021-05-18,斯格瑞公司,System and method for depth-selectable X-ray analysis
EP3576628B1,US11217357B2,2022-01-04,"Sigray, Inc.",X-ray mirror optics with multiple hyperboloidal/hyperbolic surface profiles
EP3585263A1,CN111543986B,2021-03-02,清华大学,Electroencephalogram event synchronization method without hardware connection
EP3585879A1,0,0,0,0
EP3585879B1,0,0,0,0
EP3586514A1,US20190182462A1,2019-06-13,"Gopro, Inc.",Methods and apparatus for projection conversion decoding for applications eco-systems
EP3586514A1,US11145108B2,2021-10-12,Nvidia Corporation,Uniform density cube map rendering for spherical projections
EP3586514A1,US10997884B2,2021-05-04,Nvidia Corporation,Reducing video image defects by adjusting frame buffer processes
EP3586514A1,KR20210094646A,2021-07-29,지티이 코포레이션,Immersive video bitstream processing
EP3586514A1,US11109067B2,2021-08-31,"Gopro, Inc.",Methods and apparatus for maximizing codec bandwidth in video applications
EP3586514A1,US11228781B2,2022-01-18,"Gopro, Inc.",Methods and apparatus for maximizing codec bandwidth in video applications
EP3586514A1,CN111371987B,2021-06-25,Oppo广东移动通信有限公司,"Image processing method and device, electronic equipment and computer readable storage medium"
EP3593631A1,CN111758496A,2020-10-13,河北师范大学,Pure culture mycelium of fleshy black spore fungus and application of pure culture mycelium in artificial domestication and cultivation
EP3601632A1,0,0,0,0
EP3610628A1,0,0,0,0
EP3631453A1,JPWO2020218121A1,2020-10-29,,
EP3631453A1,WO2021015619A1,2021-01-28,Stichting Het Nederlands Kanker Instituut-Antoni van Leeuwenhoek Ziekenhuis,Progression markers for colorectal adenomas
EP3631453A1,WO2021076969A1,2021-04-22,"Exact Sciences Development Company, Llc",Multiple analyte fecal antigen testing
EP3631453A1,WO2021187173A1,2021-09-23,公益財団法人がん研究会,Method for detecting gastrointestinal stromal tumor and detection reagent
EP3632101A1,CN114009054A,2022-02-01,索尼集团公司,"Information processing apparatus, information processing method, reproduction processing apparatus, and reproduction processing method"
EP3632101A1,WO2021110940A1,2021-06-10,Koninklijke Kpn N.V.,Encoding and decoding views on volumetric image data
EP3636344A1,WO2022018340A1,2022-01-27,Netri,Device for positioning and attaching microfluidic devices
EP3643127B1,0,0,0,0
EP3646284A1,0,0,0,0
EP3655309A2,0,0,0,0
EP3658141A1,US10973878B2,2021-04-13,"Immuneonco Biopharmaceuticals (Shanghai) Co., Ltd.",Recombinant fusion protein containing an anti-PD-L1 antibody
EP3658141A1,KR20220004979A,2022-01-12,유엠씨 우트레크트 홀딩 비.브이.,Engineered IGA Antibodies and Methods of Use
EP3664690A1,CN112580612B,2021-06-08,中国科学院自动化研究所,Physiological signal prediction method
EP3664704A1,WO2021111436A1,2021-06-10,Binah.Ai Ltd,System and method for physiological measurements from optical data
EP3669506A1,0,0,0,0
EP3672399A2,0,0,0,0
EP3676794A1,JP2020155979A,2020-09-24,任天堂株式会社,"Image display system, image display program, image display device, and image display method"
EP3676794A1,WO2021141887A1,2021-07-15,The Johns Hopkins University,Overlaying augmented reality (ar) content within an ar headset coupled to a magnifying loupe
EP3678556A1,0,0,0,0
EP3679336A1,0,0,0,0
EP3704309A1,0,0,0,0
EP3707201B1,0,0,0,0
EP3707201B8,0,0,0,0
EP3717383B1,0,0,0,0
EP3721636A1,WO2021130355A1,2021-07-01,Koninklijke Kpn N.V.,Video processing device and manifest file for video streaming
EP3728877A1,0,0,0,0
EP3729704A1,0,0,0,0
EP3729731A1,US20210044412A1,2021-02-11,Qualcomm Incorporated,Techniques for in-band repeater control
EP3729731A1,CN113259916A,2021-08-13,阿里巴巴集团控股有限公司,"Communication method based on Bluetooth network, node and communication system thereof"
EP3729731A1,US20220046618A1,2022-02-10,Qualcomm Incorporated,Techniques for time and/or frequency domain reconfiguration of a forwarded signal using a repeater node
EP3729751A1,CN113259860B,2021-10-19,四川九通智路科技有限公司,Ad hoc network method based on Bluetooth broadcast communication
EP3729829A1,US11082662B2,2021-08-03,Koninklijke Kpn N.V.,Enhanced audiovisual multiuser communication
EP3729829A1,EP3787319A1,2021-03-03,Nokia Technologies Oy,Rendering 2d visual content related to volumetric audio content
EP3729829A1,WO2022000174A1,2022-01-06,深圳市大疆创新科技有限公司,"Audio processing method, audio processing apparatus, and electronic device"
EP3729844A1,WO2021138511A1,2021-07-08,Qualcomm Incorporated,Methods and apparatuses for supporting connectivity of remote user equipments with relay access via an interworking function
EP3729844A1,WO2022040830A1,2022-03-03,Qualcomm Incorporated,Relay of wireless communication to a network entity based on a remote connection
EP3747438A1,US10973878B2,2021-04-13,"Immuneonco Biopharmaceuticals (Shanghai) Co., Ltd.",Recombinant fusion protein containing an anti-PD-L1 antibody
EP3747438A1,KR20220004979A,2022-01-12,유엠씨 우트레크트 홀딩 비.브이.,Engineered IGA Antibodies and Methods of Use
EP3937572A1,0,0,0,0
EP3406844A1,WO2021029887A1,2021-02-18,Landmark Graphics Corporation,Processing hydrocarbon production data to characterize treatment effectiveness and landing zones
EP3406844A1,WO2021081003A1,2021-04-29,Chevron U.S.A. Inc.,Systems and methods for predicting hydrocarbon production and assessing prediction uncertainty
EP3406844A1,WO2021154644A1,2021-08-05,Chevron U.S.A. Inc.,Systems and methods for generating subsurface feature prediction probability distributions as a function of position in a subsurface volume of interest
EP3406844A1,EP3688500A4,2021-06-30,Chevron U.S.A. Inc.,Systems and methods for estimating reservoir productivity as a function of depth in a subsurface volume of interest
EP3406844A1,US20190138963A1,2019-05-09,"Raisa II Holdings, LLC",Method and system for self learning location selection and timing prediction
EP3406844A1,CA3110523A1,2020-02-27,"Well Data Labs, Inc.",Machine learning assisted events recognition on time series well data
EP3406844A1,CN109543916A,2019-03-29,广东工业大学,Silicon rod growth rate prediction model in a kind of polycrystalline silicon reducing furnace
EP3406844A1,WO2020117235A1,2020-06-11,"Halliburton Energy Services, Inc.",Methods and systems for processing borehole dispersive waves with a physics-based machine learning analysis
EP3406844A1,US20210406792A1,2021-12-30,"Halliburton Energy Services, Inc.",Hydraulic fracturing operation planning using data-driven multi-variate statistical machine learning modeling
EP3406844A1,WO2020139347A1,2020-07-02,"Halliburton Energy Services, Inc.",Hydraulic fracturing job plan real-time revisions utilizing detected response feature data
EP3406844A1,WO2020139346A1,2020-07-02,"Halliburton Energy Services, Inc.",Hydraulic fracturing job plan real-time revisions utilizing collected time-series data
EP3406844A1,US20200309992A1,2020-10-01,"Drilling Info, Inc.",Determining a landing zone in a subterranean formation
EP3406844A1,WO2021236095A1,2021-11-25,Landmark Graphics Corporation,Facilitating hydrocarbon exploration from earth system models
EP3406844A1,CN112464434B,2021-12-07,中国农业科学院农业资源与农业区划研究所,Method and system for predicting pollution discharge amount of agricultural irrigation ground source
EP3410598A1,0,0,0,0
EP3441522A1,0,0,0,0
EP3441522B1,0,0,0,0
EP3473981B1,NL2023628B9,2021-08-20,Wilhelmus Maria Van Bentum Johannes,"System for controlling an autonomous driving vehicle or (air)vehicle, autonomously driving vehicle or (air)vehicle, which can be controlled on the basis of steering and acceleration values, provided with such a system."
EP3493541A2,0,0,0,0
EP3564339A1,0,0,0,0
EP3576628A1,US10295485B2,2019-05-21,"Sigray, Inc.",X-ray transmission spectrometer system
EP3576628A1,US10845491B2,2020-11-24,"Sigray, Inc.",Energy-resolving x-ray detection system
EP3576628A1,CN112470245A,2021-03-09,斯格瑞公司,High brightness X-ray reflection source
EP3576628A1,CN112823280A,2021-05-18,斯格瑞公司,System and method for depth-selectable X-ray analysis
EP3576628A1,US11217357B2,2022-01-04,"Sigray, Inc.",X-ray mirror optics with multiple hyperboloidal/hyperbolic surface profiles
EP3580918A1,0,0,0,0
EP3585263B1,CN111543986B,2021-03-02,清华大学,Electroencephalogram event synchronization method without hardware connection
EP3587166A1,DE102020201760A1,2021-08-12,Volkswagen Aktiengesellschaft,"Loading device, transport vehicle and loading method"
EP3600022A1,CN113951895A,2022-01-21,香港中文大学,Method and tool for predicting developmental language and communication ability of infants
EP3600022A1,US20220061685A1,2022-03-03,Covidien Lp,Method and system for displaying heart rate variability
EP3601534A1,0,0,0,0
EP3603101A1,0,0,0,0
EP3615062A1,0,0,0,0
EP3619501A1,USD855641S1,2019-08-06,"Toyota Research Institute, Inc.",Display screen with a graphical user interface or portion thereof
EP3619501A1,US11060881B2,2021-07-13,"Ford Global Technologies, Llc",Method and apparatus for navigation instructions including enhanced lane guidance
EP3619501A1,US11262209B2,2022-03-01,Here Global B.V.,Methods and systems for road work extension identification
EP3619501A1,USD924259S1,2021-07-06,"Rubrik, Inc.",Display screen or portion thereof having a graphical user interface with a transitional icon
EP3619501A1,USD924258S1,2021-07-06,"Rubrik, Inc.",Display screen or portion thereof having a graphical user interface with a transitional icon
EP3643127A2,0,0,0,0
EP3649089A2,NL2024365B1,2021-08-31,Koers Bonno,Method and device for removing ammonia from exhaust air from a livestock stable.
EP3650556A1,0,0,0,0
EP3654075A1,0,0,0,0
EP3655945A1,CN110021280A,2019-07-16,宁波座头鲸文化科技有限公司,A kind of drum drum face structure of electronic percussion instrument
EP3655945B1,CN110021280A,2019-07-16,宁波座头鲸文化科技有限公司,A kind of drum drum face structure of electronic percussion instrument
EP3664320A1,0,0,0,0
EP3665301A1,WO2021043953A1,2021-03-11,Pamgene Bv,Kinase activity signatures for predicting the response of non-small-cell lung carcinoma patients to a pd-1 or pd-l1 immune checkpoint inhibitor
EP3667531A1,0,0,0,0
EP3672399B1,0,0,0,0
EP3673220A1,CN113994167A,2022-01-28,挪威能源公司,Thermal energy battery
EP3673220A1,NO345513B1,2021-03-22,Energynest As,Thermal energy battery
EP3682194A1,0,0,0,0
EP3684480A2,CN111803882B,2022-02-15,程莉,Rehabilitation breathing training device
EP3691701B8,WO2021239931A1,2021-12-02,Maastricht Universitair Medisch Centrum+,Polymer composition and method of making a medical implant
EP3691701B8,WO2021239932A1,2021-12-02,Dsm Ip Assets B.V.,Medical implant for cartilage replacement and method of making such implant
EP3698156A1,0,0,0,0
EP3704310A1,0,0,0,0
EP3710534A1,0,0,0,0
EP3710757A1,0,0,0,0
EP3711281A1,0,0,0,0
EP3713647A1,EP3900698A1,2021-10-27,Leibniz-Institut für Polymerforschung Dresden e.V.,Product and process for decontamination of harmful substances from the skin
EP3717383A1,0,0,0,0
EP3724374A1,0,0,0,0
EP3728608A1,0,0,0,0
EP3327740A1,0,0,0,0
EP3345810A1,US11230327B2,2022-01-25,Isuzu Motors Limited,Steering device
EP3345810B1,JP2019043216A,2019-03-22,いすゞ自動車株式会社,Steering device
EP3345873A1,0,0,0,0
EP3346182A1,CN109803461A,2019-05-24,天津赛金节能科技股份有限公司,A kind of multi-faceted far-infrared heater
EP3346182A1,EP3594560A1,2020-01-15,AAA-Lux B.V.,"Lighting fixture system, in particular for lighting sports fields, said system being provided with a plurality of lighting fixtures"
EP3348248B1,EP3354247B1,2020-03-18,Permobil AB,Swing arm assembly for a mid-wheel drive wheelchair
EP3348248B1,CN113086050A,2021-07-09,深圳市普渡科技有限公司,"Suspension device, chassis with same and robot"
EP3348617A1,0,0,0,0
EP3348617B1,0,0,0,0
EP3348970A1,JP2020511232A,2020-04-16,ノバルティス アーゲー,System for administering pharmaceuticals
EP3348970A1,US11209300B2,2021-12-28,William Arthur Johnson,Fluid monitoring system and methods of use
EP3348970A1,US20210369959A1,2021-12-02,"Carefusion 303, Inc.",Real time drip chamber monitor
EP3349192A1,0,0,0,0
EP3351382A2,0,0,0,0
EP3351454A1,CN109398161A,2019-03-01,交控科技股份有限公司,A kind of trackside signalling arrangement system in ATP automatic passing over of neutral section area
EP3351454A1,CN112265475A,2021-01-26,天津中铁电气化设计研究院有限公司,Method for designing field section grounding path sections of direct-current traction power supply system
EP3351454B1,CN109398161B,2020-12-01,交控科技股份有限公司,Trackside signal equipment system of automatic neutral section passing (ATP) area
EP3351454B1,CN112265475A,2021-01-26,天津中铁电气化设计研究院有限公司,Method for designing field section grounding path sections of direct-current traction power supply system
EP3354794A2,CN111945515A,2020-11-17,广州同欣康体设备有限公司,Assembly pad device and assembly type runway
EP3354794A2,US11035083B2,2021-06-15,Synprodo B.V.,"Support layer for supporting an artificial turf assembly, and artificial turf system"
EP3354794A2,NL2018565B1,2018-06-05,Synprodo B V,"A support layer for supporting an artificial turf assembly, and artificial turf system"
EP3354794A2,USD886333S1,2020-06-02,4427017 Canada Inc.,Artificial turf padding layer panel
EP3354794A2,CA3095904A1,2019-10-10,"Shaw Industries Group, Inc.",Shock pad for synthetic turf and methods of making same
EP3354794A2,DE102020105822A1,2021-09-02,Overath Gmbh,Elastic pad
EP3354794A2,DE102020106986A1,2021-09-16,Christian Enzler,"Drainage device, drainage system, method for assembling the drainage system and method for producing the drainage device"
EP3354815A1,US10371888B1,2019-08-06,"Uberlux, Inc.",Low-profile drop light for under-vehicle use
EP3354815A1,CN110181662B,2020-11-10,温州商学院,Manufacturing method of cracking luminous wall decoration brick
EP3354815B1,US10371888B1,2019-08-06,"Uberlux, Inc.",Low-profile drop light for under-vehicle use
EP3354815B1,CN110181662B,2020-11-10,温州商学院,Manufacturing method of cracking luminous wall decoration brick
EP3355481A1,US10511920B2,2019-12-17,"Starkey Laboratories, Inc.",Ear-worn electronic device incorporating directional magnetic antenna
EP3355481A1,US10992392B2,2021-04-27,Nxp B.V.,Near-field electromagnetic induction (NFEMI) ratio control
EP3355481A1,US10566690B1,2020-02-18,"Nxp Usa, Inc.",Near-field induction voltage boost circuit
EP3355481A1,US20210242908A1,2021-08-05,Nxp B.V.,Near-field electromagnetic induction (nfemi) antenna
EP3357322A1,CN110249786A,2019-09-20,潍坊学院,A kind of asparagus acquisition device
EP3357322A1,WO2021069091A1,2021-04-15,Jos Van Esch,"Harvesting apparatus for the harvesting of produce, a harvesting assemly and a method for harvesting"
EP3357328A1,WO2020186705A1,2020-09-24,福建省中科生物股份有限公司,Root control cultivation apparatus
EP3360686A1,WO2020114757A1,2020-06-11,Canon Production Printing Holding B.V.,Ink jet printer for printing with variable gloss
EP3361183A1,US10640980B2,2020-05-05,Rmh Tech Llc,Metal panel electrical bonding clip
EP3361183A1,US10731355B2,2020-08-04,Rmh Tech Llc,Mounting device for building surfaces having elongated mounting slot
EP3361183A1,US10859292B2,2020-12-08,Rmh Tech Llc,Trapezoidal rib mounting bracket with flexible legs
EP3361183A1,US10903785B2,2021-01-26,Rmh Tech Llc,PV module mounting assembly with clamp/standoff arrangement
EP3361183A1,US10948002B2,2021-03-16,Rmh Tech Llc,Mounting device for nail strip panels
EP3361183A1,US11041310B1,2021-06-22,Rmh Tech Llc,Mounting device for controlling uplift of a metal roof
EP3361614A1,CN207603443U,2018-07-10,北京比特大陆科技有限公司,"It calculates power plate power stage circuit, packaging power device and calculates power plate"
EP3361834B1,0,0,0,0
EP3363619A1,WO2020225171A1,2020-11-12,Signify Holding B.V.,Downlight with homogeneous light emission using fdm printed light guides
EP3363619A1,US20190015923A1,2019-01-17,United Technologies Corporation,Additively manufactured article including electrically removable supports
EP3363619A1,EP3938213A1,2022-01-19,Signify Holding B.V.,3d printed optics
