publication_number,patent_citation,publication_date,assignee,title
EP3529141A1,NL2017637B1,2018-04-26,Ulstein Design & Solutions B V,Self-propelled jack-up vessel
EP3529141A1,PL3483431T3,2020-12-28,Parkwind Nv,Wind turbine working platform
EP3529141A1,US20190389543A1,2019-12-26,Ensco International Incorporated,Buoyancy assembly
EP3529141A1,NL2021708B1,2020-05-07,Gustomsc Resources Bv,Method for stabilizing a jack-up platform unit
EP3529141A1,DE102019119901A1,2021-01-28,Liebherr-Werk Nenzing Gmbh,Construction ship crane
EP3529141A1,WO2022038165A1,2022-02-24,Fred. Olsen Ocean Ltd.,A method and facility for assembling a plurality of floating wind turbines
EP3531908A1,WO2018199902A1,2018-11-01,"Hewlett-Packard Development Company, L.P.",Ambient light color compensation
EP3531908A1,US11259710B2,2022-03-01,"Mitsubishi Electric Research Laboratories, Inc.",System and method for remote measurements of vital signs
EP3531908A1,CN109270404A,2019-01-25,长沙理工大学,A kind of voltage traveling wave accurate detecting method and device
EP3535644A1,EP3535644A1,2019-09-11,Koninklijke KPN N.V.,Streaming virtual reality video
EP3535644A1,US10843068B2,2020-11-24,Xvisio Technology Corp.,6DoF inside-out tracking game controller
EP3535644A1,WO2018200734A1,2018-11-01,"Pcms Holdings, Inc.",Field-of-view prediction method based on non-invasive eeg data for vr video streaming services
EP3535644A1,US10944971B1,2021-03-09,Cinova Media,Method and apparatus for frame accurate field of view switching for virtual reality
EP3535644A1,EP3509308A1,2019-07-10,Koninklijke Philips N.V.,Apparatus and method for generating an image data bitstream
EP3535644A1,US10638151B2,2020-04-28,Verizon Patent And Licensing Inc.,Video encoding methods and systems for color and depth data representative of a virtual reality scene
EP3535644A1,US11032590B2,2021-06-08,"At&T Intellectual Property I, L.P.","Methods, devices, and systems for providing panoramic video content to a mobile device from an edge server"
EP3535644A1,US10826964B2,2020-11-03,"At&T Intellectual Property I, L.P.",Priority-based tile transmission system and method for panoramic video streaming
EP3535644A1,WO2020069976A1,2020-04-09,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.,Concepts for improved head motion prediction and efficient encoding of immersive video
EP3535644A1,US10931979B2,2021-02-23,"At&T Intellectual Property I, L.P.","Methods, devices, and systems for decoding portions of video content according to a schedule based on user viewpoint"
EP3535644A1,US10779014B2,2020-09-15,"At&T Intellectual Property I, L.P.",Tile scheduler for viewport-adaptive panoramic video streaming
EP3535644A1,US11025981B2,2021-06-01,"At&T Intellectual Property I, L.P.",Facilitating panoramic video streaming with brain-computer interactions
EP3535644A1,US11190786B2,2021-11-30,"At&T Intellectual Property I, L.P.",Transcoding ultra-high-definition panoramic videos
EP3535644A1,CN112153401A,2020-12-29,咪咕视讯科技有限公司,"Video processing method, communication device and readable storage medium"
EP3536113A1,CN112153708A,2020-12-29,华为技术有限公司,Communication method and related equipment
EP3536113A1,CN113556709A,2021-10-26,华为技术有限公司,Communication method and device
EP3536113A1,WO2021243518A1,2021-12-09,"Nokia Shanghai Bell Co., Ltd.",Initial access of remote device via relay
EP3536113A1,WO2021195646A2,2021-09-30,"Futurewei Technologies, Inc.",Methods and apparatus for connection setup of sidelink relays
EP3536113A1,WO2022040828A1,2022-03-03,Qualcomm Incorporated,Layer 2 relay initial configuration
EP3551182A1,EP3920904A1,2021-12-15,"Schedule 1 Therapeutics, Inc.",Compositions comprising cannabinoids and methods of use thereof
EP3563491A1,0,0,0,0
EP3563577A1,AU2020284017A1,2022-01-06,Vanderbilt University,Wearable assistance devices and methods of operation
EP3244648A1,US10517021B2,2019-12-24,Evolve Cellular Inc.,Long term evolution-primary WiFi (LTE-PW)
EP3364132A1,0,0,0,0
EP3403431A1,0,0,0,0
EP3408030A1,0,0,0,0
EP3408030B1,0,0,0,0
EP3426776A1,WO2019060469A2,2019-03-28,Massachusetts Institute Of Technology,Streptococcus cams cas9 as a genome engineering platform with novel pam specificity
EP3426776A1,GB2593353A,2021-09-22,Blueallele Llc,Methods for targeted insertion of DNA in genes
EP3426776A1,US20220048962A1,2022-02-17,The University Of Chicago,Systems and methods for modulating rna
EP3426776A1,WO2021016135A1,2021-01-28,Synthego Corporation,Stabilized crispr complexes
EP3433367B1,CN111542610A,2020-08-14,科沃施种子欧洲股份两合公司,Novel strategy for precise genome editing
EP3433367B1,EP3502259A1,2019-06-26,Universiteit Leiden,A combinational strategy for reducing random integration events when transfecting plants
EP3433367B1,WO2019234129A1,2019-12-12,KWS SAAT SE & Co. KGaA,Haploid induction with modified dna-repair
EP3433367B1,WO2019234132A1,2019-12-12,KWS SAAT SE & Co. KGaA,Base editing in polymerase theta deficient plants
EP3433367B1,EP3660164A1,2020-06-03,KWS SAAT SE & Co. KGaA,Screening of germplasm for desired polymorphisms by assays tested on synthetic dna
EP3433367B1,CN113881703A,2022-01-04,中国人民解放军军事科学院军事医学研究院,Method for improving CHO cell homologous recombination efficiency and related product and application thereof
EP3439912B1,0,0,0,0
EP3442558A1,AU2017249629A1,2018-11-01,Academisch Ziekenhuis Maastricht,Method for the treatment or prevention of osteoarthritis.
EP3445693A1,NL2017214B1,2018-01-31,Synbra Tech B V,Artificial turf suitable for sports fields
EP3445693A1,WO2021118615A1,2021-06-17,"Essentium, Inc.",Split spool assembly for a three-dimensional printer
EP3448359A1,AU2020298130A1,2022-01-20,Biomarck Pharmaceuticals Ltd.,Peptides and methods of use thereof in treating uveitis
EP3449513A1,EP3764405A1,2021-01-13,Nederlandse Organisatie voor toegepast- natuurwetenschappelijk Onderzoek TNO,Method of manufacturing a thin film photovoltaic product
EP3449513A1,CN112133787B,2021-06-11,中国建材国际工程集团有限公司,Copper indium gallium selenide thin-film solar cell module and preparation method thereof
EP3456029B1,US20190158621A1,2019-05-23,Koninklijke Kpn N.V.,Auctioning the serving and/or caching of a data object
EP3463198B1,US11253305B2,2022-02-22,"DePuy Synthes Products, Inc.",Suprapectineal quadrilateral bone plating system and methods of making and using same
EP3478517A1,US10384488B2,2019-08-20,Mark Henry Peterman,Multiple layer foam insert for tires
EP3478517A1,WO2019212489A1,2019-11-07,Mark Henry Peterman,Multi-element foam insert for tires
EP3482259A1,KR20200063225A,2020-06-04,에이에스엠엘 네델란즈 비.브이.,Manufacturing method for manufacturing substrate holder and device
EP3482259A1,EP3534211A1,2019-09-04,ASML Netherlands B.V.,Method and apparatus for forming a patterned layer of material
EP3482259A1,EP3759550A1,2021-01-06,ASML Netherlands B.V.,Method and apparatus for forming a patterned layer of material
EP3482259A1,CN109148253B,2020-01-03,中国科学技术大学,Method for preparing resistive gas electron multiplier film and resistive gas electron multiplier film
EP3482259A1,WO2020135971A1,2020-07-02,Asml Netherlands B.V.,Substrate holder for use in a lithographic apparatus and a method of manufacturing a substrate holder
EP3482259A1,WO2020216571A1,2020-10-29,Asml Netherlands B.V.,A substrate holder for use in a lithographic apparatus
EP3482259A1,KR20210148328A,2021-12-07,에이에스엠엘 홀딩 엔.브이.,"Lithographic apparatus, substrate table, and non-uniform coating method"
EP3482259A1,CN110491816B,2022-01-21,京东方科技集团股份有限公司,Substrate bearing device and gluing and developing equipment
EP3482259A1,WO2021083617A1,2021-05-06,Asml Holding N.V.,Lithographic apparatus and electrostatic clamp designs
EP3482259A1,DE102020123660A1,2022-03-10,Berliner Glas GmbH,Method and device for processing a wafer holding device for wafer lithography
EP3503452A1,0,0,0,0
EP3504870A1,0,0,0,0
EP3535999A1,WO2020053121A1,2020-03-19,Koninklijke Kpn N.V.,Device discovery using radio discovery codes in a secure local area network
EP3536027A1,US10924912B2,2021-02-16,Lg Electronics Inc.,Method for transmitting and receiving data through relay in wireless communication system and apparatus therefor
EP3536027A1,US11012430B1,2021-05-18,Sprint Communications Company L.P.,User equipment relay mediated network channels with blockchain logging
EP3541829A1,TWI541024B,2016-07-11,日本新藥股份有限公司,Antisense nucleic acid
EP3541829A1,US11168141B2,2021-11-09,"Dyne Therapeutics, Inc.",Muscle targeting complexes and uses thereof for treating dystrophinopathies
EP3551166A1,WO2021043673A1,2021-03-11,Syddansk Universitet,"P-gp inducers as protectors against chemotherapy-induced side effects, such as peripheral neuropathy (cipn) and hair loss"
EP3551642A1,0,0,0,0
EP3558396B1,US10769785B2,2020-09-08,"Siemens Medical Solutions Usa, Inc.",Neural network for neurodegenerative disease classification
EP3563602A1,0,0,0,0
EP3724829A1,EP3724924A4,2021-07-14,Intel Corporation,Quantum well stacks for quantum dot devices
EP3724829A1,US10910488B2,2021-02-02,Intel Corporation,Quantum dot devices with fins and partially wrapped gates
EP3724829A1,US10879446B2,2020-12-29,Intel Corporation,Vertical flux bias lines coupled to vertical squid loops in superconducting qubits
EP3724829A1,US11011693B2,2021-05-18,Intel Corporation,Integrated quantum circuit assemblies for cooling apparatus
EP3724829A1,CN111081768B,2021-12-10,中国科学技术大学,Two-dimensional expandable superconducting qubit structure and cavity mode control method thereof
EP3219880A1,0,0,0,0
EP3231303B1,CN110656428A,2020-01-07,斓帛职业培训学校(桐乡)有限公司,Oblique weft insertion weave and weaving method thereof
EP3231303B1,CN108677366A,2018-10-19,绍兴必安防护科技有限公司,A kind of preparation method of shellproof anti-cutting inflaming retarding fabric
EP3231303B1,CN110791860B,2021-07-30,斓帛职业培训学校(桐乡)有限公司,Double-sided knitted fabric capable of being added with special functional yarn and weaving method thereof
EP3231303B1,JP6941389B2,2021-09-29,マルイチ エアリアル エンジニア株式会社,Cut prevention protective material and cut prevention equipment
EP3231303B1,JPWO2021070264A1,2021-04-15,,
EP3244654A1,US10517021B2,2019-12-24,Evolve Cellular Inc.,Long term evolution-primary WiFi (LTE-PW)
EP3244654B1,US10517021B2,2019-12-24,Evolve Cellular Inc.,Long term evolution-primary WiFi (LTE-PW)
EP3403430A1,WO2019137987A1,2019-07-18,Ipcom Gmbh & Co. Kg,Dynamic data networks
EP3403430B1,WO2019137987A1,2019-07-18,Ipcom Gmbh & Co. Kg,Dynamic data networks
EP3403507A1,0,0,0,0
EP3409018A1,EP3777166A1,2021-02-17,Koninklijke KPN N.V.,Frame-level super-resolution-based video coding
EP3409018A1,FR3084552B1,2020-12-11,Bcom,"PROCESS FOR FORMING AN OUTPUT IMAGE SEQUENCE FROM AN INPUT IMAGE SEQUENCE, RECONSTRUCTION PROCESS OF AN INPUT IMAGE SEQUENCE FROM AN OUTPUT IMAGE SEQUENCE, DEVICES, SERVER EQUIPMENT, CLIENT EQUIPMENT AND ASSOCIATED COMPUTER PROGRAMS"
EP3409018A1,WO2021052495A1,2021-03-25,"Beijing Bytedance Network Technology Co., Ltd.",Adaptive resolution change and scalable coding for screen contents
EP3410865A1,EP3708006A1,2020-09-16,Isolcell S.p.A.,Method of controlling controlled atmosphere cells for storing perishable items
EP3410865A1,EP3771341A1,2021-02-03,Federal University of Santa Maria,Dynamic controlled atmosphere method and apparatus
EP3411000A1,MX2019001220A,2019-07-04,Fitesa Germany Gmbh,System and process for preparing polylactic acid nonwoven fabrics.
EP3411000A1,WO2019049156A1,2019-03-14,Tomgrow Ltd.,Plant growing container and method
EP3411000A1,CN110651700A,2020-01-07,常德市西湖区三江园林建设有限公司,Method for soilless culture and transplantation of excellent grass blanket
EP3411000A1,CN110731863A,2020-01-31,深圳市棉芯科技有限公司,glue-free needle-punched absorption core and sanitary product containing the same
EP3411000A1,CN110965172B,2021-10-26,晟合新材料科技（嘉善）有限公司,Woven fabric and preparation method and application thereof
EP3411000A1,CN111529214A,2020-08-14,东华大学,Core with functions of guiding diffusion and preventing particles from sliding and preparation method
EP3414738B1,WO2017137435A1,2017-08-17,Koninklijke Philips N.V.,"Device, system and method for skin detection"
EP3414738B1,CN109864740B,2022-02-01,北京津发科技股份有限公司,Surface electromyogram signal acquisition sensor and equipment in motion state
EP3414738B1,CN112037162A,2020-12-04,华为技术有限公司,Facial acne detection method and equipment
EP3414738B1,CN112336318B,2022-02-18,复旦大学,Pulse position accurate positioning method for self-adaptive multi-mode fusion
EP3414738B1,CN110859615B,2020-07-31,电子科技大学,Amplitude permutation-based physiological signal time irreversible analysis method
EP3414739A1,WO2017137435A1,2017-08-17,Koninklijke Philips N.V.,"Device, system and method for skin detection"
EP3414739A1,CN109864740B,2022-02-01,北京津发科技股份有限公司,Surface electromyogram signal acquisition sensor and equipment in motion state
EP3414739A1,CN112037162A,2020-12-04,华为技术有限公司,Facial acne detection method and equipment
EP3414739A1,CN112336318B,2022-02-18,复旦大学,Pulse position accurate positioning method for self-adaptive multi-mode fusion
EP3414739A1,CN110859615B,2020-07-31,电子科技大学,Amplitude permutation-based physiological signal time irreversible analysis method
EP3414739B1,WO2017137435A1,2017-08-17,Koninklijke Philips N.V.,"Device, system and method for skin detection"
EP3414739B1,CN109864740B,2022-02-01,北京津发科技股份有限公司,Surface electromyogram signal acquisition sensor and equipment in motion state
EP3414739B1,CN112037162A,2020-12-04,华为技术有限公司,Facial acne detection method and equipment
EP3414739B1,CN112336318B,2022-02-18,复旦大学,Pulse position accurate positioning method for self-adaptive multi-mode fusion
EP3414739B1,CN110859615B,2020-07-31,电子科技大学,Amplitude permutation-based physiological signal time irreversible analysis method
EP3433367A1,CN111542610A,2020-08-14,科沃施种子欧洲股份两合公司,Novel strategy for precise genome editing
EP3433367A1,EP3502259A1,2019-06-26,Universiteit Leiden,A combinational strategy for reducing random integration events when transfecting plants
EP3433367A1,WO2019234129A1,2019-12-12,KWS SAAT SE & Co. KGaA,Haploid induction with modified dna-repair
EP3433367A1,WO2019234132A1,2019-12-12,KWS SAAT SE & Co. KGaA,Base editing in polymerase theta deficient plants
EP3433367A1,EP3660164A1,2020-06-03,KWS SAAT SE & Co. KGaA,Screening of germplasm for desired polymorphisms by assays tested on synthetic dna
EP3433367A1,CN113881703A,2022-01-04,中国人民解放军军事科学院军事医学研究院,Method for improving CHO cell homologous recombination efficiency and related product and application thereof
EP3439912A1,0,0,0,0
EP3442559A1,EP3442559A1,2019-02-20,Universiteit Maastricht,Method for the treatment or prevention of osteoarthritis
EP3442559A1,WO2020092734A1,2020-05-07,The Regents Of The University Of California,Composition and method for arthritis
EP3448395A1,CN109674744B,2021-09-17,成都欣捷高新技术开发股份有限公司,Stable tirofiban hydrochloride liquid composition and preparation method thereof
EP3463198A1,US11253305B2,2022-02-22,"DePuy Synthes Products, Inc.",Suprapectineal quadrilateral bone plating system and methods of making and using same
EP3463563B1,EP3697495A1,2020-08-26,"Medtronic, Inc.",His bundle and bundle branch pacing adjustment
EP3463563B1,US11191969B2,2021-12-07,"Medtronic, Inc.",Adaptive cardiac resynchronization therapy using a single multi-electrode coronary sinus lead
EP3463563B1,US11235158B2,2022-02-01,"Pacesetter, Inc.",Method and system for biventricular or left ventricular pacing
EP3463563B1,US20200196892A1,2020-06-25,"Medtronic, Inc.",Propagation patterns method and related systems and devices
EP3463563B1,CN110367968A,2019-10-25,广州视源电子科技股份有限公司,"A kind of right bundle branch block detection method, device, equipment and storage medium"
EP3465223A1,CN113533594A,2021-10-22,长沙都正生物科技股份有限公司,Method and kit for determining tranexamic acid content
EP3465631A1,CN109005443B,2021-05-28,重庆虚拟实境科技有限公司,Real-person remote interaction method for VR-AR all-in-one machine terminal and system based on same
EP3465631B1,CN109005443B,2021-05-28,重庆虚拟实境科技有限公司,Real-person remote interaction method for VR-AR all-in-one machine terminal and system based on same
EP3469361A1,AU2013240658B2,2017-07-20,Gadeta B.V.,Combinatorial gamma 9 delta 2 T cell receptor chain exchange
EP3469361A1,WO2017212074A1,2017-12-14,Umc Utrecht Holding B.V.,Novel method for identifying deltat-cell (or gammat-cell) receptor chains or parts thereof that mediate an anti-tumour or an anti-infective response
EP3469361A1,WO2019219979A1,2019-11-21,Umc Utrecht Holding B.V.,Compositions and methods for cell targeting therapies
EP3469361A1,WO2019156566A1,2019-08-15,Umc Utrecht Holding B.V.,Bispecific molecules comprising gamma-delta tcr and t-cell or nk cell binding domain
EP3469361A1,UY38427A,2020-05-29,Novartis Ag,METHODS AND COMPOSITIONS FOR EYE CELL THERAPY
EP3469361A1,WO2021220132A1,2021-11-04,Novartis Ag,Methods and compositions for ocular cell therapy
EP3471828A1,WO2018093839A1,2018-05-24,University Of Pittsburgh - Of The Commonwealth System Of Higher Education,Therapy for mitochondrial fatty acid beta-oxidation and transport disorders
EP3472601A1,US11150313B1,2021-10-19,"Hrl Laboratories, Llc",On-chip excitation and readout architecture for high-density magnetic sensing arrays based on quantum defects
EP3478086A1,US9644847B2,2017-05-09,"June Life, Inc.",Connected food preparation system and method of use
EP3482558A1,CN111107000B,2021-09-07,东南大学,Content caching method in named data network based on network coding
EP3484700B1,CN110406217A,2019-11-05,孙雨佳,A kind of fire-resistance wall cloth
EP3491914A1,0,0,0,0
EP3502259A1,0,0,0,0
EP3504431A1,0,0,0,0
EP3504873A1,CN109803109B,2020-07-31,中国科学院深圳先进技术研究院,Wearable augmented reality remote video system and video call method
EP3507186A1,CN109050788B,2021-01-12,广州文冲船厂有限责任公司,Control method for gap of floating stop block at top of asphalt tank
EP3507186A1,WO2021061253A1,2021-04-01,Exxonmobil Upstream Research Company,Cargo stripping features for dual-purpose cryogenic tanks on ships or floating storage units for lng and liquid nitrogen
EP3529141B1,NL2017637B1,2018-04-26,Ulstein Design & Solutions B V,Self-propelled jack-up vessel
EP3529141B1,PL3483431T3,2020-12-28,Parkwind Nv,Wind turbine working platform
EP3529141B1,US20190389543A1,2019-12-26,Ensco International Incorporated,Buoyancy assembly
EP3529141B1,NL2021708B1,2020-05-07,Gustomsc Resources Bv,Method for stabilizing a jack-up platform unit
EP3529141B1,DE102019119901A1,2021-01-28,Liebherr-Werk Nenzing Gmbh,Construction ship crane
EP3529141B1,WO2022038165A1,2022-02-24,Fred. Olsen Ocean Ltd.,A method and facility for assembling a plurality of floating wind turbines
EP3536027B1,US10924912B2,2021-02-16,Lg Electronics Inc.,Method for transmitting and receiving data through relay in wireless communication system and apparatus therefor
EP3536027B1,US11012430B1,2021-05-18,Sprint Communications Company L.P.,User equipment relay mediated network channels with blockchain logging
EP3555276A1,EP2734621B1,2019-09-04,President and Fellows of Harvard College,Evaluation and improvement of nuclease cleavage specificity
EP3555276A1,US20150044192A1,2015-02-12,President And Fellows Of Harvard College,Methods for identifying a target site of a cas9 nuclease
EP3555276A1,US9359599B2,2016-06-07,President And Fellows Of Harvard College,Engineered transcription activator-like effector (TALE) domains and uses thereof
EP3555276A1,US9526784B2,2016-12-27,President And Fellows Of Harvard College,Delivery system for functional nucleases
EP3555276A1,US9322037B2,2016-04-26,President And Fellows Of Harvard College,Cas9-FokI fusion proteins and uses thereof
EP3555276A1,US9340799B2,2016-05-17,President And Fellows Of Harvard College,MRNA-sensing switchable gRNAs
EP3555276A1,US9068179B1,2015-06-30,President And Fellows Of Harvard College,Methods for correcting presenilin point mutations
