publication_number,patent_citation,publication_date,assignee,title
EP3865004A1,US20050161461A1,2005-07-28,"Samsung Electronics Co., Ltd.",Refrigerator
EP3865004A1,EP2345859A2,2011-07-20,LG Electronics Inc.,A door for an electric appliance and a refrigerator having a door
EP3865004A1,US20190261785A1,2019-08-29,"Anthony, Inc.",Plastic panel door
EP3865900A1,US20180172813A1,2018-06-21,Texas Instruments Incorporated,Maximum Measurable Velocity in Frequency Modulated Continuous Wave (FMCW) Radar
EP3865900A1,US20180203105A1,2018-07-19,Robert Bosch Gmbh,Chirp sequence radar undersampled multiple times
EP3866345A1,US20150318932A1,2015-11-05,"Nxp, B.V.",Apparatus and method for wireless body communication
EP3866345A1,US9941937B1,2018-04-10,Nxp B.V.,Near-field electromagnetic induction (NFEMI) antenna
EP3866345A1,US10320086B2,2019-06-11,Nxp B.V.,Near-field electromagnetic induction (NFEMI) antenna
EP3866345A1,US5574470A,1996-11-12,Palomar Technologies Corporation,Radio frequency identification transponder apparatus and method
EP3866345A1,DE102018209189A1,2019-12-12,Sivantos Pte. Ltd.,Antenna and device with such an antenna
EP3866345A1,US11031680B2,2021-06-08,Nxp B.V.,Near-field electromagnetic induction (NFEMI) antenna
EP3868635A1,JP2923829B2,1999-07-26,本田技研工業株式会社,Stand lock device for motorcycles
EP3868635A1,CN200988519Y,2007-12-12,章孝忠,Foot standing device for two wheel vechice
EP3868635A1,CN201872809U,2011-06-22,潘风青,Electric bicycle support
EP3868635A1,CN201914354U,2011-08-03,天津雅迪伟业车业有限公司,Double-bracing locking structure of electric motorcar
EP3868635A1,JP4781155B2,2011-09-28,パナソニック株式会社,Bicycle stand
EP3868635A1,CN207697876U,2018-08-07,王长荣,With laborsaving and good stability Kickstand for two-wheel vehicle
EP3868810A1,US6242499B1,2001-06-05,Goldschmidt Ag,"Polyglycerol partial esters of fatty acids and polyfunctional carboxylic acids, their preparation and use"
EP3868810A1,JP2005132729A,2005-05-26,Sakamoto Yakuhin Kogyo Co Ltd,Cosmetic
EP3868810A1,EP1857091A1,2007-11-21,"Kokyu Alcohol Kogyo Co., Ltd.",Cosmetic
EP3868810A1,EP2359803A1,2011-08-24,Evonik Goldschmidt GmbH,Cosmetic composition containing polyglycerol partial ester
EP3868810A1,US8465730B1,2013-06-18,Surfatech Corporation,Polyglycerol polyesters
EP3868810A1,US20180320096A1,2018-11-08,Quadrise International Ltd,Oil-in-water emulsions
EP3868810A1,US6409997B1,2002-06-25,Neutrogena Corporation,Wax cosmetic stick
EP3868810A1,US20100272657A1,2010-10-28,Akzo Nobel Chemicals International B.V.,Enhanced efficiency of sunscreen compositions
EP3868810A1,CN102038616B,2015-11-25,赢创德固赛有限公司,Stable water-in-oil emulsion system
EP3869690A1,US20050161700A1,2005-07-28,Erich Bayer,Integrated power switching circuit
EP3869690A1,EP2034322A1,2009-03-11,Infineon Technologies Austria AG,Control circuit for driving a semiconductor switch
EP3869690A1,US20140049297A1,2014-02-20,Panasonic Corporation,Gate drive circuit
EP3869690A1,EP2775619A1,2014-09-10,Hamamatsu Photonics K.K.,Capacitive load driving circuit
EP3869690A1,EP2800274B1,2017-09-13,Nxp B.V.,Gate driver circuit
EP3872519A1,US20180345958A1,2018-12-06,Waymo Llc,Collision prediction system
EP3872519A1,CN110348560A,2019-10-18,河北科技大学,A method of based on the trajectory predictions for improving glowworm swarm algorithm optimized particle filter
EP3872519A1,US20200019921A1,2020-01-16,Accel Robotics Corporation,Smart shelf system that integrates images and quantity sensors
EP3873047A1,JP2004260528A,2004-09-16,Mitsubishi Electric Corp,Device and method for transmitting and receiving sound broadcasting
EP3873047A1,US20100130152A1,2010-05-27,Whikehart J William,Automatic bandwidth control with high-deviation detection
EP3873114A1,CN107748563A,2018-03-02,广州汽车集团股份有限公司,"Control method, device and the remote control thereof of automatic driving vehicle, device and system"
EP3873114A1,CN109445460A,2019-03-08,常州信息职业技术学院,A kind of unmanned plane guidance system that view-based access control model is conveyed
EP3875686A1,US6234711B1,2001-05-22,Donald B. Beaman,Curb and gutter frame and funnel drain
EP3875686A1,AU2008201960A1,2009-11-19,Phillip Anthony Thomas,Green gully
EP3875686A1,KR101963429B1,2019-04-04,주식회사 동성엔지니어링,Gutter Structure
EP3878722A1,JPH05221355A,1993-08-31,Osaka Zosenjo:Kk,Two-stage bicycle parking device
EP3878722A1,JPH07207974A,1995-08-08,Shinwa Kigyo Kk,Space framework parking device for bicycle
EP3878722A1,JPH08226245A,1996-09-03,Daihatsu Diesel Kiki Kk,Safety device of multistory bicycle parking equipment
EP3878722A1,JPH08240027A,1996-09-17,Kawasaki Eng Kk,Two-stage bicycle parking device
EP3878722A1,KR20110073078A,2011-06-29,방현진,Bicycle parking apparatus
EP3878722A1,JPH0676559U,1994-10-28,株式会社ニチワ,Bicycle parking equipment
EP3878722A1,US7481027B2,2009-01-27,Ernst Blume,Bilevel bicycle storage system
EP3878722A1,DE29921763U1,2000-02-24,Erlau Ag Eisen Drahtwerk,Parking facility for bicycles
EP3878722A1,DE202004009779U1,2005-02-03,Josta Technik Gmbh,Double parking rack for bicycles has housing over upper and lower locations with locking door and holding rail sliding and pivoting out about pivot point
EP3878722A1,DE202006005800U1,2006-08-10,Josta Technik Gmbh,Double deck storage system for lightweight bicycles and mopeds has a pull out upper frame with gas spring braced hinge to ease access
EP3878722A1,US8950592B1,2015-02-10,"Everlast Climbing Industries, Inc.",Articulatable elevated bicycle rack
EP3879174A1,EP1269085A1,2003-01-02,"Alto-Shaam, Inc.",Combination oven with three-stage water atomizer
EP3879174A1,EP1669676A1,2006-06-14,Fujimak Corporation,Steam oven
EP3879174A1,US20130259455A1,2013-10-03,"B/E Aerospace, Inc.",Vehicle Oven Having an Optimized Water Vapor Injector
EP3882504A1,DE3023974A1,1982-01-07,"Braun Ag, 6000 Frankfurt",Rail for suspension of radio equipment - consists of base section with top and bottom protuberance
EP3885400A1,FR2395357A1,1979-01-19,Blank Nikolaus,ASSEMBLY OF LAYERS FOR UNDERGROUND IRRIGATION AND DRAINAGE OF SPORTS AND PLAYGROUNDS AS WELL AS PLANT SURFACES OF ALL KINDS
EP3885400A1,EP0168545A1,1986-01-22,"Astroturf Industries, Inc.",Unitary shock-absorbing polymeric pad for artificial turf
EP3885400A1,US4761328A,1988-08-02,Shin Yong W,Process for producing a low density foamed polyethylene
EP3885400A1,DE3835880A1,1990-04-26,Sportboden Systeme Gmbh,Resilient mat for ground coverings of sports and leisure areas
EP3885400A1,EP0424080A2,1991-04-24,"Riddell, Inc.",Shock absorbing pad structure for athletic equipment
EP3885400A1,US5104712A,1992-04-14,Walters Ian D,Surface covering material
EP3885400A1,JPH0543731B2,1993-07-02,Mitsui Toatsu Chemicals,
EP3885400A1,JPH0725845B2,1995-03-22,エクソン・ケミカル・パテンツ・インク,"Supported catalysts for the copolymerization of 1-olefins and 1,4-diolefins"
EP3885400A1,US20020120022A1,2002-08-29,Shau-Tarng Lee,"Expandable composition, blowing agent, and process for extruded thermoplastic foams"
EP3885400A1,US20040086664A1,2004-05-06,Reed Seaton,Sports playing surfaces for realistic game play
EP3885400A1,EP1428935A2,2004-06-16,Nottinghamshire Sports &amp; Safety Systems Limited,Improvements relating to the construction of playing surfaces
EP3885400A1,WO2005019533A2,2005-03-03,"Brock Usa, Llc",Artificial draining sports playing field
EP3885400A1,WO2006007862A1,2006-01-26,Gebr. Wunderlich Gmbh & Co. Kg,Sports floor and method for producing an elastic cushioning layer
EP3885400A1,WO2008145267A1,2008-12-04,Saudi Basic Industries Corporation,Polyethylene foam
EP3885400A1,US20090305029A1,2009-12-10,Craig Cushman,"Extruded, low density polyethylene foam"
EP3885400A1,US20100279032A1,2010-11-04,Dow Global Technologies Inc.,Synthetic turf with shock absorption layer
EP3885400A1,US20110272620A1,2011-11-10,Saudi Basic Industries Corporation,Physically Blown Polyethylene Foam
EP3885400A1,WO2013060634A1,2013-05-02,Bonar B.V.,Shockpad for artificial turf systems
EP3885400A1,CN103113651A,2013-05-22,安徽省长城汽车内饰件有限责任公司,Method for producing high-foaming EPE pearl wool by use of carbon dioxide foaming agent
EP3885400A1,US20140070442A1,2014-03-13,Jsp Corporation,Method for producing multi-layer polyethylene resin foam sheet
EP3885400A1,JP2016069471A,2016-05-09,株式会社ジェイエスピー,Foam particle
EP3885400A1,US20180001522A1,2018-01-04,"Innovative Designs, Inc.",Process for forming closed cell expanded low density polyethylene foam and products formed thereby
EP3885400A1,US20180355561A1,2018-12-13,"Brock Usa, Llc",Underlayment panel having drainage channels
EP3885400A1,CN109485977A,2019-03-19,华东理工大学,A kind of EPE pearl wool material and preparation method thereof
EP3885400A1,JP2019183121A,2019-10-24,積水化成品工業株式会社,"Composite resin particle, foamable particle, foam particle, foam molded body, and buffer material"
EP3885400A1,TW201941930A,2019-11-01,日商Ｊｓｐ 股份有限公司,Polyethylene resin extruded foam sheet having excellent compression properties and an excellent surface state while suppressing generation of wrinkle
EP3885400A1,WO2020000336A1,2020-01-02,Dow Global Technologies Llc,"Compositions suitable for manufacturing polyethylene foam, and articles thereof"
EP3885400A1,US20200063379A1,2020-02-27,"Brock Usa, Llc",Base for turf system with vertical support extensions at panel edges
EP3885400A1,JPH07258445A,1995-10-09,Sekisui Chem Co Ltd,Production of cross-linked polyolefin-based resin foam
EP3886151A1,US20090121337A1,2009-05-14,Yoshiyuki Abe,Semiconductor device manufacturing method and semiconductor
EP3886151A1,US20140217577A1,2014-08-07,Infineon Technologies Ag,Semiconductor Device and Method for Manufacturing a Semiconductor Device
EP3886151A1,US20180286735A1,2018-10-04,Infineon Technologies Ag,Carrier Arrangement and Method for Processing a Carrier
EP3886151A1,DE59208893D1,1997-10-16,Siemens Ag,Semiconductor module with high insulation and heat capability
EP3886151A1,JP2005340655A,2005-12-08,Shinko Electric Ind Co Ltd,"Method for manufacturing semiconductor device, and structure for supporting semiconductor substrate"
EP3886151A1,US9040389B2,2015-05-26,Infineon Technologies Ag,Singulation processes
EP3886151A1,JP2019195035A,2019-11-07,日東電工株式会社,Manufacturing method of semiconductor device
EP3888925A1,US6443568B1,2002-09-03,Hewlett-Packard Company,Printing strategy for improved image quality and durability
EP3888925A1,US20150360480A1,2015-12-17,Douglas Eugene Bugner,Aqueous ink durability deposited on substrate
EP3888925A1,US20160319146A1,2016-11-03,"Hewlett-Packard Development Company, L.P.",Pre-treatment fixing fluid for an offset coated medium
EP3888925A1,US20170028688A1,2017-02-02,Eastman Kodak Company,Multilayered structure with water-impermeable substrate
EP3888925A1,EP3146002A1,2017-03-29,OCE-Technologies B.V.,Ink composition
EP3888925A1,EP3363644A1,2018-08-22,Seiko Epson Corporation,Recording method and recording apparatus
EP3888925A1,EP3442808A1,2019-02-20,Oce Holding B.V.,Method of printing
EP3888925A1,US20190061382A1,2019-02-28,Seiko Epson Corporation,Recording Method and Recording Apparatus
EP3888925A1,US20190375223A1,2019-12-12,"Hewlett-Packard Developmwnt Company, L.P.",Inkjet ink set with a pre-treatment fixing fluid
EP3889445A1,BE542213A,,,
EP3889445A1,GB2240153A,1991-07-24,Isola Fabrikker As,Affixing of roof coverings to support slabs
EP3889445A1,GB2261483A,1993-05-19,Valerie Hulbert,Security fastener and tools to operate same
EP3889445A1,CN2245631Y,1997-01-22,山东建筑材料工业学院,Compound slab and special fastener
EP3889445A1,DE19928431A1,1999-12-30,Mcgard Deutschland Gmbh,Screw component used as safety fixing device
EP3889445A1,US20030075027A1,2003-04-24,Brooks Lawrence Antony,Driving heads for fasteners
EP3889445A1,US20050022670A1,2005-02-03,"Donaldson Company, Inc.",Air filter assembly for low temperature catalytic processes
EP3889445A1,US20050226701A1,2005-10-13,Craven Arnold R,Screw having a knurled portion
EP3889445A1,EP2317159A1,2011-05-04,SPAX International GmbH & Co. KG,"Screw, in particular for fibre boards connected by cement"
EP3889445A1,FR2958352A1,2011-10-07,Lr Etanco Atel,ANTI-BREAKING SCREW AND FASTENING SYSTEM USING SAID SCREW.
EP3889445A1,DE202016103748U1,2016-07-19,BAHAG Baus Handelsgesellschaft AG Belp/Schweiz Zweigniederlassung Mannheim,screw
EP3889817A1,US20160239663A1,2016-08-18,International Business Machines Corporation,Detecting a cryogenic attack on a memory device with embedded error correction
EP3889817A1,US20060059373A1,2006-03-16,International Business Machines Corporation,Integrated circuit chip for encryption and decryption using instructions supplied through a secure interface
EP3889817A1,US8650639B2,2014-02-11,Blackberry Limited,System and method for hindering a cold boot attack
EP3889817A1,US11200322B2,2021-12-14,Stmicroelectronics (Rousset) Sas,Protection of data stored in an integrated circuit
EP3889817A1,US20210124711A1,2021-04-29,"Xilinx, Inc.","Subsystem for configuration, security, and management of an adaptive system"
EP3889917A1,US20020109582A1,2002-08-15,Mooney Philip D.,Recharging key based wireless device
EP3889917A1,WO2012016905A1,2012-02-09,"Delphi Technologies, Inc.",Passive entry system for a vehicle
EP3889917A1,US20140062655A1,2014-03-06,Craig Alexander Colburn,Electronic vehicle key
EP3889917A1,US20160272153A1,2016-09-22,"Panasonic Intellectual Property Management Co., Ltd.",Smart entry system
EP3889917A1,DE10259590A1,2004-07-01,Daimlerchrysler Ag,Vehicle security system
EP3889917A1,US7597250B2,2009-10-06,Dpd Patent Trust Ltd.,RFID reader with multiple interfaces
EP3889917A1,WO2008154747A1,2008-12-24,Magna Electronics Inc.,Mobile control node system and method for vehicles
EP3889917A1,US8531268B2,2013-09-10,Lear Corporation,Passive entry system for an automotive vehicle
EP3889917A1,US20110115605A1,2011-05-19,Strattec Security Corporation,Energy harvesting system
EP3889917A1,US8284020B2,2012-10-09,Lear Corporation,Passive entry system and method for a vehicle
EP3889917A1,JP5847651B2,2016-01-27,株式会社東芝,Power receiving device and power transmitting / receiving system
EP3889917A1,GB2515007A,2014-12-17,Jaguar Land Rover Ltd,Vehicle communication system
EP3889917A1,US20150296348A1,2015-10-15,Lear Corporation,Polling between wireless device and vehicle transceivers
EP3889917A1,US9460846B2,2016-10-04,Apple Inc.,Methods for forming shield materials onto inductive coils
EP3889917A1,CH709804B1,2018-12-28,Legic Identsystems Ag,Electronic access control device and access control method.
EP3889917A1,US9328531B1,2016-05-03,Everald Lloyd Smeikle,Rechargeable automobile ignition key
EP3889917A1,CN106296880A,2017-01-04,鸿富锦精密工业（深圳）有限公司,Wireless charging electric lockset
EP3889917A1,WO2017081639A2,2017-05-18,Levin Pavel,Method and system for network communication
EP3889917A1,KR101716240B1,2017-03-15,현대자동차주식회사,Vehicle and controlling method for the same
EP3889917A1,US9875591B2,2018-01-23,"Ford Global Techologies, Llc",Systems and methods for phone-as-a-key range extension
EP3889917A1,CN109643912A,2019-04-16,麦克赛尔株式会社,"Non-contact power receiving device, non-contact power transmitting device and non-contact defeated power receiving device"
EP3889917A1,WO2018075542A1,2018-04-26,Powersphyr Inc.,Intelligent multi-mode wireless power transmitter and receiver system with rechargeable battery
EP3889917A1,KR20180102901A,2018-09-18,삼성전자주식회사,Apparatus and method for performing wireless charging and payment
EP3889917A1,US20190104473A1,2019-04-04,QUALCOMM Incorporaged,Managing device power on sequences and communications control for wireless power transfer
EP3889917A1,US10716068B2,2020-07-14,"Denso International America, Inc.",Power saving methods for communication in localization systems
EP3889917A1,EP3506216A1,2019-07-03,Netatmo,Smart lock with power saving having an electromechanical key
EP3889917A1,US10440576B1,2019-10-08,Nxp B.V.,System for securing keyless entry systems
EP3889917A1,US20200119586A1,2020-04-16,Avigilon Corporation,Wireless charging of depleted mobile device for access control
EP3892648A1,US5312870A,1994-05-17,Arizona Chemical Company,Method for bleaching tackifying resins
EP3892648A1,WO2006002033A1,2006-01-05,Exxonmobil Chemical Patents Inc.,"Elastomeric compositions, air barriers, and processes for making the same"
EP3892648A1,US20100036038A1,2010-02-11,Michael Brendan Rodgers,Elastomeric Compositions Having Improved Properties
EP3892648A1,WO2012050666A1,2012-04-19,Exxonmobil Chemical Patents Inc.,Underwater pelletizing method for low viscosity hydrocarbon resins
EP3892648A1,WO2012050658A1,2012-04-19,Exxonmobil Chemical Patents Inc.,Hydrocarbon polymer modifiers
EP3892648A1,WO2016043851A1,2016-03-24,Exxonmobil Chemical Patents Inc.,Elastomeric blend for tires comprising high glass transition temperature hydrocarbon resins
EP3893370A1,US5298797A,1994-03-29,"Toko America, Inc.",Gate charge recovery circuit for gate-driven semiconductor devices
EP3893370A1,US20180123580A1,2018-05-03,Fairchild Korea Semiconductor Ltd.,Coupling structure of gate driver in power supply device
EP3893370A1,US20180226891A1,2018-08-09,"Midea Group Co., Ltd.",Interleaved power factor corrector
EP3896441A2,US8286475B2,2012-10-16,Schlumberger Technology Corporation,Transducer assemblies for downhole tools
EP3896441A2,US7913806B2,2011-03-29,Schlumberger Technology Corporation,Enclosures for containing transducers and electronics on a downhole tool
EP3900904A1,US2270555A,1942-01-20,Libbey Owens Ford Glass Co,Method of forming composite building blocks
EP3900904A1,NL7305809A,1974-10-29,,Composite building blocks and tiles - obtd. by bonding relatively dry concrete mixt. to polyester laminate
EP3900904A1,US20090049793A1,2009-02-26,Michael James Newitt,Laminated tile and method of manufacturing a laminated tile
EP3900904A1,EP3216776A1,2017-09-13,MBI Group B.V.,A laminated tile and a method for manufacturing same
EP3900904A1,DE102017111248A1,2018-11-29,Ger van Ommeren Beheer B.V.,"On a concrete base adhesively bonded seated ceramic plate, and method for their preparation"
EP3902140A3,US20110273211A1,2011-11-10,Elite Semiconductor Memory Technology Inc.,Circuit and method for providing a corrected duty cycle
EP3902140A3,US9030244B1,2015-05-12,Altera Corporation,Clock duty cycle calibration circuitry
EP3902140A3,US20190081619A1,2019-03-14,SK Hynix Inc.,Duty cycle correction circuit and clock correction circuit including the same
EP3902140A3,US6426660B1,2002-07-30,International Business Machines Corporation,Duty-cycle correction circuit
EP3902140A3,US6967514B2,2005-11-22,"Rambus, Inc.",Method and apparatus for digital duty cycle adjustment
EP3902140A3,US7705647B2,2010-04-27,Qualcomm Incorporated,Duty cycle correction circuit
EP3902140A3,KR101068567B1,2011-09-30,주식회사 하이닉스반도체,Data output circuit
EP3902140A3,US9954517B2,2018-04-24,"Micron Technology, Inc.",Apparatuses and methods for duty cycle adjustment
EP3904244A1,JPH1077121A,1998-03-24,Toyo Eng Corp,Fine particle delivery valve
EP3904244A1,EP3575754A1,2019-12-04,Helmondse Internationale Levensmiddelen Holding B.V.,System and method for metering powders
EP3905198A1,0,0,0,0
EP3905478A1,DE102014206164A1,2015-10-01,Volkswagen Aktiengesellschaft,Infrastructure-side plug for a charging cable for charging an electrically driven means of transportation
EP3905478A1,DE102017203504A1,2018-09-06,Volkswagen Aktiengesellschaft,A method for unlocking a charging plug in connection with a charging operation of an electrically driven vehicle
EP3905478A1,EP3386064A1,2018-10-10,Nxp B.V.,Power management circuit
EP3905478A1,US9722671B2,2017-08-01,uBeam Inc.,Oscillator circuits for wireless power transfer
EP3905478A1,KR101868041B1,2018-06-18,한국전자통신연구원,Ultrasonic wireless communication apparatus and method for wireless power transmission
EP3905478A1,US10992185B2,2021-04-27,Energous Corporation,Systems and methods of using electromagnetic waves to wirelessly deliver power to game controllers
