publication_number,patent_citation,publication_date,assignee,title
EP3839635A1,WO2016102127A1,2016-06-30,Asml Netherlands B.V.,"Level sensor, lithographic apparatus and device manufacturing method"
EP3839635A1,US20160370717A1,2016-12-22,Asml Netherlands B.V.,Recipe selection based on inter-recipe consistency
EP3839635A1,US20180011022A1,2018-01-11,The School Corporation Kansai University,"Digital holography recording device, digital holography playback device, digital holography recording method, and digital holography playback method"
EP3839635A1,US20190310559A1,2019-10-10,Stichting Vu,"Method of Determining a Characteristic of a Structure, and Metrology Apparatus"
EP3561394A3,US4738395A,1988-04-19,Hot Water Equipment Corporation,Fluid flow rate detector and system
EP3561394A3,EP0358843A1,1990-03-21,WILO GmbH,Pumps for a hot water heating system
EP3561394A3,DE102012009397A1,2013-11-14,Öko-Haustechnik inVENTer GmbH,"Drinking water priority circuit for use in heat pump system, has valves provided with temperature sensor in heating circuit for short-circuiting heat exchangers in air conditioning in heating circuit or in drinking water circuit"
EP3561394A3,DE102016107627A1,2017-10-26,Oventrop Gmbh & Co. Kg,Arrangement for hot water and heating water production with at least partial use of regenerative electrical energy
EP3561394A3,GB2552089A,2018-01-10,Clean Heat Provision Ltd,Improvements in and relating to installations for heating water
EP3561394A3,DE102007055132A1,2009-05-20,"Lotze, Hans-Jürgen","Monitoring and diagnosis armature for warm water, has electronic module adjusting signals in compare to preset limited values and sending optical and/or acoustic and/or electronic warning message during exceeding of limiting values"
EP3561394A2,US4738395A,1988-04-19,Hot Water Equipment Corporation,Fluid flow rate detector and system
EP3561394A2,DE3828578A1,1990-03-08,Oplaender Wilo Werk Gmbh,PUMPS FOR A HOT WATER HEATING SYSTEM
EP3561394A2,DE102007055132A1,2009-05-20,"Lotze, Hans-Jürgen","Monitoring and diagnosis armature for warm water, has electronic module adjusting signals in compare to preset limited values and sending optical and/or acoustic and/or electronic warning message during exceeding of limiting values"
EP3561394A2,DE102012009397A1,2013-11-14,Öko-Haustechnik inVENTer GmbH,"Drinking water priority circuit for use in heat pump system, has valves provided with temperature sensor in heating circuit for short-circuiting heat exchangers in air conditioning in heating circuit or in drinking water circuit"
EP3561394A2,DE102016107627B4,2018-12-06,Oventrop Gmbh & Co. Kg,Arrangement for hot water and heating water production with at least partial use of regenerative electrical energy
EP3561394A2,GB2551973A,2018-01-10,Clean Heat Provision Ltd,Improvements in and relating to domestic and commercial hot water installations
EP3811945A1,WO1998020878A1,1998-05-22,Fmc Corporation,"5-[φ-(SUBSTITUTED ARYL)ALKENYLENE AND ALKYNYLENE]-2,4-DIAMINOPYRIMIDINES AS PESTICIDES"
EP3811945A1,WO2009025919A2,2009-02-26,University Of Connecticut,"5-propargyl-pyrimidine derivatives as inhibitors of dihydrofolate reductase with antibacterial antiprotozoal, antifungal and anticancer properties"
EP3811945A1,WO2013070620A1,2013-05-16,University Of Connecticut,Heterocyclic analogs of propargyl-linked inhibitors of dihydrofolate reductase
EP3811945A1,WO1993013079A1,1993-07-08,"Agouron Pharmaceuticals, Inc.",Antifolate quinazolines
EP3811945A1,US7262297B2,2007-08-28,Hoffmann-La Roche Inc.,Diaminopyrroloquinazolines compounds as protein tyrosine phosphatase inhibitors
EP3811945A1,AU2005304040B2,2009-04-23,F. Hoffmann-La Roche Ag,Aminoquinazolines compounds
EP3811945A1,GB2467670B,2012-08-01,Intellikine Inc,Chemical entities and therapeutic uses thereof
EP3811945A1,WO2011153310A1,2011-12-08,Trius Therapeutics,Dihydrofolate reductase inhibitors
EP3811945A1,US9382213B2,2016-07-05,Promiliad Biopharma Inc.,Heterocyclic and cyclic analogs of propargyl-linked inhibitors of dihydrofolate reductase
EP3687063A1,US6819195B1,2004-11-16,"Ami Semiconductor, Inc.",Stimulated quick start oscillator
EP3687063A1,US20160373055A1,2016-12-22,Microchip Technology Incorporated,Ultra-Low Power Crystal Oscillator With Adaptive Self-Start
EP3687063A1,US20160099677A1,2016-04-07,"Advanced Micro Devices, Inc.",Crystal oscillator circuit with reduced startup time
EP3687063A1,EP3393038A1,2018-10-24,Stichting IMEC Nederland,Crystal oscillator circuit and method for starting up a crystal oscillator
EP3674493A1,NL100561C,,,
EP3674493A1,DE2618199A1,1976-12-09,Spanberg B,Floor gulley with flow and smell trap - has very shallow trap arrangement readily accessible for cleaning and servicing
EP3674493A1,NL1005621A1,1998-09-28,Tbs Soest B V,Connection for a vortex.
EP3674493A1,DE10348520A1,2005-05-19,Funke Kunststoffe Gmbh,"Water filter, to clean rain water from roofs of metal ions before entering the drains, has openings in the filter chamber wall to give a horizontal flow through the filter substrate"
EP3674493A1,FR2903433A1,2008-01-11,Jean Paul Rey,"Construction ground humidifying device for old/new house, has central evacuating pipe for evacuating wastewater toward water receiving tank, where water transported to tank flows over pre-filtering rack that is equipped with funnel"
EP3674493A1,WO2011049253A1,2011-04-28,주식회사 케이지씨,"Ultra-high-speed, water-permeable block paving system for preventing floods, droughts, global warming, desertification and sea level rise and for restoring soil groundwater, and a method of constructing therewith"
EP3674493A1,NL2004578C2,2011-10-21,Gemeente Amsterdam,Improved gulley.
EP3674493A1,EP2796628A1,2014-10-29,D & B Ingenieurs B.V.,Improved gulley
EP3674493A1,KR20140126467A,2014-10-31,주식회사 퍼팩트,substructure of intercepting chamber of being installed and maintained easily
EP3674493A1,CN106219758A,2016-12-14,黄河勘测规划设计有限公司,"Be suitable to the bank protection structure of river and the band restoration of the ecosystem of waterfront, lake and purification of water quality"
EP3674493A1,CN206205290U,2017-05-31,胡世琴,A kind of roof rainwater collection processing system
EP3674493A1,CN207062678U,2018-03-02,刘鸿斌,A kind of town road discharge structure
EP3801498A1,US6214373B1,2001-04-10,"Snowden-Sutton Associates, Inc.",Nutritional composition for treating inflammatory bowel diseases
EP3801498A1,CN106265696A,2017-01-04,上海泽生科技开发有限公司,"Use the method that compound vitamin B, C in combination thing promote gastronintestinal system power"
EP3801498A1,WO2017001703A1,2017-01-05,Novozymes A/S,Methods of improving animal performance
EP3908110A1,WO1988005261A1,1988-07-28,"Tops Systems, Inc.",Total organ perfusion system
EP3908110A1,US8304181B2,2012-11-06,"Transmedics, Inc.",Method for ex-vivo organ care and for using lactate as an indication of donor organ status
EP3908110A1,US9706768B2,2017-07-18,Darren Freed,"Apparatus for testing, assessment, and maintenance of harvested hearts for transplanting"
EP3908110A1,EP3003025B1,2020-04-08,Perfusion Solutions Pty Ltd,"Device for use in evaluation, transportation or storage of a donor heart"
EP3531558A1,US20110057731A1,2011-03-10,Broadcom Corporation,Feedback-Based Linearization of Voltage Controlled Oscillator
EP3531558A1,WO2016039688A1,2016-03-17,"Agency For Science, Technology And Research",Reference clock signal generators and methods for generating a reference clock signal
EP3531558A1,US6633201B1,2003-10-14,Applied Micro Circuits Corporation,System and method for determining frequency tolerance without a reference
EP3531558A1,US7009456B2,2006-03-07,Agere Systems Inc.,PLL employing a sample-based capacitance multiplier
EP3531558A1,US6909329B2,2005-06-21,Agere Systems Inc.,Adaptive loop bandwidth circuit for a PLL
EP3531558A1,US7741928B1,2010-06-22,Marvell International Ltd.,Frequency modulation using a digital frequency locked loop
EP3531558A1,US7612625B2,2009-11-03,Intel Corporation,Bang-bang architecture
EP3531558A1,US7764132B2,2010-07-27,International Business Machines Corporation,All digital frequency-locked loop circuit method for clock generation in multicore microprocessor systems
EP3531558A1,US8665668B2,2014-03-04,"Vivid Engineering, Inc.",Ultrasonic distance measurement controller
EP3531558A1,US8344817B2,2013-01-01,Atmel Corporation,Compensating DFLL with error averaging
EP3531558A1,US8634510B2,2014-01-21,Qualcomm Incorporated,Full digital bang bang frequency detector with no data pattern dependency
EP3531558A1,US8536916B1,2013-09-17,"Entropic Communications, Inc.",Digitally controlled oscillator with thermometer sigma delta encoded frequency control word
EP3531558A1,US8773182B1,2014-07-08,Intel Corporation,Stochastic beating time-to-digital converter (TDC)
EP3531558A1,US9766649B2,2017-09-19,Nvidia Corporation,Closed loop dynamic voltage and frequency scaling
EP3531558A1,US9344098B1,2016-05-17,Broadcom Corporation,Digital frequency-locked loop with reference clock error detection
EP3531558A1,ITUB20156885A1,2017-06-07,St Microelectronics Srl,"RECOVERY CIRCUIT OF THE CLOCK, RELATED CIRCUIT OF RECOVERY OF THE CLOCK AND DATA, RECEIVER, INTEGRATED CIRCUIT AND PROCEDURE"
EP3531558A1,FR3071331B1,2020-02-14,Commissariat A L'energie Atomique Et Aux Energies Alternatives,FREQUENCY LOCKED LOOP WITH FAST VOLTAGE / FREQUENCY TRANSISTION
EP3581022B1,US4371305A,1983-02-01,Pannell Robert T,Material handling apparatus
EP3581022B1,US4717307A,1988-01-05,Ciuffetelli Andrew J,Apparatus for supplying compost to mushroom growing beds
EP3581022B1,WO1996033602A1,1996-10-31,Grodania A/S,A method for the production of fungi
EP3581022B1,US6206174B1,2001-03-27,"Vcs Control Systems, Inc.",Pressureless multi-lane dividing apparatus
EP3581022B1,US8069608B1,2011-12-06,Pannell Manufacturing Corp,Mushroom compost compacting system and method
EP3581022B1,CN106879362A,2017-06-23,陈泳东,Mushroom bed feeder
EP3581022B1,NL2021123B1,2019-12-20,Alexander Jozef Lemmen Jacobus,Device for delivering at least a layer of compost and casing soil to a shelving for growing mushrooms
EP3581022B1,US4170432A,1979-10-09,Pia Louis J,Mushroom farming apparatus and method
EP3581022B1,IES20050384A2,2006-05-03,Kieran Joseph Walsh,A method of growing mushrooms
EP3581022B1,KR20180004440A,2018-01-12,(주)헬퍼로보텍,Culture medium automation system for cultivation facilities of mushrooms
EP3581320A1,JPH058136A,1993-01-19,Nippon Kosaku Kikai Kogyokai,Working system having plural working elements
EP3581320A1,JP2018027612A,2018-02-22,ヤマザキマザック株式会社,Composite machining apparatus
EP3581320A1,US20180093325A1,2018-04-05,"Dmg Mori Co., Ltd.",Manufacturing machine
EP3607818B1,FR1066500A,1954-06-08,,Tubs for mushroom cultivation
EP3607818B1,FR1116739A,1956-05-11,,Device for mushroom cultivation
EP3607818B1,WO2005077152A1,2005-08-25,Continuous Grass Pty Ltd,Hydroponic stock fodder system
EP3607818B1,CN201957486U,2011-09-07,黄传柳,Mycelium mass placing rack
EP3607818B1,CN102668887B,2014-05-14,郑雪平,Bud thinning device and method for mushroom cultivated in bottle
EP3607818B1,CN103238477A,2013-08-14,苏州绿点园艺技术有限公司,Cultivation frame
EP3607818B1,CN203985152U,2014-12-10,连云港国鑫食用菌成套设备有限公司,A kind of bedstead that is applicable to edible mushroom cultivation
EP3607818B1,US20160135384A1,2016-05-19,Sprouting Works Llc,Sprouted seed grain growing and harvesting apparatus
EP3607818B1,EP3370504A1,2018-09-12,"Van den Top, Hendrik",Mushroom cultivation device and methods of cultivation
EP3607818B1,KR101781391B1,2017-09-26,(주)이엔이티,Sustainable tandem vertical farming system for urban shopping centers
EP3607818B1,CN105917957A,2016-09-07,陈旺友,Edible fungi cultivation frame and use method thereof
EP3607818B1,NL2016850B1,2017-11-30,Christiaens Group B V,Arrangement and method for the cultivation of horticultural products.
EP3607818B1,CN107980399A,2018-05-04,陈鸽,A kind of cultivating stand
EP3607818B1,CN206978252U,2018-02-09,重庆锐进蔬菜种植股份合作社,A kind of planting edible mushroom planting frame easy to operation
EP3607818B1,CN207040404U,2018-02-27,天津有茂食用菌开发有限公司,Golden mushroom cultivating rack
EP3607818B1,CN207040403U,2018-02-27,天津有茂食用菌开发有限公司,The controllable golden mushroom cultivating rack of illumination
EP3607818B1,BE1025829B1,2019-07-25,Eurochampignon Bvba,Plant breeding establishment
EP3607818B1,NL2020982B9,2019-12-18,Mush Comb,Mushroom growing apparatus
EP3607818B1,NL2021053B1,2019-12-11,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3607818B1,NL2021123B1,2019-12-20,Alexander Jozef Lemmen Jacobus,Device for delivering at least a layer of compost and casing soil to a shelving for growing mushrooms
EP3607818B1,SE542577C2,2020-06-09,Shaojun Xiong,Methods and devices for producing mushrooms
EP3657803A1,US20080212942A1,2008-09-04,"Ictv, Inc.",Automatic video program recording in an interactive television environment
EP3657803A1,EP2408193A2,2012-01-18,James A. Aman,Visible and non-visible light sensing camera for videoing and object tracking
EP3657803A1,US20150281698A1,2015-10-01,"Vixs Systems, Inc.",Video processing with static and dynamic regions and method for use therewith
EP3657803A1,WO2017103065A1,2017-06-22,Koninklijke Kpn N.V.,Generating output video from video streams
EP3657803A1,US20170180793A1,2017-06-22,"Gracenote, Inc.",Dynamic video overlays
EP3657803A1,WO2018150083A1,2018-08-23,Nokia Technologies Oy,A method and technical equipment for video processing
EP3673726A1,GB2011773A,1979-07-18,Den Top H Van,Apparatus for Harvesting Mushrooms Cultivated on a Flat Bed
EP3673726A1,EP0292075A1,1988-11-23,"Van den Top, Hendrik","Apparatus for cultivating market garden products, particularly mushrooms"
EP3673726A1,NL1000270C2,1996-02-02,Petrus Cornelius Maria Verbrug,Mechanism for sorting mushrooms - has endless conveyor belt with openings of different sizes for mushrooms
EP3673726A1,US6481190B2,2002-11-19,Valstar W.P.S. B.V.,"Method and device for harvesting agricultural products, in particular fruit"
EP3673726A1,WO2003092354A1,2003-11-13,Districhamp N.V.,Device for conveying and cutting off picked mushrooms
EP3673726A1,EP1810563A1,2007-07-25,Gerardus Jacobus Wilhelmus Verdellen,Arrangement and method for manually harvesting and processing mushrooms
EP3673726A1,WO2017204643A1,2017-11-30,Christiaens Group B.V.,Arrangement and method for the cultivation of horticultural products
EP3673726A1,CN107647455A,2018-02-02,湖南瑭桥科技发展有限公司,A kind of mushroom canopy umbrella handle separating one-piece for cutting of classifying
EP3673726A1,FR2443798A1,1980-07-11,Lacour Roger,Cultivating and harvesting mushrooms on spawned compost bed - topped with harvesting grill(s) and covering layer of soil or sand
EP3673726A1,NL2023167B1,2020-12-01,Alexander Jozef Lemmen Jacobus,Harvesting conveyor belt for mushrooms
EP3673726B1,NL7712814A,1979-05-23,Top Hendrik Van Den,"EQUIPMENT FOR HARVESTING FLAT-BED GROWN CROPS, MORE PARTICULARLY MUSHROOMS."
EP3673726B1,FR2443798A1,1980-07-11,Lacour Roger,Cultivating and harvesting mushrooms on spawned compost bed - topped with harvesting grill(s) and covering layer of soil or sand
EP3673726B1,NL8701239A,1988-12-16,Top Hendrik Van Den,"APPARATUS FOR GROWING GARDEN CONSTRUCTION PRODUCTS, IN PARTICULAR MUSHROOMS."
EP3673726B1,NL1000270C2,1996-02-02,Petrus Cornelius Maria Verbrug,Mechanism for sorting mushrooms - has endless conveyor belt with openings of different sizes for mushrooms
EP3673726B1,NL1014338C2,2001-08-13,Valstar W P S B V,"Method and device for harvesting agricultural products, in particular fruits."
EP3673726B1,BE1014812A3,2004-04-06,Districhamp N V,Device for cutting and transport of picked mushrooms.
EP3673726B1,EP1810563A1,2007-07-25,Gerardus Jacobus Wilhelmus Verdellen,Arrangement and method for manually harvesting and processing mushrooms
EP3673726B1,NL2016850B1,2017-11-30,Christiaens Group B V,Arrangement and method for the cultivation of horticultural products.
EP3673726B1,CN107647455A,2018-02-02,湖南瑭桥科技发展有限公司,A kind of mushroom canopy umbrella handle separating one-piece for cutting of classifying
EP3673726B1,NL2023167B1,2020-12-01,Alexander Jozef Lemmen Jacobus,Harvesting conveyor belt for mushrooms
EP3693406A1,US3503948A,1970-03-31,Dow Chemical Co,Spherical polymer particles
EP3693406A1,FR2939075A1,2010-06-04,Rhodia Operations,REALIZATION OF ARTICLE BY SELECTIVE FUSION OF POLYMER POWDER LAYERS
EP3693406A1,US20180273707A1,2018-09-27,Sabic Global Technologies B.V.,"Powder compositions, method of preparing articles and coatings from the powder compositions, and articles prepared therefrom"
EP3693406A1,EP0255716B1,1996-11-06,"Dainippon Ink And Chemicals, Inc.",Process of producing toners for developing electrostatic images and the said toners
EP3693439A1,US20040036130A1,2004-02-26,Lee Howard Wing Hoon,Methods of forming quantum dots of group iv semiconductor materials
EP3693439A1,US20070098988A1,2007-05-03,Woon Jo Cho,Method of preparing biocompatible silicon nanoparticles
EP3693439A1,US20070298536A1,2007-12-27,The Trustees Of Boston College,Single-crystal metal nanocrystals
EP3741085A1,CN107710832B,2020-10-09,华为技术有限公司,System and method for virtualization functions in control and data planes
EP3741085A1,US10644955B2,2020-05-05,"Huawei Technologies Co., Ltd.",Method and apparatus for network slicing
EP3761995A1,US4962094A,1990-10-09,"Alpha Beta Technology, Inc.",Glucan dietary additives
EP3761995A1,FR2919187B1,2009-11-27,Lesaffre & Cie,USE OF YEAST SKIN FOR THE TREATMENT AND / OR PREVENTION OF HYPERINSULINEMIA.
EP3771687A1,EP3146981A1,2017-03-29,Ludwig-Maximilians-Universität München,Covalently attached azobenzene switches and their uses for the optical control of target proteins
EP3771687A1,WO2018012963A1,2018-01-18,Rijksuniversiteit Groningen,Biological nanopores for biopolymer sensing and sequencing based on frac actinoporin
EP3777189A1,US8488680B2,2013-07-16,Stmicroelectronics S.R.L.,"Encoding and decoding methods and apparatus, signal and computer program product therefor"
EP3777189A1,EP2756678B1,2017-04-19,"VID SCALE, Inc.",Systems and methods for spatial prediction
EP3777189A1,US9589206B2,2017-03-07,Hochschule Pforzheim,Optimizing an image filter
EP3777189A1,US20160127728A1,2016-05-05,Kabushiki Kaisha Toshiba,"Video compression apparatus, video playback apparatus and video delivery system"
EP3777189A1,CN104702962B,2019-04-16,华为技术有限公司,"Decoding method, encoder and decoder in frame"
EP3777189A1,US10764602B2,2020-09-01,Koninklijke Kpn N.V.,Spatial scalable video coding
EP3801198A1,US20180028071A1,2018-02-01,VivaLnk Inc.,Wearable patch for measuring temperature and electrical signals
EP3802465A1,US3654903A,1972-04-11,Morris M Montgomery,Method of growing earthworms and plants and producing compost
EP3802465A1,US4262633A,1981-04-21,Leandro Taboga,Means and methods of reclaiming and processing biodegradable waste into poultry products and humus-like substances
EP3802465A1,US4971616A,1990-11-20,Glogowski Mark E,Process for preparing organic compost from municipal refuse
EP3802465A1,DE3802011C2,1989-11-09,Gustav 7860 Schopfheim De Blessing,
EP3802465A1,US6223687B1,2001-05-01,Harry N. Windle,High efficiency vermiculture process and apparatus
EP3802465A1,AUPP282898A0,1998-04-30,Vermitech Pty Ltd,Treatment of waste materials
EP3802465A1,EP0999194A3,2000-12-20,Glas Anois Teo,Waste treatment system
EP3802465A1,AU8736601A,2002-03-22,Aso Holdings Pty Ltd,"Improved organic material treatment apparatus, system and method"
EP3802465A1,AU2002952147A0,2002-10-31,Vermitech Limited,Apparatus for use in vermiculture
EP3802465A1,CN201430851Y,2010-03-31,朱学良,Pipelining device for breeding maggots by using feces and urine
EP3802465A1,CN104969907A,2015-10-14,张懋,Circular agriculture system and implementation method thereof
EP3802465A1,IL232567A,2017-05-29,Avraham Caesar,Worm harvesting apparatus
EP3802465A1,CN104604810B,2017-01-04,浙江省农业科学院,Scale efficient fly maggot breeding equipment and technique
EP3802465A1,CN105638576B,2018-08-14,重庆星溪海农业科技有限责任公司,Fly maggot automatic breeding system and cultural method
EP3802465A1,CN106000891B,2018-07-24,华中农业大学,"Earthworm, earthworm cocoon and earthworm excrement separation equipment and its method"
EP3802465A1,CN206083395U,2017-04-12,湖南帝星智能科技有限公司,Kitchen garbage integrated processing system based on biotransformation
EP3802465A1,CN106807727B,2019-04-30,孙传智,A kind of refuse disposal system and method
EP3802465A1,CN107382391A,2017-11-24,刘奋安,"Using earthworm excrement, earthworm ovum as raw material earthworm derivative preparation method of organic fertilizer"
EP3802465A1,CN107721109A,2018-02-23,北京派润环境科技有限公司,Vermiculture handles device of sludge and method
EP3809829A1,CN104826450B,2021-08-27,碳汇公司,Extraction of CO from air2Method and apparatus
EP3809829A1,US8173391B2,2012-05-08,Choudhary Vidhi,Golden yellow algae and method of producing the same
EP3809829A1,KR102351582B1,2022-01-14,엑셀러지 코포레이션,Producing fuels and biofertilizers from biomass
EP3809829A1,CL2014001464A1,2014-08-22,Patagonia Biotecnologia S A,"Process to develop a biostimulant based on algae, which includes selection and grinding of fresh seaweed, washing of the seaweed, treatment of the algae with acetic acid, alkaline treatment with koh, separation and recovery of the liquid phase and addition of hydrolyzed American leonardite, drying and obtaining dust; biostimulant composition; And its use."
EP3809829A1,EP3202907A1,2017-08-09,Valagro S.p.A.,Method for modulating plant processes
EP3821680A1,US20080123584A1,2008-05-29,"Siemens Corporate Research, Inc.",Route Optimization for MultiHop Relay Transmission Systems
EP3821680A1,EP3490322A1,2019-05-29,"Board of Regents, The University of Texas System","Wireless communication methods, systems, and computer program products"
EP3822836A1,GB2406403A,2005-03-30,Advanced Risc Mach Ltd,Data processing unit for merging secure and non-secure data into an output data stream from secure and non-secure buffers
EP3822836A1,US20150310427A1,2015-10-29,Xilix Llc,"Method, apparatus, and system for generating transaction-signing one-time password"
EP3822836A1,EP3173967A1,2017-05-31,"Huawei Technologies Co., Ltd.",Secure interaction method and device
EP3822836A1,CN108389049A,2018-08-10,北京握奇智能科技有限公司,"Identity identifying method, device and mobile terminal"
EP3822836A1,US20180254898A1,2018-09-06,Rivetz Corp.,Device enrollment protocol
EP3827743A1,WO2008015683A2,2008-02-07,Bsp Biological Signal Processing Ltd.,Apparatus and method for identifying myocardial ischemia using analysis of high frequency qrs potentials
EP3827743A1,US9949655B2,2018-04-24,"USTAV PRISTROJOVE TECHNIKY AV CR, v.i.i.",Method of EKG signal processing and apparatus for performing the method
EP3841729A1,WO2016170559A1,2016-10-27,Nec Corporation,Method and system for bandwidth reservation for multiple tree based traffic engineering in content centric networks
EP3841729A1,CN108353262B,2021-01-01,康维达无线有限责任公司,Quality of service management of end-to-end service layer of Internet of things
