publication_number,patent_citation,publication_date,assignee,title
EP3801198A1,GB2596124A,2021-12-22,Prevayl Innovations Ltd,Contact pad assembly
EP3802465A1,0,0,0,0
EP3809829A1,0,0,0,0
EP3821680A1,US20210250749A1,2021-08-12,Qualcomm Incorporated,Proximity service multi-hop relay configuration
EP3822836A1,0,0,0,0
EP3827743A1,0,0,0,0
EP3841729A1,0,0,0,0
EP3843735A1,0,0,0,0
EP3850797A1,0,0,0,0
EP3850815A1,0,0,0,0
EP3852778A2,0,0,0,0
EP3863833A1,0,0,0,0
EP3866703A2,0,0,0,0
EP3880900A1,0,0,0,0
EP3892090A1,CA3081056A1,2020-11-20,Jacobus Alexander Jozef Lemmen,Device for growing mushrooms
EP3892090A1,NL2024383B1,2021-08-31,Gerardus Maria Van Doremaele Marcus,Device with coupled beds for growing mushrooms
EP3892090A1,CN111183854B,2021-06-04,杨成梅,"Automatic picking, transporting and bagging integrated system based on mushroom cultivation"
EP3892090A1,WO2022031170A2,2022-02-10,Jacobus Alexander Jozef Lemmen,Device and method for growing mushrooms
EP3897825A1,0,0,0,0
EP3578037A1,EP3469889A1,2019-04-17,Eurochampignon bvba,Plant cultivation apparatus
EP3578037A1,CN111279983A,2020-06-16,安徽康乐机械科技有限公司,Edible mushroom planting rack
EP3578037A1,WO2022031170A2,2022-02-10,Jacobus Alexander Jozef Lemmen,Device and method for growing mushrooms
EP3578037A1,CN111758492A,2020-10-13,宁德市益智源农业开发有限公司,Under-forest cultivation method of Auricularia fuscosuccinea
EP3578037A1,CN111990160A,2020-11-27,江门市给力生物科技有限公司,Fish net type cultivation method for wild orchid mushrooms
EP3578037B1,BE1025829B1,2019-07-25,Eurochampignon Bvba,Plant breeding establishment
EP3578037B1,CN111279983A,2020-06-16,安徽康乐机械科技有限公司,Edible mushroom planting rack
EP3578037B1,CN111758492A,2020-10-13,宁德市益智源农业开发有限公司,Under-forest cultivation method of Auricularia fuscosuccinea
EP3578037B1,WO2022031170A2,2022-02-10,Jacobus Alexander Jozef Lemmen,Device and method for growing mushrooms
EP3578037B1,CN111990160A,2020-11-27,江门市给力生物科技有限公司,Fish net type cultivation method for wild orchid mushrooms
EP3611567A3,WO2021204487A1,2021-10-14,Asml Netherlands B.V.,"Method of determining a sampling scheme, associated apparatus and computer program"
EP3611567A3,EP3893056A1,2021-10-13,ASML Netherlands B.V.,"Method of determining a sampling scheme, associated apparatus and computer program"
EP3611567A3,US20210333218A1,2021-10-28,Kla Corporation,Metrology methods and optical schemes for measurement of misregistration by using hatched target designs
EP3611567A3,WO2021224009A1,2021-11-11,Asml Netherlands B.V.,"A substrate comprising a target arrangement, and associated at least one patterning device, lithographic method and metrology method"
EP3696142A1,0,0,0,0
EP3769043A1,US11231280B2,2022-01-25,Inrix Inc.,Probabilistic parking routes
EP3773562A1,0,0,0,0
EP3775293A1,0,0,0,0
EP3777166A1,WO2021112652A1,2021-06-10,한국전자통신연구원,"Method, apparatus, and recording medium for region-based differential image encoding/decoding"
EP3777166A1,WO2021249867A1,2021-12-16,"Interdigital Vc Holdings France, Sas",A method and apparatus for encoding and decoding volumetric video as partitioned patch atlases
EP3777166A1,CN113810763A,2021-12-17,深圳市中兴微电子技术有限公司,"Video processing method, device and storage medium"
EP3791156A1,EP3839606A1,2021-06-23,Bobst Mex Sa,Cleaning device for an optical sensor and sensor assembly
EP3791156A1,EP3945304A1,2022-02-02,Artha AG,Analysis system with cleaning device
EP3794938A1,BE1025829B1,2019-07-25,Eurochampignon Bvba,Plant breeding establishment
EP3794938A1,CN111279983A,2020-06-16,安徽康乐机械科技有限公司,Edible mushroom planting rack
EP3794938A1,CN111758492A,2020-10-13,宁德市益智源农业开发有限公司,Under-forest cultivation method of Auricularia fuscosuccinea
EP3794938A1,WO2022031170A2,2022-02-10,Jacobus Alexander Jozef Lemmen,Device and method for growing mushrooms
EP3794938A1,CN111990160A,2020-11-27,江门市给力生物科技有限公司,Fish net type cultivation method for wild orchid mushrooms
EP3797529A1,US10911885B1,2021-02-02,"Microsoft Technology Licensing, Llc",Augmented reality virtual audio source enhancement
EP3797529A1,GB2592610A,2021-09-08,Nokia Technologies Oy,"Apparatus, methods and computer programs for enabling reproduction of spatial audio signals"
EP3801430A1,0,0,0,0
EP3802702A1,CN110922673A,2020-03-27,常州威材新材料科技有限公司,Scratch-resistant POE/PA6 alloy composite material for cast film and preparation method thereof
EP3806886A1,RU2745474C1,2021-03-25,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный медицинский университет"" Министерства здравоохранения Российской Федерации",Method for predicting the severity of cerebral ischemia in premature infants with low and very low body weight
EP3827537A1,0,0,0,0
EP3830583A1,0,0,0,0
EP3837549A1,0,0,0,0
EP3839699A1,0,0,0,0
EP3841381A1,0,0,0,0
EP3841728A1,US11032381B2,2021-06-08,"Servicenow, Inc.",Discovery and storage of resource tags
EP3841728A1,CN112003957B,2021-02-26,腾讯科技（深圳）有限公司,"Method, device, server and storage medium for scheduling access point"
EP3844536A1,0,0,0,0
EP3849367A1,0,0,0,0
EP3850850A1,0,0,0,0
EP3860654A1,0,0,0,0
EP3864804A1,CN113824576A,2021-12-21,中兴通讯股份有限公司,"Slice data transmission method and device, electronic equipment and readable medium"
EP3864804A1,CN111741536B,2020-12-18,深圳微品致远信息科技有限公司,Dynamic network slicing method and system for 5G network
EP3866977A1,0,0,0,0
EP3873345A1,0,0,0,0
EP3877354A1,0,0,0,0
EP3880045A1,0,0,0,0
EP3883888A1,CN113149126A,2021-07-23,河海大学,Comprehensive treatment method for algal blooms in eutrophic water body
EP3893705A1,0,0,0,0
EP3895458A1,0,0,0,0
EP3900522A1,WO2022031170A2,2022-02-10,Jacobus Alexander Jozef Lemmen,Device and method for growing mushrooms
EP3536326A1,0,0,0,0
EP3567316A1,0,0,0,0
EP3581022A1,WO2022031170A2,2022-02-10,Jacobus Alexander Jozef Lemmen,Device and method for growing mushrooms
EP3581022A1,NL2021123B1,2019-12-20,Alexander Jozef Lemmen Jacobus,Device for delivering at least a layer of compost and casing soil to a shelving for growing mushrooms
EP3581022A1,NL2021456B1,2020-02-20,Alexander Jozef Lemmen Jacobus,Device for growing mushrooms
EP3607818A1,WO2022031170A2,2022-02-10,Jacobus Alexander Jozef Lemmen,Device and method for growing mushrooms
EP3607818A1,CA3081056A1,2020-11-20,Jacobus Alexander Jozef Lemmen,Device for growing mushrooms
EP3607818A1,NL2024383B1,2021-08-31,Gerardus Maria Van Doremaele Marcus,Device with coupled beds for growing mushrooms
EP3607818A1,CN111183854B,2021-06-04,杨成梅,"Automatic picking, transporting and bagging integrated system based on mushroom cultivation"
EP3611567A2,EP3893056A1,2021-10-13,ASML Netherlands B.V.,"Method of determining a sampling scheme, associated apparatus and computer program"
EP3611567A2,WO2021204487A1,2021-10-14,Asml Netherlands B.V.,"Method of determining a sampling scheme, associated apparatus and computer program"
EP3611567A2,WO2021216796A1,2021-10-28,Kla Corporation,Metrology methods and optical schemes for measurement of misregistration by using hatched target designs
EP3611567A2,WO2021224009A1,2021-11-11,Asml Netherlands B.V.,"A substrate comprising a target arrangement, and associated at least one patterning device, lithographic method and metrology method"
EP3671653A1,CN113115023A,2021-07-13,百度在线网络技术（北京）有限公司,"Panoramic scene switching method, device and equipment"
EP3672251A1,CN112995636A,2021-06-18,浙江大学,360-degree virtual reality video transmission system based on edge calculation and active cache and parameter optimization method
EP3672251A1,EP3945720A1,2022-02-02,Koninklijke Philips N.V.,Packing of views for image or video coding
EP3672251A1,CN111885417A,2020-11-03,北京奇艺世纪科技有限公司,"VR video playing method, device, equipment and storage medium"
EP3705462A1,0,0,0,0
EP3758721A1,NL2025022B1,2021-10-14,Acad Medisch Ct,Intervention strategy for prevention or treatment of autoimmune diseases
EP3758721A1,NL2025021B1,2021-10-14,Univ Wageningen,Intervention strategy for prevention or treatment of autoimmune diseases
EP3758721A1,NL2025020B1,2021-10-14,Acad Medisch Ct,Intervention strategy for prevention or treatment of autoimmune diseases
EP3758721A1,WO2021170848A1,2021-09-02,Academisch Medisch Centrum,"Intervention strategy for prevention or treatment of diabetes mellitus, autoimmune disease, inflammatory disease or cardiovascular disease"
EP3792039A1,0,0,0,0
EP3792040A1,0,0,0,0
EP3818221A1,0,0,0,0
EP3827632A1,0,0,0,0
EP3831075A1,CN111526417B,2021-09-17,河北达实信息技术有限公司,Video image transmission method and transmission system
EP3831075A1,CN111818364B,2021-08-06,广州云从博衍智能科技有限公司,"Video fusion method, system, device and medium"
EP3833980A1,WO2022034159A1,2022-02-17,F. Hoffmann-La Roche Ag,Igfbp7 for the assessment of silent brain infarcts and cognitive decline
EP3837550A1,WO2021165465A1,2021-08-26,Universiteit Maastricht,Detection method of circulating bmp10 (bone morphogenetic protein 10)
EP3841382A1,WO2021185976A1,2021-09-23,Roche Diagnostics Gmbh,Ret (rearranged during transfection) for the assessment of stroke
EP3841382A1,CN113311056A,2021-08-27,中国医学科学院北京协和医院,Marker for hereditary angioedema and application thereof
EP3850845A1,0,0,0,0
EP3864095A1,WO2021231248A1,2021-11-18,"Cryovac, Llc",Method for making a compatibilized blend from a blend of polymeric material
EP3877452A1,0,0,0,0
EP3891908A1,0,0,0,0
EP3899870A1,0,0,0,0
EP3900363A1,0,0,0,0
EP3900377A1,0,0,0,0
EP3504960A1,0,0,0,0
EP3510915B1,0,0,0,0
EP3511509A1,WO2021054221A1,2021-03-25,不二サッシ株式会社,"Sash frame, and assembly structure for sash frame"
EP3511509A1,WO2021065396A1,2021-04-08,不二サッシ株式会社,Sash and assembly structure for sash
EP3512096B1,0,0,0,0
EP3513685A1,0,0,0,0
EP3514200B1,WO2021207783A1,2021-10-21,Clean Earth Technology Pty Ltd,Methods for processing polysulfide polymers
EP3514453A1,0,0,0,0
EP3517666A1,0,0,0,0
EP3518233B1,0,0,0,0
EP3518407B1,US10819240B2,2020-10-27,Nxp B.V.,Apparatus and method for adaptively setting the proper range for the VCM control variable based upon clipping of the main regulation loop
EP3518407B1,US10554135B2,2020-02-04,Nxp B.V.,Apparatus and method for improved small load performance of a dual output resonant converter
EP3518407B1,US10811981B2,2020-10-20,Nxp B.V.,Apparatus and method for a dual output resonant converter to ensure full power range for both outputs
EP3518407B1,EP3719981A1,2020-10-07,Tridonic GmbH & Co. KG,Llc stage for led drivers
EP3518407B1,US11075743B2,2021-07-27,"Nxp Usa, Inc.",Adjustable high resolution timer
EP3518407B1,CN111162660A,2020-05-15,毛昭祺,Multi-channel resonance conversion circuit and multi-channel output control method based on multi-channel resonance conversion circuit
EP3518407B1,CN112511006A,2021-03-16,杭州乐图电子科技有限公司,Double-path resonance conversion circuit and control method
EP3518408B1,EP3624319A1,2020-03-18,"Delta Electronics (Thailand) Public Co., Ltd.",Switch protection
EP3518409A1,CN106094357B,2019-01-04,武汉华星光电技术有限公司,array substrate and liquid crystal display panel
EP3518409A1,US11005379B1,2021-05-11,Infineon Technologies Austria Ag,Dynamic regulation resonant power converter
EP3518410A1,US10819240B2,2020-10-27,Nxp B.V.,Apparatus and method for adaptively setting the proper range for the VCM control variable based upon clipping of the main regulation loop
EP3518410A1,US10554135B2,2020-02-04,Nxp B.V.,Apparatus and method for improved small load performance of a dual output resonant converter
EP3518410A1,US10811981B2,2020-10-20,Nxp B.V.,Apparatus and method for a dual output resonant converter to ensure full power range for both outputs
EP3518410A1,US10803909B2,2020-10-13,"Micron Technology, Inc.",Power management component for memory sub system power cycling
EP3518410A1,DE102018124581A1,2020-04-09,Infineon Technologies Austria Ag,"Power converter control, asymmetrical power converter and method for operating a power converter"
EP3521221A1,0,0,0,0
EP3521528A1,0,0,0,0
EP3524381A1,0,0,0,0
EP3525210A2,0,0,0,0
EP3525343B1,0,0,0,0
EP3528078A1,CN113093764A,2021-07-09,吉林大学,Control method based on mixed formation of commercial vehicle and passenger vehicle
EP3528078A1,DE102020121754A1,2022-02-24,Audi Aktiengesellschaft,Procedure for communication between road users and communication system
EP3528078A1,US11145200B2,2021-10-12,Carnegie Mellon University,System and method for vehicle-actuated traffic control
EP3528078A1,US11069236B2,2021-07-20,Carnegie Mellon University,Systems and methods for virtual traffic lights implemented on a mobile computing device
EP3528078A1,JP7000214B2,2022-01-19,本田技研工業株式会社,Vehicle control device
EP3528078A1,US10957188B2,2021-03-23,"Toyota Motor Engineering & Manufacturing North America, Inc.",Systems and methods for determining traffic flow using observations of surrounding vehicles
EP3528078A1,US20200125117A1,2020-04-23,"Peloton Technology, Inc.",Systems and methods for platooning and automation safety
EP3528078A1,US11011064B2,2021-05-18,"Denso International America, Inc.",System and method for vehicle platooning
EP3528078A1,CN110689736A,2020-01-14,安锐,Traffic control method and device for actively releasing fleet
EP3528078A1,CN111199640B,2022-02-01,新石器慧通（北京）科技有限公司,Cooperative control method and device for vehicle formation
EP3528078A1,CN113327446A,2021-08-31,大唐高鸿数据网络技术股份有限公司,"Information transmission processing method and device, processing equipment, vehicle-mounted unit and vehicle"
EP3528078A1,CN112092822B,2021-11-12,中国第一汽车股份有限公司,"Prompting method, device, equipment and storage medium"
EP3528078A1,CN113034955A,2021-06-25,武汉理工大学,Method and device for self-adaptive cruise fleet to pass through signal intersection
EP3528377A1,0,0,0,0
EP3531349A1,US20180189641A1,2018-07-05,Stmicroelectronics S.R.L.,Hardware accelerator engine
EP3531349A1,CN207517054U,2018-06-19,意法半导体股份有限公司,Crossfire switchs
EP3531349A1,US11016801B1,2021-05-25,"Marvell Asia Pte, Ltd.",Architecture to support color scheme-based synchronization for machine learning
EP3531349A1,US10891136B1,2021-01-12,"Marvell Asia Pte, Ltd.",Data transmission between memory and on chip memory of inference engine for machine learning via a single data gathering instruction
EP3531349A1,US10929760B1,2021-02-23,"Marvell Asia Pte, Ltd.",Architecture for table-based mathematical operations for inference acceleration in machine learning
EP3531349A1,US10997510B1,2021-05-04,"Marvell Asia Pte, Ltd.",Architecture to support tanh and sigmoid operations for inference acceleration in machine learning
EP3531349A1,US10929779B1,2021-02-23,"Marvell Asia Pte, Ltd.",Architecture to support synchronization between core and inference engine for machine learning
EP3531349A1,US10929778B1,2021-02-23,"Marvell Asia Pte, Ltd.",Address interleaving for machine learning
EP3531349A1,US10970080B2,2021-04-06,"Marvell Asia Pte, Ltd.",Systems and methods for programmable hardware architecture for machine learning
EP3531349A1,US10606975B2,2020-03-31,International Business Machines Corporation,Coordinates-based generative adversarial networks for generating synthetic physical design layout patterns
EP3531349A1,US10706200B2,2020-07-07,International Business Machines Corporation,Generative adversarial networks for generating physical design layout patterns of integrated multi-layers
EP3531349A1,US10699055B2,2020-06-30,International Business Machines Corporation,Generative adversarial networks for generating physical design layout patterns
EP3531349A1,US10572225B1,2020-02-25,"Xilinx, Inc.",Circuit arrangements and methods for performing multiply-and-accumulate operations
EP3531349A1,CN110490308B,2022-02-18,普联技术有限公司,"Design method of acceleration library, terminal equipment and storage medium"
EP3531349A1,US20210256346A1,2021-08-19,Stmicroelectronics S.R.L.,Vector quantization decoding hardware unit for real-time dynamic decompression for parameters of neural networks
EP3531349A1,US20210264250A1,2021-08-26,Stmicroelectronics International N.V.,Pooling unit for deep learning acceleration
EP3531639A1,US11272543B2,2022-03-08,Nxp B.V.,Physical layer device that connects to a shared media and method for operating a physical layer device that connects to a shared media
EP3531639A1,US11197322B2,2021-12-07,Microchip Technology Incorporated,"Emulating collisions in wired local area networks and related systems, methods, and devices"
EP3531639A1,CN112422295A,2021-02-26,微芯片技术股份有限公司,"Ethernet interface and related systems, methods and devices"
EP3531639A1,CN112415323A,2021-02-26,微芯片技术股份有限公司,Diagnosing cable faults within a network
EP3531639A1,WO2021195663A1,2021-09-30,Microchip Technology Incorporated,"Low connection count interface wake source communication according to 10spe local and remote wake and related systems, methods, and devices"
EP3531720B1,0,0,0,0
EP3533362A1,0,0,0,0
EP3533362B1,0,0,0,0
EP3534569A1,0,0,0,0
EP3536288A1,0,0,0,0
EP3536384A1,0,0,0,0
EP3540141B1,0,0,0,0
EP3542664A1,USD730446S1,2015-05-26,BladeKey LLC,Folding pen for a pocket key organizer
EP3542664A1,USD927848S1,2021-08-17,"Curv Brands, Llc",Interactive pocket key organizer
EP3543277B1,0,0,0,0
EP3543906A1,US20200019883A1,2020-01-16,"Invoca, Inc.",Performance score determiner for binary signal classifiers
EP3543906A1,US11255680B2,2022-02-22,Here Global B.V.,Maplets for maintaining and updating a self-healing high definition map
EP3543906A1,US11096026B2,2021-08-17,Here Global B.V.,Road network change detection and local propagation of detected change
EP3543969A1,0,0,0,0
EP3543969B1,0,0,0,0
EP3544239A1,EP3691197B1,2021-12-29,Nxp B.V.,Bus device and method for operating a bus device
EP3547362A2,US11201410B2,2021-12-14,The Boeing Company,Stripline fed full wavelength slot in half wavelength patch antenna
EP3547362A3,US11201410B2,2021-12-14,The Boeing Company,Stripline fed full wavelength slot in half wavelength patch antenna
EP3547556B1,US11133845B2,2021-09-28,Assa Abloy Ab,Detuning detection and compensation for inductive coupling systems
EP3547556B1,US11212001B1,2021-12-28,International Business Machines Corporation,Transmit optical power adjustment based on receive optical power measurements
EP3549848A1,0,0,0,0
EP3550190A1,0,0,0,0
EP3550190B1,0,0,0,0
EP3550428A2,US11169805B2,2021-11-09,Hewlett Packard Enterprise Development Lp,Dynamic processor cache to avoid speculative vulnerability
EP3550428A2,US11210102B2,2021-12-28,Arm Limited,Speculative buffer for speculative memory accesses with entries tagged with execution context identifiers
EP3550428A3,US11169805B2,2021-11-09,Hewlett Packard Enterprise Development Lp,Dynamic processor cache to avoid speculative vulnerability
EP3550428A3,US11210102B2,2021-12-28,Arm Limited,Speculative buffer for speculative memory accesses with entries tagged with execution context identifiers
EP3550471A1,US10789487B2,2020-09-29,Here Global B.V.,"Method, apparatus, and system for determining polyline homogeneity"
EP3550471A1,US10922817B2,2021-02-16,Intel Corporation,Perception device for obstacle detection and tracking and a perception method for obstacle detection and tracking
EP3550471A1,US11068724B2,2021-07-20,Baidu Usa Llc,Deep learning continuous lane lines detection system for autonomous vehicles
EP3550471A1,US20190061771A1,2019-02-28,GM Global Technology Operations LLC,Systems and methods for predicting sensor information
EP3550471A1,US10922840B2,2021-02-16,Here Global B.V.,Method and apparatus for localization of position data
EP3550471A1,US10628688B1,2020-04-21,"Stadvision, Inc.","Learning method and learning device, and testing method and testing device for detecting parking spaces by using point regression results and relationship between points to thereby provide an auto-parking system"
EP3550471A1,US11136025B2,2021-10-05,Waymo Llc,Polyline contour representations for autonomous vehicles
EP3550471A1,US20210233208A1,2021-07-29,Here Global B.V.,Method and apparatus for localizing a data set based upon synthetic image registration
EP3550939A1,0,0,0,0
EP3552479A1,NL2027100A,2021-09-01,Havatec B V,Method and device for automatic placement of flower bulbs
EP3552479A1,EP3904246A1,2021-11-03,Flexlink AB,System and method for picking up layers of objects
EP3552479A1,NL2025857B1,2022-02-17,B&K Mechatronica,APPARATUS AND PROCEDURE FOR PLANTING FLOWER BULBS
EP3552479A1,WO2020106744A1,2020-05-28,Diamond Onions,Apparatus and method for positioning an object
EP3552479A1,KR102359039B1,2022-02-07,대한민국,System for planting bulbs of lily used in cut-flowers and operation method thereof
EP3552479A1,CN111977331A,2020-11-24,广州跃汇贸易有限公司,Intelligent household lamp blow molding shell conveying and adjusting system
EP3552480B1,WO2020106744A1,2020-05-28,Diamond Onions,Apparatus and method for positioning an object
EP3552480B1,KR102359039B1,2022-02-07,대한민국,System for planting bulbs of lily used in cut-flowers and operation method thereof
EP3552480B1,NL2024741B1,2021-09-09,Havatec B V,Method and device for automatic placement of flower bulbs
EP3552480B1,EP3904246A1,2021-11-03,Flexlink AB,System and method for picking up layers of objects
EP3552480B1,NL2025857B1,2022-02-17,B&K Mechatronica,APPARATUS AND PROCEDURE FOR PLANTING FLOWER BULBS
EP3552480B1,CN111977331A,2020-11-24,广州跃汇贸易有限公司,Intelligent household lamp blow molding shell conveying and adjusting system
EP3552486A1,CA2893251C,2016-10-18,Julie Anne Haught,Protective device for the head and ears of an animal
EP3552487A1,WO2021185412A1,2021-09-23,Highland Stall & Weide GmbH,Grazing animal farming method and grazing animal farming arrangement
EP3553506A2,US11058895B2,2021-07-13,Daegu Gyeongbuk Institute Of Science And Technology,Collimator and medical robot including the same
EP3553506A2,CN112823280A,2021-05-18,斯格瑞公司,System and method for depth-selectable X-ray analysis
EP3553506A2,US11143605B2,2021-10-12,"Sigray, Inc.",System and method for computed laminography x-ray fluorescence imaging
EP3553506A2,US11175243B1,2021-11-16,"Sigray, Inc.",X-ray dark-field in-line inspection for semiconductor samples
EP3553506A2,US11215572B2,2022-01-04,"Sigray, Inc.",System and method for x-ray absorption spectroscopy using a crystal analyzer and a plurality of detector elements
EP3553506A2,CN111992514A,2020-11-27,北京霍里思特科技有限公司,Double-light-source signal acquisition unit and signal acquisition method of wide intelligent sorting equipment
EP3553509A1,US10753890B2,2020-08-25,Malvern Panalytical B.V.,High resolution X-ray diffraction method and apparatus
EP3553958B1,US11038553B2,2021-06-15,Nxp B.V.,EMC inductor-free RF front-end method and topology with power by field function for an inductively coupled communication system
EP3553958B1,CN111934725B,2021-03-19,深圳市汇顶科技股份有限公司,Near field communication device and electronic equipment
EP3553959B1,US10812199B1,2020-10-20,Nxp B.V.,Quality-factor control for a near-field wireless device
EP3553959B1,US20210242908A1,2021-08-05,Nxp B.V.,Near-field electromagnetic induction (nfemi) antenna
EP3553999A1,US20190318118A1,2019-10-17,International Business Machines Corporation,Secure encrypted document retrieval
EP3553999A1,CN111832050B,2021-03-26,深圳致星科技有限公司,Paillier encryption scheme based on FPGA chip implementation for federal learning
EP3556255A1,0,0,0,0
EP3556255B1,0,0,0,0
EP3556264A1,CA3013605A1,2019-03-19,Zmc Metal Coating Inc.,Roller blind end bracket with retaining member
EP3556264A1,CA3090663A1,2019-08-15,"Mcs Industries, Inc.",Hanging system and bracket thereof
EP3556264A1,WO2021038389A1,2021-03-04,3M Innovative Properties Company,Wall anchors and assemblies for heavyweight objects
EP3556264B1,CA3013605A1,2019-03-19,Zmc Metal Coating Inc.,Roller blind end bracket with retaining member
EP3556264B1,CA3090663A1,2019-08-15,"Mcs Industries, Inc.",Hanging system and bracket thereof
EP3556264B1,WO2021038389A1,2021-03-04,3M Innovative Properties Company,Wall anchors and assemblies for heavyweight objects
EP3560378A1,0,0,0,0
EP3560888A1,0,0,0,0
EP3560978A1,WO2021096654A1,2021-05-20,Sabic Global Technologies B.V.,Curing composition for high heat adhesive epoxy resin
EP3560979B1,WO2020180974A1,2020-09-10,Sabic Global Technologies B.V.,Thermoset epoxy composition with aromatic dianhydride powder as curing agent
EP3561201B1,CN111042629A,2020-04-21,中国化学工程第三建设有限公司,Construction method for high-altitude assembly of large steel chimney
EP3561453A1,DE102020111873A1,2021-11-04,Bayerische Motoren Werke Aktiengesellschaft,Providing an expected driving path
EP3561454A2,0,0,0,0
EP3561705A1,US11030346B2,2021-06-08,Ememory Technology Inc.,Integrated circuit and data processing method for enhancing security of the integrated circuit
EP3561705B1,US11030346B2,2021-06-08,Ememory Technology Inc.,Integrated circuit and data processing method for enhancing security of the integrated circuit
EP3562087B1,US10536344B2,2020-01-14,"Cisco Technology, Inc.",Privacy-aware model generation for hybrid machine learning systems
EP3562087B1,US10616343B1,2020-04-07,Motorola Mobility Llc,Center console unit and corresponding systems and methods
EP3563908A1,FR3103898A1,2021-06-04,Abeo,Device for controlling an anchor for fixing sports or leisure equipment
EP3564054B1,0,0,0,0
EP3564685A1,US10837753B2,2020-11-17,"Allegro Microsystems, Llc",Magnetic field sensor using MR elements for detecting flux line divergence
EP3565201A1,WO2021061728A1,2021-04-01,Carrier Corporation,System and method for sending and receiving an ethernet signal
EP3565201A1,US11108842B2,2021-08-31,Nxp B.V.,Wired communications device and method for operating a wired communications device
EP3565201A1,CN113438052A,2021-09-24,深圳市元征未来汽车技术有限公司,"Signal decoding method, device, electronic equipment and storage medium"
EP3567068A1,EP3885393A1,2021-09-29,SHPP Global Technologies B.V.,"Modified poly(phenylene ether) copolymers, compositions, and methods thereof"
