publication_number,patent_citation,publication_date,assignee,title
EP2499156A2,US8440449B2,2013-05-14,"The United States Of America, As Represented By The Secretary Of Agriculture",Transformed Saccharomyces cerevisiae engineered for xylose utilization
EP2499156A2,JP5821132B2,2015-11-24,ディーエスエム アイピー アセッツ ビー．ブイ．,Xylose isomerase genes and their use in the fermentation of pentose sugars
EP2499156A2,EP2451960A2,2012-05-16,"Verdezyne, Inc.",Engineered microorganisms with enhanced fermentation activity
EP2499156A2,JP5689062B2,2015-03-25,国立大学法人京都大学,Pentose transporter
EP2468184A1,US5042504A,1991-08-27,Helmut Huberti,Device for monitoring loads exerted on parts of the body
EP2468184A1,GB2286683A,1995-08-23,British Tech Group,Assessing the state of union in a bone fracture
EP2468184A1,WO2008103181A1,2008-08-28,"Smith & Nephew, Inc.",Processing sensed accelerometer data for determination of bone healing
EP2468184A1,US20100305478A1,2010-12-02,The Research Foundation Of State University Of New,"Weight monitoring apparatus, weight monitoring system, and related methods thereof"
EP2468184A1,WO2010142045A1,2010-12-16,Ao Technology Ag,"Device for processing and transmitting measured signals for monitoring and/or controlling medical implants, diagnostic devices or biological processes"
EP2243882A1,EP0567040A1,1993-10-27,Gerhard Dipl.-Ing. Witting,Side covers for road structure
EP2243882A1,JPH06248616A,1994-09-06,Hiroomi Ichinose,Environmental cleaning panel
EP2243882A1,JPH10331116A,1998-12-15,Takenaka Komuten Co Ltd,Sound insulation wall
EP2243882A1,JP2003170015A,2003-06-17,Sekisui Jushi Co Ltd,Suspended particulate matter (spm) collector
EP2243882A1,WO2007100254A1,2007-09-07,Technische Universiteit Delft,"Method for the removal of smut, fine dust and exhaust gas particles, particle catch arrangement for use in this method and use of the particle catch arrangement to generate a static electric field"
EP2243882A1,WO2008146962A1,2008-12-04,Taegeon Corporation,Apparatus for reducing noise
EP2260696A1,DE7531642U,1976-02-12,"Schramm, Horst, 6100 Darmstadt",Drainage stable floor covering mat
EP2260696A1,NL9200455A,1993-10-01,Stichting Beheer Intellectuele,Moisture-permeable floor covering.
EP2260696A1,FR2786210A3,2000-05-26,Normandie Drainage,Horse training track shock absorbing covering has layer of comminuted waste plastics placed between sand and covering layers
EP2260696A1,NL1033217C2,2008-07-15,Maarten Cornelis Bogaard,"Floor covering for horsebox, comprises braided polymer yarn material bottom layer and perforated plastic top layer for allowing drainage of urine"
EP2260696B1,DE7531642U,1976-02-12,"Schramm, Horst, 6100 Darmstadt",Drainage stable floor covering mat
EP2260696B1,NL9200455A,1993-10-01,Stichting Beheer Intellectuele,Moisture-permeable floor covering.
EP2260696B1,FR2786210B3,2000-09-15,Normandie Drainage,AMENDMENT OF HORSE TRAIL TRACK
EP2260696B1,NL1033217C2,2008-07-15,Maarten Cornelis Bogaard,"Floor covering for horsebox, comprises braided polymer yarn material bottom layer and perforated plastic top layer for allowing drainage of urine"
EP2389603A1,US4285164A,1981-08-25,A. E. Mckenzie Co. Ltd.,Self-watering planter
EP2389603A1,US4600627A,1986-07-15,Bridgstone Corporation,Sandwich glasses
EP2389603A1,JP2572626B2,1997-01-16,旭光学工業株式会社,Method of forming reticle and microstructure array
EP2389603A1,JP3444545B2,2003-09-08,株式会社セクト化学,Crop cultivation house
EP2389603A1,JP3608580B2,2005-01-12,株式会社ニコン,"Illumination optical apparatus, exposure apparatus, exposure method, and fly-eye lens"
EP2389603A1,CA2323590A1,2000-07-20,Michael C. Lea,Optical sheets suitable for spreading light
EP2389603A1,KR100432438B1,2004-05-22,주식회사 송산,Prism Diffuser
EP2389603A1,NL1025191C2,2005-07-11,Agrotechnology And Food Innova,Cover for an object using a solar radiation.
EP2389603A1,JPWO2008102762A1,2010-06-24,宣夫 大山,"LIGHT SOURCE DEVICE, LIGHTING DEVICE USING THE SAME, AND PLANT GROWING DEVICE USING THE LIGHTING DEVICE"
EP2468305A1,US6574497B1,2003-06-03,"Advanced Cardiovascular Systems, Inc.",MRI medical device markers utilizing fluorine-19
EP2468305A1,WO2006002332A1,2006-01-05,Angiotech Biomaterials Corporation,Methods and crosslinked polymer compositions for cartilage repair
EP2468305A1,EP1687378A1,2006-08-09,SupraPolix B.V.,Preparation of supramolecular polymers containing quadruple hydrogen bonding units in the polymer backbone
EP2468305A1,WO2006118461A2,2006-11-09,Suprapolix B. V.,"Modular bioresorbable or biomedical, biologically active supramolecular materials"
EP2468305A1,WO2006119645A1,2006-11-16,Sunnybrook And Women's College Health Sciences Centre,"Marker device for x-ray, ultrasound and mr imaging"
EP2468305A1,WO2008016983A2,2008-02-07,Baxter International Inc.,Rapidly acting dry sealant and methods for use and manufacture
EP2468305A1,WO2010058361A2,2010-05-27,Koninklijke Philips Electronics N.V.,"Method for the production of scaffolds for tissue engineering, comprising the use of an anchoring unit, and scaffold produced therewith"
EP2468305A1,WO2010070522A1,2010-06-24,Koninklijke Philips Electronics N.V.,"Method for the production of labelled scaffolds, comprising at least one reactive fluorinated surfactant, and scaffold produced therewith"
EP2468305A1,CA2365460A1,2000-10-12,Ineke Verweire,Fluorinated copolymers for coating biomedical devices and a process for their manufacture
EP2468305A1,US20110182805A1,2011-07-28,Desimone Joseph M,"Nanoparticle fabrication methods, systems, and materials"
EP2468305A1,WO2011073968A1,2011-06-23,Vysera Biomedical Limited,A drug delivery system
EP2468305A1,US8969510B2,2015-03-03,Suprapolix B.V.,Fluorinated supramolecular polymers
EP2880971B1,US344814A,1886-07-06,,Transplanter
EP2880971B1,US2799972A,1957-07-23,Teixeira Marianno Pontes,Sympodial orchids and other rhizomatous plants growing vessel
EP2880971B1,GB1020945A,1966-02-23,Lustroid Ltd,Improvements relating to plant pots
EP2880971B1,FI50034C,1975-12-10,Enso Gutzeit Oy,Cell system for raising plants.
EP2880971B1,USD248022S,1978-05-30,Huhtamaki Oy,Multiple plant container
EP2880971B1,DE2744143C2,1983-06-09,Bruno 8039 Puchheim Gruber,Use of a container for growing and cultivating plants
EP2880971B1,USD262350S,1981-12-22,Vincent William C,Conifer forest seedling protector
EP2880971B1,USD278323S,1985-04-09,Blackmore Jr Fred N,Segmented plant container
EP2880971B1,US4495725A,1985-01-29,Talbott Gene B,Seed germinating apparatus and method
EP2880971B1,FR2592756B1,1988-03-18,Ferrand Claude,OPENING TUBULAR ELEMENT FOR THE CULTURE AND AUTOMATION OF HANDLING
EP2880971B1,GB8727162D0,1987-12-23,Benest R S,Propagation tray
EP2880971B1,JP4036420B2,2008-01-23,高知県,Culture medium
EP2880971B1,US20080078118A1,2008-04-03,"Aerogrow International, Inc.",Master gardener baskets and methods for growing plants
EP2880971B1,US6843021B1,2005-01-18,Shih-Ming Huang,Floatable plant cultivation device
EP2880971B1,US7353635B2,2008-04-08,Westrate William P,Tree root ball wrapping apparatus and method of using same
EP2880971B1,KR20050062474A,2005-06-23,류봉균,A manufacture method of block type culture soil contain seeds
EP2880971B1,US7874374B2,2011-01-25,The Toro Company,Turf aerator tine
EP2880971B1,AU2008201986A1,2009-11-19,Ronald Irineu Paleari,Biodegradable Seed Germinating Pods for Seedlings
EP2880971B1,WO2011014933A1,2011-02-10,Nuplant Pty Ltd,Plantlet handling system
EP2880971B1,NL2003810C2,2011-05-17,Idea Packaging B V,METHOD AND SUBSTRATE FOR GROWING A PLANT.
EP2468305B1,CA2365460A1,2000-10-12,Ineke Verweire,Fluorinated copolymers for coating biomedical devices and a process for their manufacture
EP2468305B1,US6574497B1,2003-06-03,"Advanced Cardiovascular Systems, Inc.",MRI medical device markers utilizing fluorine-19
EP2468305B1,AU2003279611A1,2005-05-19,Suprapolix B.V.,Preparation of supramolecular polymers containing quadruple hydrogen bonding units in the polymer backbone
EP2468305B1,AU2005258231A1,2006-01-05,"Angiotech Pharmaceuticals (Us), Inc.",Methods and crosslinked polymer compositions for cartilage repair
EP2468305B1,EP1877113B1,2011-11-09,SupraPolix B.V.,"Modular bioresorbable or biomedical, biologically active supramolecular materials"
EP2468305B1,US20060293581A1,2006-12-28,Sunnybrook And Women's College Health Sciences Centre,"Marker device for X-ray, ultrasound and MR imaging"
EP2468305B1,US20110182805A1,2011-07-28,Desimone Joseph M,"Nanoparticle fabrication methods, systems, and materials"
EP2468305B1,TWI436793B,2014-05-11,Baxter Int,Rapidly acting dry sealant and methods for use and manufacture
EP2468305B1,CN102223905A,2011-10-19,皇家飞利浦电子股份有限公司,"Method for the production of scaffolds for tissue engineering, comprising the use of an anchoring unit, and scaffold produced therewith"
EP2468305B1,EP2379123A1,2011-10-26,Koninklijke Philips Electronics N.V.,"Method for the production of labelled scaffolds, comprising at least one reactive fluorinated surfactant, and scaffold produced therewith"
EP2468305B1,WO2011073968A1,2011-06-23,Vysera Biomedical Limited,A drug delivery system
EP2468305B1,US8969510B2,2015-03-03,Suprapolix B.V.,Fluorinated supramolecular polymers
EP2295366A1,JPS59123096A,1984-07-16,Yousuke Saida,Centralized managing alarm
EP2295366A1,JPS59123096U,1984-08-18,,
EP2295366A1,JPS62132099A,1987-06-15,Japan Metals & Chem Co Ltd,Container for hydrogen absorbing alloy
EP2295366A1,JPS62132099U,1987-08-20,,
EP2295366A1,US5000293A,1991-03-19,Clark Equipment Company,Upright for lift truck
EP2295366A1,US6505710B1,2003-01-14,"Nissan Motor Co., Ltd.",Mast apparatus for fork lift trucks
EP2295366A1,US20050034928A1,2005-02-17,Robert Lewis,Mast construction for a lift truck
EP2295366B1,JPS59123096A,1984-07-16,Yousuke Saida,Centralized managing alarm
EP2295366B1,JPS59123096U,1984-08-18,,
EP2295366B1,JPS62132099A,1987-06-15,Japan Metals & Chem Co Ltd,Container for hydrogen absorbing alloy
EP2295366B1,JPS62132099U,1987-08-20,,
EP2295366B1,US5000293A,1991-03-19,Clark Equipment Company,Upright for lift truck
EP2295366B1,US6505710B1,2003-01-14,"Nissan Motor Co., Ltd.",Mast apparatus for fork lift trucks
EP2295366B1,US7096999B2,2006-08-29,The Raymond Corporation,Mast construction for a lift truck
EP2327293A1,US2799972A,1957-07-23,Teixeira Marianno Pontes,Sympodial orchids and other rhizomatous plants growing vessel
EP2327293A1,GB1020945A,1966-02-23,Lustroid Ltd,Improvements relating to plant pots
EP2327293A1,US4495725A,1985-01-29,Talbott Gene B,Seed germinating apparatus and method
EP2327293A1,JP2002253045A,2002-09-10,Kochi Prefecture,Culture medium for cultivation and its production method
EP2327293A1,WO2006123873A1,2006-11-23,Bongkyun Ryu,A manufacture method of block type culture soil contain seeds
EP2327293A1,US344814A,1886-07-06,,Transplanter
EP2327293A1,FI50034C,1975-12-10,Enso Gutzeit Oy,Cell system for raising plants.
EP2327293A1,USD248022S,1978-05-30,Huhtamaki Oy,Multiple plant container
EP2327293A1,DE2744143C2,1983-06-09,Bruno 8039 Puchheim Gruber,Use of a container for growing and cultivating plants
EP2327293A1,USD262350S,1981-12-22,Vincent William C,Conifer forest seedling protector
EP2327293A1,USD278323S,1985-04-09,Blackmore Jr Fred N,Segmented plant container
EP2327293A1,FR2592756B1,1988-03-18,Ferrand Claude,OPENING TUBULAR ELEMENT FOR THE CULTURE AND AUTOMATION OF HANDLING
EP2327293A1,GB8727162D0,1987-12-23,Benest R S,Propagation tray
EP2327293A1,US20080078118A1,2008-04-03,"Aerogrow International, Inc.",Master gardener baskets and methods for growing plants
EP2327293A1,US6843021B1,2005-01-18,Shih-Ming Huang,Floatable plant cultivation device
EP2327293A1,US7353635B2,2008-04-08,Westrate William P,Tree root ball wrapping apparatus and method of using same
EP2327293A1,US7874374B2,2011-01-25,The Toro Company,Turf aerator tine
EP2327293A1,AU2008201986A1,2009-11-19,Ronald Irineu Paleari,Biodegradable Seed Germinating Pods for Seedlings
EP2327293A1,WO2011014933A1,2011-02-10,Nuplant Pty Ltd,Plantlet handling system
EP2327293A1,NL2003810C2,2011-05-17,Idea Packaging B V,METHOD AND SUBSTRATE FOR GROWING A PLANT.
EP2327293B1,US344814A,1886-07-06,,Transplanter
EP2327293B1,US2799972A,1957-07-23,Teixeira Marianno Pontes,Sympodial orchids and other rhizomatous plants growing vessel
EP2327293B1,GB1020945A,1966-02-23,Lustroid Ltd,Improvements relating to plant pots
EP2327293B1,FI50034C,1975-12-10,Enso Gutzeit Oy,Cell system for raising plants.
EP2327293B1,USD248022S,1978-05-30,Huhtamaki Oy,Multiple plant container
EP2327293B1,DE2744143C2,1983-06-09,Bruno 8039 Puchheim Gruber,Use of a container for growing and cultivating plants
EP2327293B1,USD262350S,1981-12-22,Vincent William C,Conifer forest seedling protector
EP2327293B1,USD278323S,1985-04-09,Blackmore Jr Fred N,Segmented plant container
EP2327293B1,US4495725A,1985-01-29,Talbott Gene B,Seed germinating apparatus and method
EP2327293B1,FR2592756B1,1988-03-18,Ferrand Claude,OPENING TUBULAR ELEMENT FOR THE CULTURE AND AUTOMATION OF HANDLING
EP2327293B1,GB8727162D0,1987-12-23,Benest R S,Propagation tray
EP2327293B1,JP4036420B2,2008-01-23,高知県,Culture medium
EP2327293B1,US20080078118A1,2008-04-03,"Aerogrow International, Inc.",Master gardener baskets and methods for growing plants
EP2327293B1,US6843021B1,2005-01-18,Shih-Ming Huang,Floatable plant cultivation device
EP2327293B1,US7353635B2,2008-04-08,Westrate William P,Tree root ball wrapping apparatus and method of using same
EP2327293B1,KR20050062474A,2005-06-23,류봉균,A manufacture method of block type culture soil contain seeds
EP2327293B1,US7874374B2,2011-01-25,The Toro Company,Turf aerator tine
EP2327293B1,AU2008201986A1,2009-11-19,Ronald Irineu Paleari,Biodegradable Seed Germinating Pods for Seedlings
EP2327293B1,WO2011014933A1,2011-02-10,Nuplant Pty Ltd,Plantlet handling system
EP2327293B1,NL2003810C2,2011-05-17,Idea Packaging B V,METHOD AND SUBSTRATE FOR GROWING A PLANT.
EP2393832A1,AU6870791A,1991-05-16,"Creative Biomolecules, Inc.",Biosynthetic constructs of tgf-beta
EP2393832A1,EP1117805A2,2001-07-25,STRYKER CORPORATION (a Michigan corporation),Modified tgf-beta superfamily proteins
EP2393832A1,AT451389T,2009-12-15,Ludwig Inst Cancer Res,"DERIVED FROM BLOOD PLATE GROWTH FACTOR D, DNA THAT CODES AND THEIR USES"
EP2393832A1,US7105481B2,2006-09-12,Ludwig Institute For Cancer Research,Method for stimulating connective tissue growth or wound healing
EP2393832A1,US20040009535A1,2004-01-15,"Celltech R&D, Inc.",Compositions and methods for increasing bone mineralization
EP2393832A1,AU770332B2,2004-02-19,Vegenics Limited,Antibodies to truncated VEGF-D and uses thereof
EP2393832A1,EP1125905A1,2001-08-22,Pepscan Systems B.V.,Segment synthesis
EP2393832A1,EP1197755A1,2002-04-17,Pepscan Systems B.V.,Identification of protein binding sites
EP2393832A1,EP1452868A2,2004-09-01,Pepscan Systems B.V.,Method for selecting a candidate drug compound
EP2393832A1,EP1751185A2,2007-02-14,Acceleron Pharma Inc.,Tgf derepressors and uses related thereto
EP2393832A1,WO2008013454A2,2008-01-31,Pepscan Systems B.V.,Immunogenic compounds and protein mimics
EP2393832A1,GB0710457D0,2007-07-11,Ark Therapeutics Ltd,Vegf Mutants
EP2393832A1,CA2751445C,2018-06-19,Pepscan Systems B.V.,Truncated cystine-knot proteins
EP2393832B1,AU6870791A,1991-05-16,"Creative Biomolecules, Inc.",Biosynthetic constructs of tgf-beta
EP2393832B1,EP1117805A2,2001-07-25,STRYKER CORPORATION (a Michigan corporation),Modified tgf-beta superfamily proteins
EP2393832B1,AT451389T,2009-12-15,Ludwig Inst Cancer Res,"DERIVED FROM BLOOD PLATE GROWTH FACTOR D, DNA THAT CODES AND THEIR USES"
EP2393832B1,US7105481B2,2006-09-12,Ludwig Institute For Cancer Research,Method for stimulating connective tissue growth or wound healing
EP2393832B1,US20040009535A1,2004-01-15,"Celltech R&D, Inc.",Compositions and methods for increasing bone mineralization
EP2393832B1,AU770332B2,2004-02-19,Vegenics Limited,Antibodies to truncated VEGF-D and uses thereof
EP2393832B1,EP1125905A1,2001-08-22,Pepscan Systems B.V.,Segment synthesis
EP2393832B1,EP1197755A1,2002-04-17,Pepscan Systems B.V.,Identification of protein binding sites
EP2393832B1,EP1452868A2,2004-09-01,Pepscan Systems B.V.,Method for selecting a candidate drug compound
EP2393832B1,EP1751185A2,2007-02-14,Acceleron Pharma Inc.,Tgf derepressors and uses related thereto
EP2393832B1,WO2008013454A2,2008-01-31,Pepscan Systems B.V.,Immunogenic compounds and protein mimics
EP2393832B1,GB0710457D0,2007-07-11,Ark Therapeutics Ltd,Vegf Mutants
EP2393832B1,CA2751445C,2018-06-19,Pepscan Systems B.V.,Truncated cystine-knot proteins
EP2460186A1,EP1659347A2,2006-05-24,General Electronic Company,Building element including solar energy converter
EP2460186A1,US20070031097A1,2007-02-08,University Of Cincinnati,Light Emissive Signage Devices Based on Lightwave Coupling
EP2460186A1,US4153813A,1979-05-08,Atlantic Richfield Company,Luminescent solar collector
EP2460186A1,US4251284A,1981-02-17,"Owens-Illinois, Inc.",Tubular luminescent solar collector-photocell structure
EP2460186A1,US4188238A,1980-02-12,"Owens-Illinois, Inc.","Generation of electrical energy from sunlight, and apparatus"
EP2460186A1,US4199376A,1980-04-22,Atlantic Richfield Company,Luminescent solar collector
EP2460186A1,US4238247A,1980-12-09,"Owens-Illinois, Inc.",Structure for conversion of solar radiation to electricity and heat
EP2460186A1,JPS5795675A,1982-06-14,Seiko Epson Corp,Solar cell
EP2460186A1,DE3803246C2,1991-11-28,"Fraunhofer-Gesellschaft Zur Foerderung Der Angewandten Forschung Ev, 8000 Muenchen, De",
EP2460186A1,JP2815666B2,1998-10-27,日本板硝子株式会社,Solar energy recovery window
EP2460186A1,KR100227788B1,1999-11-01,정선종,Method of manufacturing brag deflection film
EP2460186A1,US6157490A,2000-12-05,3M Innovative Properties Company,Optical film with sharpened bandedge
EP2460186A1,JP2002289900A,2002-10-04,Canon Inc,Concentrating solar cell module and concentrating photovoltaic power generation system
EP2460186A1,JP2003078156A,2003-03-14,Sharp Corp,Thin film solar battery and light converging/reflecting element
EP2460186A1,JP2005129364A,2005-05-19,Sharp Corp,Lighting system
EP2460186A1,WO2006088369A2,2006-08-24,Stichting Voor De Technische Wetenschappen,Luminescent multilayer system and utilisation thereof
EP2460186A1,JP2008311604A,2008-12-25,Hitachi Chem Co Ltd,"Solar cell module, and wavelength conversion condensing film for solar cell module"
EP2460186A1,KR101455892B1,2014-11-04,"반얀 에너지, 인크","Compact Optics for Concentration, Aggregation and Illumination of Light Energy"
EP2460186A1,TWM329221U,2008-03-21,ju-min Chen,Improved structure of light plate device
EP2460186A1,JP2009123779A,2009-06-04,Taichi Tsuboi,"Dome-shaped solar photovoltaic power generation device, dome-shaped solar thermal power generation device, dome-shaped solar photovoltaic power generation system, and dome-shaped solar thermal power generation system"
EP2460186A1,US8324497B2,2012-12-04,Sabic Innovative Plastics Ip B.V.,Luminescent solar concentrators
EP2460186A1,EP2139048A1,2009-12-30,Photon BV,Photovoltaic device with improved spectral response
EP2460186A1,US8314325B2,2012-11-20,Sabic Innovative Plastics Ip B.V.,Luminescent solar collector
EP2460186A1,IL196312A,2014-08-31,Renata Reisfeld,Luminescent solar concentrators
EP2473533A1,US20070161095A1,2007-07-12,Gurin Michael H,Biomass Fuel Synthesis Methods for Increased Energy Efficiency
EP2473533A1,WO2008098036A1,2008-08-14,North Carolina State University,Product preparation and recovery from thermolysis of lignocellulosics in ionic liquids
EP2473533A1,WO2008112291A2,2008-09-18,The University Of Toledo,Biomass pretreatment
EP2473582A2,WO2008098036A1,2008-08-14,North Carolina State University,Product preparation and recovery from thermolysis of lignocellulosics in ionic liquids
EP2473582A2,WO2008098032A2,2008-08-14,North Carolina State University,Use of lignocellulosics solvated in ionic liquids for production of biofuels
EP2473582A2,WO2008112291A2,2008-09-18,The University Of Toledo,Biomass pretreatment
EP2473582A2,JP2008228583A,2008-10-02,Seiko Instruments Inc,Method for decomposing cellulose and method for producing glucose
EP2473582A2,US8435355B2,2013-05-07,Weyerhaeuser Nr Company,Fractionation of lignocellulosic material using ionic liquids
EP2480175A1,CH666178A5,1988-07-15,Sulzer Ag,FEMUR HEAD PROSTHESIS.
EP2480175A1,DE10040590C2,2002-07-18,Eska Implants Gmbh & Co,"Subcutaneous, intramuscular bearing for a rigid transcutaneous implant"
EP2480175A1,DE10302432B4,2005-01-05,Eska Implants Gmbh & Co.,finger prosthesis
EP2480175A1,DE102004008558B4,2006-07-13,Eska Implants Gmbh & Co.,"Subcutaneous, intramuscular bearing for a rigid transcutaneous implant"
EP2480175A1,DE202004014043U1,2004-12-02,Eska Implants Gmbh & Co.,"Subcutaneous, intramuscular bearing for a rigid transcutaneous implant"
EP2480175A1,GB0702864D0,2007-03-28,Benoist Girard Sas,Prosthetic implant for use without bone cement
EP2880971A1,GB1020945A,1966-02-23,Lustroid Ltd,Improvements relating to plant pots
EP2880971A1,US3949523A,1976-04-13,Enso-Gutzeit Osakeyitio,Cell structure for the raising of seedlings
EP2880971A1,JP2002253045A,2002-09-10,Kochi Prefecture,Culture medium for cultivation and its production method
EP2880971A1,WO2006123873A1,2006-11-23,Bongkyun Ryu,A manufacture method of block type culture soil contain seeds
EP2880971A1,US344814A,1886-07-06,,Transplanter
EP2880971A1,US2799972A,1957-07-23,Teixeira Marianno Pontes,Sympodial orchids and other rhizomatous plants growing vessel
EP2880971A1,USD248022S,1978-05-30,Huhtamaki Oy,Multiple plant container
EP2880971A1,DE2744143C2,1983-06-09,Bruno 8039 Puchheim Gruber,Use of a container for growing and cultivating plants
EP2880971A1,USD262350S,1981-12-22,Vincent William C,Conifer forest seedling protector
EP2880971A1,USD278323S,1985-04-09,Blackmore Jr Fred N,Segmented plant container
EP2880971A1,US4495725A,1985-01-29,Talbott Gene B,Seed germinating apparatus and method
EP2880971A1,FR2592756B1,1988-03-18,Ferrand Claude,OPENING TUBULAR ELEMENT FOR THE CULTURE AND AUTOMATION OF HANDLING
EP2880971A1,GB8727162D0,1987-12-23,Benest R S,Propagation tray
EP2880971A1,US20080078118A1,2008-04-03,"Aerogrow International, Inc.",Master gardener baskets and methods for growing plants
EP2880971A1,US6843021B1,2005-01-18,Shih-Ming Huang,Floatable plant cultivation device
EP2880971A1,US7353635B2,2008-04-08,Westrate William P,Tree root ball wrapping apparatus and method of using same
EP2880971A1,US7874374B2,2011-01-25,The Toro Company,Turf aerator tine
EP2880971A1,AU2008201986A1,2009-11-19,Ronald Irineu Paleari,Biodegradable Seed Germinating Pods for Seedlings
EP2880971A1,WO2011014933A1,2011-02-10,Nuplant Pty Ltd,Plantlet handling system
EP2880971A1,NL2003810C2,2011-05-17,Idea Packaging B V,METHOD AND SUBSTRATE FOR GROWING A PLANT.
EP2233655A1,US4526225A,1985-07-02,Stanton Austin N,Building element for heat storage and transfer
EP2233655A1,DE3507594A1,1986-03-27,Theo Dipl.-Ing. 8228 Freilassing Schwarz,Outer wall construction on a building
EP2233655A1,WO2009025786A1,2009-02-26,Joseph Timothy Blundell,C.o.r.e. - continuous omnidirectional radiant energy geodesic hubs/structures
EP2280454A2,DE2264216C3,1978-12-21,"Brown, Boveri & Cie Ag, 6800 Mannheim",
EP2280454A2,FR2665803B1,1993-06-18,Labinal,BYPASS CONNECTOR.
EP2280454A2,US5059137A,1991-10-22,Amp Incorporated,Insulation displacement contact for flat cable
EP2280454A2,US5190468A,1993-03-02,"Smart House, L.P.",Ribbon cable connector
EP2280454A2,US5498172A,1996-03-12,Sunx Kabushiki Kaisha,Electrical connector for interconnecting parallel multiconductor cables
EP2280454A2,DE29910342U1,1999-09-02,Giersiepen Gira Gmbh,Device for voltage tapping from an electrical line
EP2280454A2,DE19947834C1,2001-05-23,Siemens Ag,Electrical quick connection system
EP2280454A2,DE10205614B4,2005-05-04,Wieland Electric Gmbh,connection adapter
EP2280454A2,US20040115984A1,2004-06-17,Rudy William J.,Light socket assembly for use with conductors arranged in a ribbon cable
EP2280454A2,DE202005018318U1,2007-03-15,Weidmüller Interface GmbH & Co. KG,Plug connection for flat cable and contact element for such a connector
