publication_number,patent_citation,publication_date,assignee,title
EP2880971B1,US20150173306A1,2015-06-25,"Bigelow Brook Farm, LLC",Plant growth apparatus and method
EP2880971B1,EP3148320B8,2019-11-13,Floréac N.V.,Systems for cultivating plants with aerial roots
EP2880971B1,NL2012907C2,2015-08-10,Floréac N V,Systems for cultivating plants with aerial roots.
EP2880971B1,US20170094896A1,2017-04-06,Anthura B.V.,Planting method making use of a substrate plug with a press section
EP2880971B1,NL2012923B1,2016-06-09,Anthura Bv,Planting method making use of a substrate plug with a press section.
EP2880971B1,WO2016070196A1,2016-05-06,"Podponics, Llc",Nested plant grow tray
EP2880971B1,EP3247195A4,2019-01-23,Jiffy International AS,Durable fiber plant growth containers and related materials and methods
EP2880971B1,US10820534B2,2020-11-03,Gary Shaffer,System and method for growing and protecting seedlings
EP2880971B1,SE542414C2,2020-04-28,Aktiebolaget Silkflower Imp In Askersund,Pot for cultivating a plant with aerial roots
EP2880971B1,CN108726018A,2018-11-02,维瑟斯格拉文迪尔控股公司,"For the retainer of transplanting object, retainer item and cultivation, packaging and transportation system and method"
EP2880971B1,NL2022851B1,2020-10-08,Houdstermaatschappij Modiform B V,"Plant container, method for forming such, and use thereof"
EP2880971B1,NL2024790B1,2021-09-10,Idea Packaging B V,"A plant cultivation system comprising cultivation trays and plant plugs, baskets for use in such a system, and a method for cultivating plants"
EP2468305B1,WO2012142670A1,2012-10-26,The University Of Queensland,Nuclear magnetic resonance agent
EP2468305B1,NL2009145C2,2014-01-07,Xeltis B V,Implant.
EP2468305B1,WO2016018145A1,2016-02-04,Suprapolix B.V.,Durable hydrogen bonded hydrogels
EP2468305B1,US10905796B2,2021-02-02,Xeltis Ag,Supramolecular polymer blend
EP2295366A1,WO2019022681A1,2019-01-31,Boylu Tuna,Full free triplex forklift mast with maximized operator view
EP2295366A1,WO2019204608A1,2019-10-24,"Jlg Industries, Inc.",Mobile elevating work platform/stock picker
EP2295366B1,EP3658486A1,2020-06-03,"Boylu, Tuna",Full free triplex forklift mast with maximized operator view
EP2295366B1,WO2019204608A1,2019-10-24,"Jlg Industries, Inc.",Mobile elevating work platform/stock picker
EP2327293A1,WO2015181278A1,2015-12-03,Floréac N.V.,Systems for cultivating plants with aerial roots
EP2327293A1,WO2015183094A1,2015-12-03,Anthura B.V.,Planting method making use of a substrate plug with a press section
EP2327293A1,NL2012923B1,2016-06-09,Anthura Bv,Planting method making use of a substrate plug with a press section.
EP2327293A1,WO2018193059A1,2018-10-25,Visser 's-Gravendeel Holding B.V.,"Holders, holder strips and a cultivation-, packaging- and shipping system and method for plugs"
EP2327293A1,BE1027123B1,2021-06-01,Houdstermaatschappij Modiform,"Plant containers, processes for their manufacture and their use"
EP2327293A1,NL2024790B1,2021-09-10,Idea Packaging B V,"A plant cultivation system comprising cultivation trays and plant plugs, baskets for use in such a system, and a method for cultivating plants"
EP2327293A1,NL2003810C2,2011-05-17,Idea Packaging B V,METHOD AND SUBSTRATE FOR GROWING A PLANT.
EP2327293A1,USD760118S1,2016-06-28,OÜ Click & Glow,Indoor planter
EP2327293A1,US20150173306A1,2015-06-25,"Bigelow Brook Farm, LLC",Plant growth apparatus and method
EP2327293A1,NL2012907C2,2015-08-10,Floréac N V,Systems for cultivating plants with aerial roots.
EP2327293A1,WO2016070196A1,2016-05-06,"Podponics, Llc",Nested plant grow tray
EP2327293A1,EP3247195A4,2019-01-23,Jiffy International AS,Durable fiber plant growth containers and related materials and methods
EP2327293A1,US10820534B2,2020-11-03,Gary Shaffer,System and method for growing and protecting seedlings
EP2327293A1,SE542414C2,2020-04-28,Aktiebolaget Silkflower Imp In Askersund,Pot for cultivating a plant with aerial roots
EP2327293B1,NL2003810C2,2011-05-17,Idea Packaging B V,METHOD AND SUBSTRATE FOR GROWING A PLANT.
EP2327293B1,USD760118S1,2016-06-28,OÜ Click & Glow,Indoor planter
EP2327293B1,US20150173306A1,2015-06-25,"Bigelow Brook Farm, LLC",Plant growth apparatus and method
EP2327293B1,EP3148320B8,2019-11-13,Floréac N.V.,Systems for cultivating plants with aerial roots
EP2327293B1,NL2012907C2,2015-08-10,Floréac N V,Systems for cultivating plants with aerial roots.
EP2327293B1,US20170094896A1,2017-04-06,Anthura B.V.,Planting method making use of a substrate plug with a press section
EP2327293B1,NL2012923B1,2016-06-09,Anthura Bv,Planting method making use of a substrate plug with a press section.
EP2327293B1,WO2016070196A1,2016-05-06,"Podponics, Llc",Nested plant grow tray
EP2327293B1,EP3247195A4,2019-01-23,Jiffy International AS,Durable fiber plant growth containers and related materials and methods
EP2327293B1,US10820534B2,2020-11-03,Gary Shaffer,System and method for growing and protecting seedlings
EP2327293B1,SE542414C2,2020-04-28,Aktiebolaget Silkflower Imp In Askersund,Pot for cultivating a plant with aerial roots
EP2327293B1,CN108726018A,2018-11-02,维瑟斯格拉文迪尔控股公司,"For the retainer of transplanting object, retainer item and cultivation, packaging and transportation system and method"
EP2327293B1,NL2022851B1,2020-10-08,Houdstermaatschappij Modiform B V,"Plant container, method for forming such, and use thereof"
EP2327293B1,NL2024790B1,2021-09-10,Idea Packaging B V,"A plant cultivation system comprising cultivation trays and plant plugs, baskets for use in such a system, and a method for cultivating plants"
EP2393832A1,CA2751445C,2018-06-19,Pepscan Systems B.V.,Truncated cystine-knot proteins
EP2393832A1,US11078248B2,2021-08-03,Lifenet Health,BMP peptides and methods of use
EP2393832A1,JP5905446B2,2016-04-20,ライフネット ヘルス,BMP-4 peptide and method of use
EP2393832A1,TWI583698B,2017-05-21,美國禮來大藥廠,Variants of human gdnf
EP2393832A1,WO2013033680A1,2013-03-07,Lifenet Health,Bmp peptides & methods of use
EP2393832A1,CN105085652B,2021-06-22,中国人民解放军军事医学科学院生物工程研究所,"Platelet-derived growth factor B mutant, preparation method and application thereof"
EP2393832A1,CU20190111A7,2021-08-06,Centro De Ingenieria Genetica Y Biotecnologia Biocubafarma,POLYPEPTIDES INCLUDING MUTANTS OF HUMAN VEGF-A WITH REARRANGEMENTS OF DISULFIDE BRIDGES AND COMPOSITIONS CONTAINING THEM
EP2393832B1,CA2751445C,2018-06-19,Pepscan Systems B.V.,Truncated cystine-knot proteins
EP2393832B1,US11078248B2,2021-08-03,Lifenet Health,BMP peptides and methods of use
EP2393832B1,JP5905446B2,2016-04-20,ライフネット ヘルス,BMP-4 peptide and method of use
EP2393832B1,TWI583698B,2017-05-21,美國禮來大藥廠,Variants of human gdnf
EP2393832B1,WO2013033680A1,2013-03-07,Lifenet Health,Bmp peptides & methods of use
EP2393832B1,CN105085652B,2021-06-22,中国人民解放军军事医学科学院生物工程研究所,"Platelet-derived growth factor B mutant, preparation method and application thereof"
EP2393832B1,CU20190111A7,2021-08-06,Centro De Ingenieria Genetica Y Biotecnologia Biocubafarma,POLYPEPTIDES INCLUDING MUTANTS OF HUMAN VEGF-A WITH REARRANGEMENTS OF DISULFIDE BRIDGES AND COMPOSITIONS CONTAINING THEM
EP2460186A1,CA2658193A1,2010-09-12,Morgan Solar Inc.,Stimulated emission luminescent light-guide solar concentrators
EP2460186A1,US8290318B2,2012-10-16,"Svv Technology Innovations, Inc.",Light trapping optical cover
EP2460186A1,US9246038B2,2016-01-26,University Of Rochester,"Light collecting and emitting apparatus, method, and applications"
EP2460186A1,US9082904B2,2015-07-14,Sharp Kabushiki Kaisha,Solar cell module and solar photovoltaic system
EP2460186A1,DE202010001155U1,2010-04-22,Zumtobel Lighting Gmbh,Light guide plate with phosphorus-containing structural elements
EP2460186A1,US8354628B2,2013-01-15,Palo Alto Research Center Incorporated,Luminescent solar concentrator with distributed outcoupling structures and microoptical elements
EP2460186A1,US8674281B2,2014-03-18,Palo Alto Research Center Incorporated,Solar energy harvesting system using luminescent solar concentrator with distributed outcoupling structures and microoptical elements
EP2460186A1,US20120321247A1,2012-12-20,"Fusion Optix, Inc.",Heat Dissipating Optical Element and Lighting System
EP2460186A1,US9263605B1,2016-02-16,Morgan Solar Inc.,Pulsed stimulated emission luminescent photovoltaic solar concentrator
EP2460186A1,CN103650163B,2017-04-26,飞利浦灯具控股公司,Concentrating light towards a target element
EP2460186A1,US8844515B2,2014-09-30,Palo Alto Research Center Incorporated,Carousel heliostat having louvered horizontal mirrors for solar tower systems
EP2460186A1,US8887711B2,2014-11-18,Palo Alto Research Center Incorporated,Solar tower system with carousel heliostats
EP2460186A1,EP2748657B1,2017-09-27,Philips Lighting Holding B.V.,Lighting unit comprising a waveguide and method for generating different types of light
EP2460186A1,JPWO2013077323A1,2015-04-27,シャープ株式会社,"Light guide, solar cell module and solar power generation device"
EP2460186A1,CN103183971B,2016-08-03,财团法人工业技术研究院,"Dyestuff marking type macromolecule, solar panel and forming method thereof, solaode module and exempt from plug-in light fixture"
EP2460186A1,DE102012101663B4,2019-12-24,Osram Opto Semiconductors Gmbh,"Conversion element, illuminant and method for producing a conversion element"
EP2460186A1,US20140159636A1,2014-06-12,"Qualcomm Mems Technologies, Inc.",Solar energy harvesting skylights and windows with integrated illumination
EP2460186A1,US20140158197A1,2014-06-12,"Qualcomm Mems Technologies, Inc.",Tri-functional light and energy generating panel system
EP2460186A1,DK3036773T3,2019-05-27,Tropiglas Tech Ltd,A DEVICE FOR GENERATING ELECTRICAL ENERGY
EP2460186A1,TWI542826B,2016-07-21,飛立威光能股份有限公司,Flexible lighting photovoltaic module and manufacturing method thereof
EP2460186A1,US9656861B2,2017-05-23,Palo Alto Research Center Incorporated,Solar power harvesting system with metamaterial enhanced solar thermophotovoltaic converter (MESTC)
EP2460186A1,US20150228836A1,2015-08-13,Palo Alto Research Center Incorporated,Metamaterial Enhanced Thermophotovoltaic Converter
EP2460186A1,US9893216B1,2018-02-13,Steven Wade Shelton,Polarized light based solar cell
EP2460186A1,EP3172598B1,2021-09-22,Avery Dennison Corporation,Two-in-one translucent and colored film
EP2460186A1,JP6510037B2,2019-05-08,シャープ株式会社,Fluorescent focusing solar cell
EP2460186A1,TWI575766B,2017-03-21,飛立威光能股份有限公司,Photovoltaic system and the manufacturing method thereof
EP2460186A1,CN104934492A,2015-09-23,合肥润嘉节能玻璃有限责任公司,Low-emissivity light-guide solar glass
EP2460186A1,EP3173691A1,2017-05-31,Embedded Nano Europe AB,A method and printing head for locally introducing a light emitter or a plasmonic element into a light guide
EP2460186A1,US10288323B2,2019-05-14,Palo Alto Research Center Incorporated,Solar receiver with metamaterials-enhanced solar light absorbing structure
EP2460186A1,GB2552379A,2018-01-24,Univ Oxford Innovation Ltd,A receiver assembly and a data communications method
EP2460186A1,KR101892637B1,2018-08-28,한국과학기술연구원,Solar cell panel and the window comprising the same
EP2460186A1,KR20190072320A,2019-06-25,삼성전자주식회사,Solar cell module including light guide member and fabrication method of the same
EP2460186A1,CN108540082A,2018-09-14,青岛大学,A kind of laminated type solar energy fluorescence condenser and preparation method thereof
EP2460186A1,EP3857276A1,2021-08-04,Board Of Trustees Of Michigan State University,Transparent luminescent solar concentrator
EP2460186A1,NL2022801B1,2020-10-02,Lusoco B V,Apparatus for recovering energy from ambient light and photo-voltaic converter
EP2460186A1,NL2022806B1,2020-10-02,Univ Eindhoven Tech,A luminescent optical device and a film for use with such a luminescent optical device.
EP2473533A1,US8882924B2,2014-11-11,"Kior, Inc.",Pretreatment of solid biomass material comprising cellulose with ionic liquid medium
EP2473533A1,EP2473554A1,2012-07-11,"O'Connor, Paul",Improved process for dissolving cellulose-containing biomass material in an ionic liquid medium
EP2473533A1,TWI462778B,2014-12-01,Ind Tech Res Inst,Method for liquefying biomass and use of an organic ammonium salt solution for liquefying biomass
EP2473533A1,US9309471B2,2016-04-12,Uop Llc,Decontamination of deoxygenated biomass-derived pyrolysis oil using ionic liquids
EP2473533A1,AU2015237872B2,2019-01-03,Reliance Industries Limited,Catalyst assisted hydrothermal conversion of biomass to crude bio-oil
EP2473533A1,EP3741828A1,2020-11-25,Vertoro B.V.,Fluid catalytic cracking process of crude lignin oil (clo)
EP2473582A2,US8882924B2,2014-11-11,"Kior, Inc.",Pretreatment of solid biomass material comprising cellulose with ionic liquid medium
EP2473582A2,EP2473554A1,2012-07-11,"O'Connor, Paul",Improved process for dissolving cellulose-containing biomass material in an ionic liquid medium
EP2473582A2,CN102634389B,2014-07-30,田强,Automotive fuel additive combination as well as preparation method and application thereof
EP2473582A2,CN102407161B,2013-05-29,中国石油大学(华东),Transition metal ionic liquid catalyst for biomass hydrogenation liquefaction
EP2473582A2,TWI462778B,2014-12-01,Ind Tech Res Inst,Method for liquefying biomass and use of an organic ammonium salt solution for liquefying biomass
EP2473582A2,CN102690673B,2014-07-09,河南科技大学,Method for preparing biodiesel by vegetable oil through catalytic hydrocracking
EP2473582A2,US9309471B2,2016-04-12,Uop Llc,Decontamination of deoxygenated biomass-derived pyrolysis oil using ionic liquids
EP2473582A2,US9611197B1,2017-04-04,"Inaeris Technologies, Llc",Method of removing undesirable solid components from a renewable or non-renewable feed and apparatus used in same
EP2480175A1,US8915970B2,2014-12-23,"Biomet Manufacturing, Llc",Transdermal prosthesis
EP2880971A1,WO2018185117A1,2018-10-11,Aktiebolaget Silkflower Import In Askersund,Pot for cultivating a plant with aerial roots
EP2880971A1,NL2003810C2,2011-05-17,Idea Packaging B V,METHOD AND SUBSTRATE FOR GROWING A PLANT.
EP2880971A1,USD760118S1,2016-06-28,OÜ Click & Glow,Indoor planter
EP2880971A1,US20150173306A1,2015-06-25,"Bigelow Brook Farm, LLC",Plant growth apparatus and method
EP2880971A1,EP3148320B8,2019-11-13,Floréac N.V.,Systems for cultivating plants with aerial roots
EP2880971A1,NL2012907C2,2015-08-10,Floréac N V,Systems for cultivating plants with aerial roots.
EP2880971A1,US20170094896A1,2017-04-06,Anthura B.V.,Planting method making use of a substrate plug with a press section
EP2880971A1,NL2012923B1,2016-06-09,Anthura Bv,Planting method making use of a substrate plug with a press section.
EP2880971A1,WO2016070196A1,2016-05-06,"Podponics, Llc",Nested plant grow tray
EP2880971A1,EP3247195A4,2019-01-23,Jiffy International AS,Durable fiber plant growth containers and related materials and methods
EP2880971A1,US10820534B2,2020-11-03,Gary Shaffer,System and method for growing and protecting seedlings
EP2880971A1,CN108726018A,2018-11-02,维瑟斯格拉文迪尔控股公司,"For the retainer of transplanting object, retainer item and cultivation, packaging and transportation system and method"
EP2880971A1,NL2022851B1,2020-10-08,Houdstermaatschappij Modiform B V,"Plant container, method for forming such, and use thereof"
EP2880971A1,NL2024790B1,2021-09-10,Idea Packaging B V,"A plant cultivation system comprising cultivation trays and plant plugs, baskets for use in such a system, and a method for cultivating plants"
EP2233655A1,0,0,0,0
EP2280454A2,WO2012142011A1,2012-10-18,3M Innovative Properties Company,Connector
EP2280454A2,EP3236542A1,2017-10-25,Kalthoff GmbH,Electrical device connection line
EP2280454A2,EP3319179A1,2018-05-09,HPH Hardegger AG,Method for electrically connecting electrical equipment in a kitchen
EP2280464A1,CN103840422A,2014-06-04,云南电网公司带电作业分公司,400 A load current switching device for 10 kV power distribution network and application method thereof
EP2355172A1,0,0,0,0
EP2363905A1,US20130126874A1,2013-05-23,"Samsung Display Co., Ltd.",Organic light emitting diode display and manufacturing method thereof
EP2363905A1,WO2013141988A1,2013-09-26,General Electric Company,Packaged optoelectronic device and process for manufacturing
EP2363905A1,WO2014079845A1,2014-05-30,Osram Opto Semiconductors Gmbh,Optoelectronic component and method for producing an optoelectronic component
EP2363905A1,DE102014102255A1,2015-08-27,Osram Oled Gmbh,Organic light-emitting device and method for producing an organic light-emitting device
EP2363905A1,WO2015140004A1,2015-09-24,Osram Opto Semiconductors Gmbh,Optoelectronic component and method for producing an optoelectronic component
EP2363905A1,US20160111675A1,2016-04-21,Koninklijke Philips N.V.,Organic light-emitting device
EP2363905A1,CN104094431B,2018-03-27,皇家飞利浦有限公司,OLED device and its manufacture
EP2363905A1,KR101903744B1,2018-10-04,삼성디스플레이 주식회사,Organic light emitting diode display and manufacturing method thereof
EP2363905A1,EP2629347A1,2013-08-21,Nederlandse Organisatie voor toegepast -natuurwetenschappelijk onderzoek TNO,Opto-electric device and method for manufacturing the same
EP2363905A1,JP5907766B2,2016-04-26,株式会社カネカ,Light emitting device and method for manufacturing light emitting device
EP2363905A1,JP5907765B2,2016-04-26,株式会社カネカ,Light emitting device and method for manufacturing light emitting device
EP2363905A1,JP6003332B2,2016-10-05,株式会社リコー,Electrochromic device and manufacturing method thereof
EP2363905A1,US20150168796A1,2015-06-18,"Ricoh Company, Ltd.",Electrochromic device and a method for manufacturing an electrochromic device
EP2363905A1,JP6078295B2,2017-02-08,株式会社カネカ,Organic EL device
EP2363905A1,JP6064761B2,2017-01-25,株式会社リコー,Electrochromic device and manufacturing method thereof
EP2363905A1,DE102012220724A1,2014-05-15,Osram Opto Semiconductors Gmbh,Optoelectronic component
EP2363905A1,KR102296915B1,2021-09-02,삼성디스플레이 주식회사,organic light emitting diode display
EP2363905A1,DE102014111345A1,2016-02-11,Osram Oled Gmbh,Optoelectronic component and method for its production
EP2363905A1,DE102014119539A1,2016-06-23,Osram Oled Gmbh,Organic optoelectronic component and method for producing an organic optoelectronic component
EP2363905A1,US10483410B2,2019-11-19,"Alta Devices, Inc.",Forming front metal contact on solar cell with enhanced resistance to stress
EP2363905A1,JP6685122B2,2020-04-22,住友化学株式会社,Organic EL device manufacturing method and organic EL device
EP2363905A1,EP3671866A1,2020-06-24,Nederlandse Organisatie voor toegepast- natuurwetenschappelijk onderzoek TNO,Photovoltaic product and method of manufacturing the same
EP2363905A1,WO2021048240A1,2021-03-18,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Organic led module
EP2368498A1,US20110059413A1,2011-03-10,Medicim Nv,Method for deriving shape information
EP2368498A1,US9380986B2,2016-07-05,Planmeca Oy,Dental surface models
EP2368498A1,WO2019034901A1,2019-02-21,Trophy,Stencil for intraoral surface scanning
EP2369579A1,WO2013160618A1,2013-10-31,Vallas Boris,Piano
EP2369579A1,USD839954S1,2019-02-05,Yamaha Corporation,Piano
EP2374664B1,KR20200036211A,2020-04-07,김도우,Camping car capable of mounting motorcycle
EP2374664B1,BE1021650B1,2015-12-22,"Brustor, Naamloze Vennootschap",ELEVATOR FOR A BIKE OR LUGGAGE RACK
EP2374664B1,ITUA20162842A1,2016-07-22,Ezio Barca,Porta-motorcycles
EP2381090A3,US10941749B2,2021-03-09,Differential Dynamics Corporation,Speed converter-controlled river turbines
EP2381090A3,CN102979657A,2013-03-20,蔡长运,Equipment utilizing flowing energy of wave and seawater to generate power
EP2381090A3,FR3008742B1,2018-11-16,Mathieu Etienne Andre Boda,HYDROLIENNE WITH MOBILE BLADES
EP2381090A3,US10947956B2,2021-03-16,Differential Dynamics Corporation,"Expandable power marine hydrokinetic turbines, pumps, compressors and transmissions"
EP2381090A3,CN105604770A,2016-05-25,徐毓艺,Running water shutter type power generator
EP2381090A3,DE202016003874U1,2016-07-26,Schiffswerft Hermann Barthel GmbH,"Device for obtaining flow energy from flowing media by means of horizontally rotating water wheels, held by floats"
EP2381090A3,US10502178B2,2019-12-10,Regents Of The University Of Minnesota,In-bank veritcal axis hydropower system
EP2381090A3,TWI710707B,2020-11-21,翁振國,Impeller for power drive
EP2381090A3,TWI696752B,2020-06-21,國立臺灣師範大學,Method and device for automatically extracting flowing water energy
EP2386149A1,KR101268730B1,2013-06-04,한국과학기술원,System and method for enhancement of physical layer security in cognitive radio networks
EP2386149A1,WO2013085122A1,2013-06-13,아주대학교산학협력단,Method for analog network coding-based satellite communication and apparatus for same
EP2386149A1,US8918197B2,2014-12-23,Avraham Suhami,Audio communication networks
EP2386149A1,DE102017203199A1,2018-08-30,Robert Bosch Gmbh,"Method for transmitting messages in a communication network, gateway and communication network"
EP2387403A1,EP2527440A1,2012-11-28,Institut Curie,Cancer treatment by combining DNA molecules mimicking double strand breaks with hyperthermia
EP2387403A1,EP2870140B8,2016-09-28,Lupin Limited,Tetrahydroquinazolinone derivatives as parp inhibitors
EP2387403A1,AU2014293013A1,2016-03-17,Race Oncology Ltd.,Combinatorial methods to improve the therapeutic benefit of bisantrene
EP2387403A1,US10682421B2,2020-06-16,City University Of Hong Kong,Nanoparticle composition for use in targeting cancer stem cells and method for treatment of cancer
EP2387403A1,US20160367671A1,2016-12-22,City University Of Hong Kong,Nanoparticle Composition for Use in Targeting Cancer Stem Cells and Method for Treatment of Cancer
EP2387403A1,US10563197B2,2020-02-18,Institut Curie,Use of a combination of Dbait molecule and PARP inhibitors to treat cancer
EP2387403A1,CN105294561B,2018-03-30,中国药科大学,A kind of isoquinolin and its preparation method and application
EP2387403A1,WO2019079297A1,2019-04-25,"Dana-Farber Cancer Institute, Inc.",Compounds and methods for treating cancer
EP2387403A1,EP3502700A1,2019-06-26,Fundació Privada Institut d'Investigació Oncològica de Vall-Hebron,Methods based on the detection of rad51 foci in tumor cells
EP2387403A1,CN112168825A,2021-01-05,江苏大学,Pharmaceutical composition containing HSP90 inhibitor and PARP inhibitor
EP2387403A1,CN112569233B,2022-03-01,中国水产科学研究院黑龙江水产研究所,Application of PARP inhibitor PJ34 in preparation of fish rhabdovirus resistant product
EP2387839B1,FR2948840B1,2011-09-16,Kalray,CHIP COMMUNICATION NETWORK WITH SERVICE WARRANTY
EP2387839B1,US8854971B2,2014-10-07,Apple Inc.,System and method employing intelligent feedback mechanisms for traffic suspension on a client device
EP2387839B1,CN102957626B,2016-08-10,中兴通讯股份有限公司,A kind of message forwarding method and device
EP2387839B1,US10360267B2,2019-07-23,"Futurewei Technologies, Inc.",Query plan and operation-aware communication buffer management
EP2399451A1,WO2015181278A1,2015-12-03,Floréac N.V.,Systems for cultivating plants with aerial roots
EP2399451A1,JP2016171775A,2016-09-29,ピーエスピー株式会社,"Seedling raising pot, seedling raising method, and unit-type seedling with soil"
EP2399451A1,NL2023490B1,2021-02-03,Maan Intellectual Properties B V,"Combination of a device for dispensing a container one by one from a stack, nested identical containers and such a stack"
EP2399451A1,TWI603671B,2017-11-01,三好農業股份有限公司,Automated equipment for potting a plant with use of a flexible substrate in sheet form
