publication_number,patent_citation,publication_date,assignee,title
EP2430927A1,0,0,0,"SHIRI-SVERDLOV RONIT ET AL: ""Modulating liver inflammation: a crucial role for cholesterol"", CHEMISTRY AND PHYSICS OF LIPIDS, vol. 154, no. Suppl. S, August 2008 (2008-08-01), & 49TH INTERNATIONAL CONFERENCE ON THE BIOSCIENCE OF LIPIDS; MAASTRICHT, NETHERLANDS; AUGUST 26 -30, 2008, pages S14, XP002604486, ISSN: 0009-3084"
EP2436059A1,0,0,0,None
EP2436059A1,0,0,0,See also references of WO2010136938A1
EP2437693A1,0,0,0,See references of WO2010140887A1
EP2440807B1,0,0,0,0
EP2448903A1,0,0,0,See references of WO2011002284A1
EP2449382B1,0,0,0,0
EP2451296A1,0,0,0,"ANONYMOUS: ""Meltzer's Puremints Peppermint 1.76 oz Pkg - Swanson Health Products"", WWW.SWANSONVITAMINS.COM, 1 July 2013 (2013-07-01), pages 1 - 2, XP055093640, Retrieved from the Internet <URL:http://www.swansonvitamins.com/meltzers-puremints-peppermint-1-76-oz-pkg> [retrieved on 20131216]"
EP2451296A1,0,0,0,See also references of WO2011005082A1
EP2452380A1,0,0,0,See references of WO2011005095A1
EP2454858A1,0,0,0,See references of WO2011006889A1
EP2455141A1,0,0,0,0
EP2458979A1,0,0,0,See references of WO2011014062A1
EP2459741B1,0,0,0,0
EP2465112A1,0,0,0,See references of WO2011018428A1
EP2465113A1,0,0,0,See references of WO2011018430A1
EP2465113B1,0,0,0,0
EP2467150A1,0,0,0,See references of WO2011021933A1
EP2469073A2,0,0,0,0
EP2471371A1,0,0,0,0
EP2471372A1,0,0,0,0
EP2473832A1,0,0,0,See references of WO2011028107A1
EP2474161B1,0,0,0,0
EP2475762A2,0,0,0,0
EP2478555A1,0,0,0,See references of WO2011033393A1
EP2480170A1,0,0,0,See references of WO2011036148A1
EP2485704B1,0,0,0,0
EP2486767B1,0,0,0,"PETER SANDERS ET AL: ""Advantages and Services Using Cell Broadcast Cell Broadcast Forum"", 6 February 2002 (2002-02-06), XP055228238, Retrieved from the Internet <URL:http://www.cellbroadcastforum.org/downloads/pdfs/AdvantagesServices.pdf> [retrieved on 20151113]"
EP2488388B1,0,0,0,None
EP2488457A1,0,0,0,See references of WO2011045392A1
EP2491056A1,0,0,0,"HARMSEN M M ET AL: ""Properties, production, and applications of camelid single-domain antibody fragments"", APPLIED MICROBIOLOGY AND BIOTECHNOLOGY, SPRINGER, BERLIN, DE, vol. 77, no. 1, 18 August 2007 (2007-08-18), pages 13 - 22, XP019560673, ISSN: 1432-0614, DOI: 10.1007/S00253-007-1142-2"
EP2491056A1,0,0,0,"K. MIYAZONO ET AL: ""Bone morphogenetic protein receptors and signal transduction"", JOURNAL OF BIOCHEMISTRY, vol. 147, no. 1, 17 September 2009 (2009-09-17), GB, pages 35 - 51, XP055664426, ISSN: 0021-924X, DOI: 10.1093/jb/mvp148"
EP2491056A1,0,0,0,"N. KAMIYA ET AL: ""BMP signaling negatively regulates bone mass through sclerostin by inhibiting the canonical Wnt pathway"", DEVELOPMENT (SPECIAL ISSUE ON DEVELOPMENT AT THE SINGLE CELL LEVEL), vol. 135, no. 22, 15 November 2008 (2008-11-15), GB, pages 3801 - 3811, XP055664429, ISSN: 0950-1991, DOI: 10.1242/dev.025825"
EP2491056A1,0,0,0,See also references of WO2011049449A1
EP2491056A1,0,0,0,"VALERIE S. SALAZAR ET AL: ""BMP signalling in skeletal development, disease and repair"", NATURE REVIEWS. ENDOCRINOLOGY, vol. 12, no. 4, 1 April 2016 (2016-04-01), US, pages 203 - 221, XP055664419, ISSN: 1759-5029, DOI: 10.1038/nrendo.2016.12"
EP2505008B1,0,0,0,None
EP2516647B1,0,0,0,"AARTSMA-RUS ANNEMIEKE ET AL: ""Antisense-mediated exon skipping: A versatile tool with therapeutic and research applications"", RNA, COLD SPRING HARBOR LABORATORY PRESS, US, vol. 13, no. 10, 1 October 2007 (2007-10-01), pages 1609 - 1624, XP009144451, ISSN: 1355-8382"
EP2517434B1,0,0,0,0
EP2517495A1,0,0,0,See references of WO2011080096A1
EP2566263A3,0,0,0,0
EP2603034B1,0,0,0,0
EP2615906A1,0,0,0,See references of WO2012034575A1
EP2703412A2,0,0,0,"""Biocomputing: Informatics and Genome Projects"", 1993, ACADEMIC PRESS"
EP2703412A2,0,0,0,"""Computational Molecular Biology"", 1988, OXFORD UNIVERSITY PRESS"
EP2703412A2,0,0,0,"""Computer Analysis of Sequence Data"", 1994, HUMANA PRESS"
EP2703412A2,0,0,0,"""Sequence Analysis Primer"", 1991, M STOCKTON PRESS"
EP2703412A2,0,0,0,"ALTSCHUL SF ET AL., J. MOL. BIOL., vol. 215, 1990, pages 403 - 410"
EP2703412A2,0,0,0,"ALVES, AMCR ET AL., APPL. ENVIRONM. MICROBIOL., vol. 70, 2004, pages 6379 - 6384"
EP2703412A2,0,0,0,"ASHBURNER M ET AL., NAT. GENET., vol. 25, 2000, pages 25 - 29"
EP2703412A2,0,0,0,"BRENNER S ET AL., NAT. BIOTECHNOL., vol. 18, 2000, pages 630 - 634"
EP2703412A2,0,0,0,"BROMBERG SK; SCHWALB MN, CAN. J. GENET. CYTOL., vol. 19, 1977, pages 477 - 481"
EP2703412A2,0,0,0,"CARILLO, H.; LIPMAN, D., SIAM J. APPLIED MATH., vol. 48, 1988, pages 1073"
EP2703412A2,0,0,0,"DE JONG JF ET AL., APPL ENVIRON MICROBIOL, vol. 72, 2006, pages 1267 - 1269"
EP2703412A2,0,0,0,"DEVEREUX J ET AL., NUCLEIC ACIDS RESEARCH, vol. 12, 1984, pages 387"
EP2703412A2,0,0,0,"FINN, RD ET AL., NUCLEIC ACIDS RES., 2008, pages D281 - D288"
EP2703412A2,0,0,0,"FLEER R ET AL., BIOTECHNOLOGY, vol. 9, 1991, pages 968 - 975"
EP2703412A2,0,0,0,"HARMSEN MC ET AL., CURR GENET., vol. 22, 1992, pages 447 - 454"
EP2703412A2,0,0,0,"HEINE, G: ""Sequence Analysis in Molecular Biology"", 1987, ACADEMIC PRESS"
EP2703412A2,0,0,0,"HENTIKOFF; HENTIKOFF, PROC. NATL. ACAD. SCI. USA., vol. 89, 1992, pages 10915 - 10919"
EP2703412A2,0,0,0,"HORTON JS; PALMER GE; SMITH WJ, FUNGAL GENET. BIOL., vol. 26, 1999, pages 33 - 47"
EP2703412A2,0,0,0,"KOONIN EV ET AL., GENOME BIOL., vol. 5, 2004, pages R7"
EP2703412A2,0,0,0,"KUES, U., MICROBIOL. MOL. BIOL. REV., vol. 64, 2000, pages 316 - 353"
EP2703412A2,0,0,0,"MOL. GEN. GENET., vol. 205, 1986, pages 576"
EP2703412A2,0,0,0,"MUNOZ-RIVAS A. ET AL., MOL. GEN. GENET., vol. 205, 1986, pages 103 - 105"
EP2703412A2,0,0,0,"MURAKUCHI, H.; KAMADA, T., DEVELOPMENT, vol. 125, 1998, pages 3133 - 3141"
EP2703412A2,0,0,0,"MURAKUCHI, H.; KAMADA, T., FUNGAL GENET. BIOL., vol. 29, 2000, pages 49 - 59"
EP2703412A2,0,0,0,"MURATA ET AL., GENETICS, vol. 149, 1998, pages 1753 - 1761"
EP2703412A2,0,0,0,"NEEDLEMAN; WUNSCH, J. MOL. BIOL., vol. 48, 1970, pages 443 - 453"
EP2703412A2,0,0,0,"OHM RA ET AL.: ""An efficient gene deletion procedure for the mushroom-forming basidiomycete Schizophyllum commune"", WORLD JOURNAL OF MICROBIOLOGY, 2010"
EP2703412A2,0,0,0,"RAPER JR; KRONGELB GS, MYCOLOGIA, vol. 59, 1958, pages 707 - 740"
EP2703412A2,0,0,0,"SCHUREN FH ET AL., CURR. GENET., vol. 26, 1994, pages 179 - 183"
EP2703412A2,0,0,0,"SPRINGER J; WESSELS JGH, MOL. GEN. GENET., vol. 219, 1989, pages 486 - 488"
EP2703412A2,0,0,0,"STAMETS P; CHILTON JS: ""Mushroom Cultivator: A Practical Guide to Growing Mushrooms at Home"", 1983, AGARIKON PRESS"
EP2703412A2,0,0,0,"UMAR MH; VAN GRIENSVEN LJLD, MYCOLOGIA, vol. 89, 1997, pages 274 - 277"
EP2703412A2,0,0,0,"VAN GRIENSVEN, L.J.L.D.: ""The cultivation of mushrooms"", 1988, RUSTINGTON, DARLINGTON MUSHROOM LABORATORIES LTD."
EP2703412A2,0,0,0,"VAN PEER AF ET AL., APPL ENVIRON MICROBIOL, vol. 75, 2009, pages 1243 - 1247"
EP2703412A2,0,0,0,"WOSTEN HAB; WESSELS JGH: ""The Mycota. Part I: Growth, Differentiation and Sexuality"", 2006, SPRINGER VERLAG, article ""The emergence of fruiting bodies in basidiomycetes"", pages: 393 - 414"
EP2703412A3,0,0,0,"ANDO A ET AL: ""A GENE ENCODING A HYDROPHOBIN, FVH1, IS SPECIFICALLY EXPRESSED AFTER THE INDUCTION OF FRUITING IN THE EDIBLE MUSHROOM FLAMMULINA VELUTIPES"", CURRENT GENETICS, NEW YORK, NY, US LNKD- DOI:10.1007/S002940100193, vol. 39, no. 3, 1 May 2001 (2001-05-01), pages 190 - 197, XP008027699, ISSN: 0172-8083"
EP2703412A3,0,0,0,"DATABASE UniProt [online] 24 May 2005 (2005-05-24), ""RecName: Full=Homeobox protein Wariai; AltName: Full=Homeobox protein 1; Short=DdHbx-1;"", XP002718467, retrieved from EBI accession no. UNIPROT:Q54F46 Database accession no. Q54F46"
EP2703412A3,0,0,0,"DE GROOT PIET W J ET AL: ""Isolation of developmentally regulated genes from the edible mushroom Agaricus bisporus"", MICROBIOLOGY, SOCIETY FOR GENERAL MICROBIOLOGY, READING, GB, vol. 143, no. 6, 1 January 1997 (1997-01-01), pages 1993 - 2001, XP002271468, ISSN: 1350-0872"
EP2703412A3,0,0,0,"KONDOH O ET AL: ""A fruiting body-specific cDNA, mfbAc, from the mushroom Lentinus edodes encodes a high-molecular-weight cell-adhesion protein containing an Arg-Gly-Asp motif"", GENE, ELSEVIER, AMSTERDAM, NL LNKD- DOI:10.1016/0378-1119(94)00798-W, vol. 154, no. 1, 27 February 1995 (1995-02-27), pages 31 - 37, XP004042498, ISSN: 0378-1119"
EP2717604A1,0,0,0,"""Mobile Trusted Module (MTM) Specification Version 1.0, rev.1"", 12 June 2007, TRUSTED COMPUTER GROUP"
EP2755413B1,0,0,0,None
EP3352413A1,0,0,0,0
EP2218494A1,0,0,0,0
EP2236044A1,0,0,0,"ANONYMOUS: ""Limburgs zuurvlees"", SMULWEB RECEPTEN, 10 December 1998 (1998-12-10), XP002554666, Retrieved from the Internet <URL:http://www.smulweb.nl/121060/koken/recept/Limburgs-zuurvlees&print=true&coupon=&afbeeldingen=true> [retrieved on 20091110]"
EP2236044A1,0,0,0,"ANONYMOUS: ""Limburgs zuurvlees"", SMULWEB RECEPTEN, 24 October 2000 (2000-10-24), XP002554665, Retrieved from the Internet <URL:http://www.smulweb.nl/784469/koken/recept/Limburgs-zuurvlees&print=true&coupon=&afbeeldingen=true> [retrieved on 20091110]"
EP2236044A1,0,0,0,"ANONYMOUS: ""Zuurvlees uit limburg"", SMULWEB RECEPTEN, 23 January 2006 (2006-01-23), XP002554663, Retrieved from the Internet <URL:http://www.smulweb.nl/1139071/koken/recept/Zuurvlees-uit-limburg&print=true&coupon=&afbeeldingen=true> [retrieved on 20091029]"
EP2236044A1,0,0,0,"ANONYMOUS: ""Zuurvlees"", SMULWEB RECEPTEN, 12 January 2002 (2002-01-12), XP002554664, Retrieved from the Internet <URL:http://www.smulweb.nl/940998/koken/recept/Zuurvlees&print=true&coupon=&afbeeldingen=true> [retrieved on 20091110]"
EP2236044A1,0,0,0,"FENNEMA: ""Winkler Prins Culinaire Encyclopedie"", 1984, ELSEVIER, AMSTERDAM, XP002554667"
EP2248674A2,0,0,0,0
EP2280454A3,0,0,0,0
EP2280465A1,0,0,0,0
EP2280466A1,0,0,0,0
EP2287860A1,0,0,0,0
EP2308282A1,0,0,0,"ALISA INTER CO., LTD: ""Dye Orchids"", 17 October 2007 (2007-10-17), XP002616032, Retrieved from the Internet <URL:http://web.archive.org/web/20071017235609/http://alisainter.com/orchids_dye.htm> [retrieved on 20110110]"
EP2308282A1,0,0,0,"ANONYMOUS: ""Changing the color of hydrangeas"", 22 August 2008 (2008-08-22), XP002616033, Retrieved from the Internet <URL:http://web.archive.org/web/20080822001250/http://www.hydrangeashydrangeas.com/colorchange.html> [retrieved on 20110110]"
EP2312055A1,0,0,0,0
EP2354247A1,0,0,0,"ARNETT FC; EDWORTHY SM; BLOCH DA; MCSHANE DJ; FRIES JF ET AL.: ""The American Rheumatism Association 1987 revised criteria for the classification of rheumatoid arthritis"", ARTHRITIS RHEUM., vol. 31, 1988, pages 315 - 24"
EP2354247A1,0,0,0,"BAETEN D; DEMETTER P; CUVELIER C; VAN DEN BOSCH F; KRUITHOF E ET AL.: ""Comparative study of the synovial histology in rheumatoid arthritis, spondyloarthropathy, and osteoarthritis: influence of disease duration and activity"", ANN RHEUM DIS, vol. 59, 2000, pages 945 - 53"
EP2354247A1,0,0,0,"BAETEN D; DEMETTER P; CUVELIER CA; KRUITHOF E; VAN DAMME N ET AL.: ""Macrophages expressing the scavenger receptor CD163: a link between immune alterations of the gut and synovial inflammation in spondyloarthropathy"", J PATHOL, vol. 196, 2002, pages 343 - 50"
EP2354247A1,0,0,0,"BAETEN D; KRUITHOF E; DE RYCKE L; VANDOOREN B; WYNS B ET AL.: ""Diagnostic classification of spondylarthropathy and rheumatoid arthritis by synovial histopathology: a prospective study in 154 consecutive patients"", ARTHRITIS RHEUM, vol. 50, 2004, pages 2931 - 41"
EP2354247A1,0,0,0,"BAETEN D; MOLLER HJ; DELANGHE J; VEYS EM; MOESTRUP SK; DE KEYSER F.: ""Association of CD163+ macrophages and local production of soluble CD163 with decreased lymphocyte activation in spondylarthropathy synovitis"", ARTHRITIS RHEUM, vol. 50, 2004, pages 1611 - 23"
EP2354247A1,0,0,0,"BAETEN D; STEENBAKKERS PG; RIJNDERS AM; BOOTS AM; VEYS EM; DE KEYSER F.: ""Detection of major histocompatibility complex/human cartilage gp-39 complexes in rheumatoid synovitis as a specific and independent histologic marker"", ARTHRITIS RHEUM, vol. 50, 2004, pages 444 - 51"
EP2354247A1,0,0,0,"BAETEN D; VAN DEN BOSCH F; ELEWAUT D; STUER A; VEYS EM; DE KEYSER F.: ""Needle arthroscopy of the knee with synovial biopsy sampling: technical experience in 150 patients"", CLIN RHEUMATIL, vol. 18, 1999, pages 434 - 41"
EP2354247A1,0,0,0,"BARTHEL CHRISTIAN ET AL: ""Nerve growth factor and receptor expression in rheumatoid arthritis and spondyloarthritis."", ARTHRITIS RESEARCH & THERAPY 2009 LNKD- PUBMED:19490633, vol. 11, no. 3, 2009, pages R82, XP002587246, ISSN: 1478-6362"
EP2354247A1,0,0,0,"BATLIWALLA F M ET AL: ""PERIPHERAL BLOOD GENE EXPRESSION PROFILING IN RHEUMATOID ARTHRITIS"", GENES AND IMMUNITY, NATURE PUBLISHING GROUP, GB LNKD- DOI:10.1038/SJ.GENE.6364209, vol. 6, no. 5, 1 August 2005 (2005-08-01), pages 388 - 397, XP008063573, ISSN: 1466-4879"
EP2354247A1,0,0,0,"BATLIWALLA FRANAK M ET AL: ""Microarray analyses of peripheral blood cells identifies unique gene expression signature in psoriatic arthritis"", MOLECULAR MEDICINE (BALTIMORE), vol. 11, no. 1-12, January 2005 (2005-01-01), pages 21 - 29, XP002587248, ISSN: 1076-1551"
EP2354247A1,0,0,0,"BOOM ET AL., J CLIN MICROBIOL., vol. 28, 1990, pages 495 - 503"
EP2354247A1,0,0,0,"CLEVELAND W; DEVLIN S.: ""Locally weighted regression: An approach to regression analysis by local fitting"", J AM STAT ASSOC, vol. 83, 1983, pages 596 - 410"
EP2354247A1,0,0,0,"DATABASE MEDLINE [online] US NATIONAL LIBRARY OF MEDICINE (NLM), BETHESDA, MD, US; 10 September 2001 (2001-09-10), GU J ET AL: ""[Analysis of inflammation related gene expression spectrum in ankylosing spondylitis patients using cDNA microarray]"", XP002587247, Database accession no. NLM11758249"
EP2354247A1,0,0,0,"DE RYCKE L; BAETEN D; FOELL D; KRUITHOF E; VEYS EM; ROTH J; DE KEYSER F.: ""Differential expression and response to anti-TNFalpha treatment of infiltrating versus resident tissue macrophage subsets in autoimmune arthritis"", J PATHOL, vol. 206, 2005, pages 17 - 27"
EP2354247A1,0,0,0,"DHARMAPATNI ANAK A S S K ET AL: ""Elevated expression of caspase-3 inhibitors, survivin and xIAP correlates with low levels of apoptosis in active rheumatoid synovium."", ARTHRITIS RESEARCH & THERAPY 2009 LNKD- PUBMED:19171073, vol. 11, no. 1, 2009, pages R13, XP002587245, ISSN: 1478-6362"
EP2354247A1,0,0,0,"DOUGADOS M; VAN DER LINDEN S; JUHLIN R; HUITFELDT B; AMOR B ET AL.: ""The European Spondyloarthropathy Study Group preliminary criteria for the classification of spondyloarthropathy"", ARTHRITIS RHEUM., vol. 34, 1991, pages 1218 - 27"
EP2354247A1,0,0,0,"EFRON B; TIBSHIRANI R.: ""Empirical Bayes methods and false discovery rates for microarrays"", GENET EPIDEMIOL, vol. 23, 2002, pages 70 - 86"
EP2354247A1,0,0,0,"GU J ET AL: ""A 588-GENE MICROARRAY ANALYSIS OF THE PERIPHERAL BLOOD MONONUCLEAR CELLS OF SPONDYLOARTHROPATHY PATIENTS"", RHEUMATOLOGY, OXFORD UNIVERSITY PRESS, LONDON, GB LNKD- DOI:10.1093/RHEUMATOLOGY/41.7.759, vol. 41, no. 7, 1 July 2002 (2002-07-01), pages 759 - 766, XP008029658, ISSN: 1462-0324"
EP2354247A1,0,0,0,"KRUITHOF E; BAETEN D; DE RYCKE L; VANDOOREN B; FOELL D ET AL.: ""Synovial histopathology of psoriatic arthritis, both oligo- and polyarticular, resembles spondyloarthropathy more than it does rheumatoid arthritis"", ARTHRITIS RS THER, vol. 7, 2005, pages R569 - 80"
EP2354247A1,0,0,0,"POHLERS DIRK ET AL: ""Constitutive upregulation of the transforming growth factor-beta pathway in rheumatoid arthritis synovial fibroblasts."", ARTHRITIS RESEARCH & THERAPY 2007 LNKD- PUBMED:17594488, vol. 9, no. 3, 2007, pages R59, XP002587250, ISSN: 1478-6362"
EP2354247A1,0,0,0,"SMYTH GK.: ""Limma: linear models for microarray data. In: Bioinformatics and Computational Biology Solutions using R and Bioconductor"", 2005, SPRINGER, pages: 397 - 420"
EP2354247A1,0,0,0,"SMYTH GK.: ""Linear models and empirical Bayes methods for assessing differential expression in microarray experiments"", STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY, 2004, pages 3"
